20216.601000,2175.394775,0.027027,0.000000,8647218,2163,0.000000,0.000000,0.000000,
20253.913000,2175.216309,-0.055556,0.000000,8647333,2174,0.000000,0.000000,0.000000,
20291.601000,2173.868408,0.000000,0.027778,8655071,2174,0.000000,0.000000,0.000000,
20328.688000,2173.837891,0.000000,0.000000,8652852,2173,0.000000,0.000000,0.000000,
20365.911000,2173.891846,0.000000,0.000000,8651025,2163,0.000000,0.000000,0.000000,
20403.598000,2174.026367,0.000000,0.000000,8655091,2170,0.000000,0.000000,0.000000,
20440.909000,2174.108154,-0.027778,0.000000,8648454,2183,0.000000,0.000000,0.000000,
20478.132000,2174.000000,0.000000,0.000000,8653090,2179,0.000000,0.000000,0.000000,
20516.239000,2174.000000,0.000000,0.000000,8656624,2178,0.000000,0.000000,0.000000,
20553.605000,2174.605225,0.054054,0.027778,8652054,2161,0.000000,0.000000,0.000000,
20590.920000,2175.270264,-0.027778,0.000000,8650864,2174,0.000000,0.000000,0.000000,
20628.604000,2174.684326,0.000000,0.000000,8652425,2169,0.000000,0.000000,0.000000,
20665.918000,2174.837891,0.000000,0.000000,8655529,2177,0.000000,0.000000,0.000000,
20703.604000,2174.605225,0.000000,0.027778,8653757,2167,0.000000,0.000000,0.000000,
20740.920000,2174.053955,0.000000,0.000000,8650706,2188,0.000000,0.000000,0.000000,
20778.211000,2174.000000,0.000000,0.000000,8651245,2164,0.000000,0.000000,0.000000,
20815.605000,2174.000000,0.000000,0.000000,8652289,2172,0.000000,0.000000,0.000000,
20852.691000,2174.000000,0.000000,0.000000,8654146,2172,0.000000,0.000000,0.000000,
20889.914000,2174.000000,0.000000,0.000000,8653866,2188,0.000000,0.000000,0.000000,
20927.600000,2174.000000,0.000000,0.000000,8647217,2173,0.000000,0.000000,0.000000,
20964.913000,2174.000000,0.000000,0.000000,8642067,2165,0.000000,0.000000,0.000000,
21002.601000,2174.000000,0.000000,0.000000,8649951,2174,0.000000,0.000000,0.000000,
21039.914000,2174.027100,0.027778,0.028571,8655943,2163,0.000000,0.000000,0.000000,
21077.076000,2176.837891,0.083333,0.028571,8652367,2170,0.000000,0.000000,0.000000,
21114.607000,2177.105225,-0.027027,0.027778,8652694,2173,0.000000,0.000000,0.000000,
21151.910000,2176.081055,0.000000,-0.028571,8651726,2170,0.000000,0.000000,0.000000,
21189.601000,2176.052734,0.000000,-0.027778,8657146,2165,0.000000,0.000000,0.000000,
21226.913000,2176.783691,0.027778,0.000000,8656119,2170,0.000000,0.000000,0.000000,
21264.212000,2176.189209,-0.027778,0.028571,8651349,2172,0.000000,0.000000,0.000000,
21301.602000,2175.605225,-0.027027,0.000000,8654788,2160,0.000000,0.000000,0.000000,
21338.692000,2176.378418,0.027778,0.028571,8640537,2168,0.000000,0.000000,0.000000,
21375.914000,2176.297363,-0.055556,-0.028571,8639990,2167,0.000000,0.000000,0.000000,
21413.602000,2175.184326,0.000000,0.055556,8636788,2165,0.000000,0.000000,0.000000,
21450.914000,2175.108154,0.000000,0.000000,8636246,2171,0.000000,0.000000,0.000000,
21488.597000,2175.078857,0.000000,0.000000,8645601,2171,0.000000,0.000000,0.000000,
21525.913000,2175.053955,0.000000,0.000000,8638991,2169,0.000000,0.000000,0.000000,
21563.601000,2175.078857,0.000000,0.000000,8642631,2166,0.000000,0.000000,0.000000,
21600.688000,2175.000000,0.000000,0.000000,8652280,2167,0.000000,0.000000,0.000000,
21637.919000,2175.000000,0.000000,0.000000,8646201,2172,0.000000,0.000000,0.000000,
21675.603000,2175.000000,0.000000,0.000000,8652156,2169,0.000000,0.000000,0.000000,
21712.912000,2175.000000,0.000000,0.000000,8651399,2168,0.000000,0.000000,0.000000,
21750.220000,2175.000000,0.000000,0.000000,8649921,2169,0.000000,0.000000,0.000000,
21787.605000,2175.000000,0.000000,0.000000,8657657,2172,0.000000,0.000000,0.000000,
21824.692000,2174.864746,-0.027778,-0.028571,8650671,2170,0.000000,0.000000,0.000000,
21861.916000,2174.459473,-0.027778,0.000000,8652756,2166,0.000000,0.000000,0.000000,
