10119.811,2301,-0.457,0.000,15398
10155.569,2287,-0.371,0.000,8530
10191.204,2273,-0.314,0.000,15216
10227.058,2263,-0.294,0.000,9367
10262.803,2252,-0.343,0.000,10061
10298.279,2241,-0.286,0.000,8587
10334.209,2229,-0.400,0.029,15578
10370.054,2215,-0.382,0.000,9468
10405.802,2201,-0.400,-0.029,13361
10441.567,2186,-0.457,0.000,9486
10477.201,2171,-0.429,-0.029,12655
10513.703,2156,-0.400,0.029,15252
10549.212,2141,-0.429,0.000,7870
10585.049,2128,-0.353,0.030,14015
10620.809,2116,-0.314,0.000,13859
10656.288,2106,-0.229,0.029,24137
10692.214,2097,-0.229,0.000,39746
10728.049,2090,-0.147,0.000,49022
10763.799,2085,-0.200,0.000,72814
10799.275,2077,-0.229,0.000,97748
10835.208,2070,-0.171,-0.029,122057
10871.055,2065,-0.147,0.030,141902
10906.816,2061,-0.086,0.000,147212
10942.570,2059,-0.086,0.000,165369
10978.208,2056,-0.057,-0.029,165453
11014.051,2054,-0.059,-0.030,177236
11049.816,2052,-0.057,-0.029,190858
11085.578,2051,-0.057,0.000,186482
11121.204,2050,0.000,0.000,193202
11156.188,2050,0.000,0.000,185926
11192.052,2050,0.000,-0.029,184239
11227.802,2049,-0.057,0.000,194515
11263.284,2046,-0.114,0.000,222900
11299.212,2043,-0.057,0.000,224000
11335.060,2041,-0.029,0.000,231012
11370.815,2041,0.000,0.000,225318
11406.281,2041,0.000,0.000,227589
11442.204,2041,0.000,0.000,230474
11477.200,2041,0.000,0.000,223491
11512.186,2041,0.000,0.000,230083
11548.059,2041,0.000,0.000,221884
11583.794,2041,0.000,0.000,227368
11619.260,2041,0.000,0.000,225692
11653.934,2041,0.000,0.000,221177
11689.786,2041,0.000,0.000,228625
11725.251,2041,0.000,0.000,218508
11761.048,2041,0.000,0.000,220096
11796.780,2041,0.000,0.000,220850
11832.236,2041,0.000,0.000,224673
11868.052,2041,0.000,0.000,218354
11903.791,2041,0.000,0.000,224591
11939.260,2041,0.000,0.000,217506
11973.939,2041,0.000,0.000,221877
12009.788,2041,0.000,0.000,219058
12045.264,2042,0.057,-0.059,196709
12081.209,2044,0.029,0.029,196012
12117.058,2048,0.206,0.000,155647
12152.799,2058,0.314,0.000,103119
12188.275,2068,0.286,0.000,63061
12224.211,2080,0.371,0.029,27039
12260.052,2093,0.382,0.000,8520
12294.219,2109,0.500,0.000,10423
12330.059,2128,0.588,0.000,10682
12365.809,2148,0.543,0.000,12426
12401.287,2167,0.571,0.000,14048
12437.211,2188,0.600,0.000,6462
12471.678,2207,0.485,0.000,21413
12507.202,2224,0.486,0.000,23274
12543.051,2241,0.529,0.030,27257
12578.810,2260,0.514,0.000,30741
12614.288,2277,0.400,0.029,30307
12650.201,2292,0.429,0.029,14412
12685.205,2306,0.382,0.030,16740
12721.050,2318,0.294,0.000,19122
12756.794,2327,0.229,-0.029,26012
12792.280,2334,0.143,0.000,32905
12865.206,2343,0.083,0.000,27217
12901.049,2346,0.059,0.000,13641
12936.789,2346,-0.057,0.029,13999
12972.269,2343,-0.143,0.000,23400
13008.212,2335,-0.286,0.000,24595
13044.056,2324,-0.353,0.000,34418
13079.808,2309,-0.429,0.000,27337
13115.283,2294,-0.429,0.000,27308
13151.204,2278,-0.457,0.000,20817
13187.060,2261,-0.471,0.000,9627
13222.799,2244,-0.429,0.000,15543
13258.283,2229,-0.429,-0.029,14799
13294.200,2212,-0.486,0.029,29085
13330.202,2195,-0.457,0.029,35678
13366.052,2178,-0.500,0.000,14380
13401.799,2160,-0.457,0.000,13038
13437.279,2143,-0.486,0.029,10429
13473.202,2127,-0.400,-0.029,30776
13509.057,2113,-0.412,0.000,40974
13544.803,2098,-0.429,-0.029,59424
13580.288,2083,-0.371,0.029,107644
13616.201,2071,-0.286,0.000,144010
13652.212,2062,-0.229,0.029,171482
13688.052,2057,-0.059,0.000,178578
13723.799,2056,-0.057,0.000,183259
13759.281,2052,-0.086,0.000,194331
13795.205,2050,-0.086,0.000,206082
13831.055,2045,-0.176,-0.030,233186
13866.816,2041,-0.029,0.000,239765
13902.565,2041,0.000,0.000,248128
13938.211,2041,-0.029,0.000,248134
13974.059,2041,0.029,-0.030,255446
14009.821,2041,0.000,0.029,236067
14045.574,2041,0.000,0.029,243246
14081.200,2041,0.029,0.000,239970
14117.200,2041,0.000,0.000,236315
14152.169,2041,0.000,0.031,238063
14188.060,2041,0.000,0.029,228728
14223.809,2041,0.000,-0.059,233094
14259.281,2041,0.000,0.000,229882
14295.207,2040,0.000,-0.029,232810
14330.182,2040,0.000,0.000,249720
14366.059,2040,0.000,0.000,243885
14401.792,2040,-0.029,-0.029,249430
14437.279,2039,0.000,-0.029,244028
14473.211,2039,0.000,0.000,238840
14509.206,2039,0.000,-0.029,230800
14544.185,2039,0.000,-0.031,243997
14580.049,2040,0.000,0.000,242137
14615.785,2041,0.086,0.000,231931
14651.258,2045,0.114,0.000,207667
14687.057,2051,0.235,0.000,152512
14722.806,2060,0.286,0.000,102884
14758.281,2070,0.257,0.000,57316
14794.204,2081,0.314,0.000,42614
14830.055,2090,0.294,0.030,30879
14865.811,2103,0.400,-0.029,21989
14901.574,2119,0.514,0.029,33429
14937.207,2137,0.457,-0.029,14187
14973.048,2152,0.353,0.000,12075
15008.791,2165,0.371,0.000,9086
15043.171,2180,0.424,0.000,14539
15079.049,2195,0.371,0.000,7383
15113.217,2208,0.353,0.000,16705
15149.050,2220,0.324,0.030,17490
15184.803,2232,0.343,-0.029,28043
15220.289,2244,0.343,-0.029,27847
15256.212,2256,0.314,0.000,18188
15292.052,2268,0.324,0.000,19729
15327.802,2279,0.314,0.029,10535
15363.287,2290,0.257,0.000,24740
15399.207,2299,0.257,0.029,28592
15435.058,2308,0.206,-0.030,26384
15470.814,2314,0.171,0.000,35236
15506.288,2319,0.086,0.000,22016
15542.203,2321,0.000,-0.029,16805
15577.174,2320,-0.030,0.000,14651
15613.054,2321,0.000,0.000,15787
15648.793,2320,-0.029,0.000,7039
15684.267,2319,-0.114,-0.029,15017
15720.213,2312,-0.257,-0.029,7744
15756.052,2301,-0.412,-0.030,10313
15791.805,2286,-0.429,0.000,14383
15827.285,2269,-0.514,-0.029,10100
15863.210,2249,-0.600,0.029,25601
15899.057,2227,-0.647,0.030,25420
15934.812,2206,-0.543,-0.029,33231
15970.573,2187,-0.543,0.000,35288
16006.210,2167,-0.543,-0.029,18978
16042.050,2150,-0.500,0.030,23427
16077.814,2132,-0.486,0.000,15706
16113.568,2114,-0.457,-0.029,35987
16149.210,2098,-0.429,0.029,61609
16185.060,2084,-0.382,0.030,103100
16220.828,2073,-0.314,0.000,154253
16256.581,2063,-0.200,0.000,179711
16292.212,2055,-0.229,-0.029,208066
16328.059,2047,-0.206,-0.030,240235
16363.822,2043,-0.057,0.000,249492
16399.574,2042,-0.029,0.000,239178
16435.212,2042,0.000,0.000,247076
16471.052,2042,0.000,0.000,247536
16506.793,2042,0.000,0.000,254154
16542.258,2042,-0.029,-0.029,260404
16578.059,2042,-0.029,-0.030,243983
