% Data output, Exercise:peg_board_level_1, Input:hydra
% Date:06/15/2015, Time:16:12:13
% time, tool1_x, tool1_y, tool1_z, tool2_x, tool2_y, tool2_z, tool1_q0, tool1_q1, tool1_q2, tool1_q3, tool2_q0, tool2_q1, tool2_q2, tool2_q3, master1_x, master1_y, master1_z, master2_x, master2_y, master2_z, master1_q0, master1_q1, master1_q2, master1_q3, master2_q0, master2_q1, master2_q2, master2_q3, master1_open, master2_open, foot_pedal, is_touch, tool1_jaw_interaction, tool1_aux_interaction, tool1_normal_force, tool1_shear_force, tool2_jaw_interaction, tool2_aux_interaction, tool2_normal_force, tool2_shear_force, tool3_interact
26.016001,0.27281,-2.03679,7.09917,-2.92524,-0.84086,5.40001,-0.041292,0.038629,0.161249,0.985293,0.104798,-0.004274,-0.085303,0.990819,15.38707,-38.10876,20.50933,-18.09960,-29.13488,21.50348,0.064194,0.034666,0.055077,0.995813,0.210740,0.009230,-0.090566,0.973294,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.033001,0.28034,-2.08842,7.11457,-2.98443,-0.89330,5.41391,-0.042187,0.038120,0.161689,0.985202,0.106699,-0.002375,-0.085308,0.990622,15.42584,-38.25950,20.51856,-18.26217,-29.27484,21.51489,0.063488,0.033774,0.057904,0.995729,0.212780,0.010504,-0.088533,0.973024,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.049999,0.29091,-2.14699,7.12835,-3.03698,-0.94601,5.42772,-0.041457,0.037242,0.162287,0.985169,0.108809,0.000263,-0.085839,0.990350,15.44531,-38.45277,20.51919,-18.42325,-29.44203,21.52456,0.064347,0.032814,0.060568,0.995547,0.214905,0.012400,-0.085380,0.972817,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.066000,0.28881,-2.21750,7.14287,-3.09095,-0.99673,5.43855,-0.041282,0.036268,0.163316,0.985042,0.111250,0.002489,-0.086148,0.990048,15.41935,-38.67634,20.51610,-18.59077,-29.58630,21.52395,0.064516,0.031832,0.061392,0.995518,0.217484,0.014057,-0.082978,0.972429,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.083000,0.27424,-2.28350,7.15895,-3.14185,-1.04345,5.44539,-0.042740,0.034776,0.164769,0.984792,0.112889,0.004852,-0.086554,0.989819,15.36024,-38.86433,20.52487,-18.74278,-29.72047,21.51469,0.063222,0.030152,0.062058,0.995612,0.219175,0.015871,-0.080954,0.972192,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.100000,0.27442,-2.34184,7.18571,-3.20088,-1.09754,5.45891,-0.043380,0.034412,0.165423,0.984667,0.115654,0.006608,-0.086544,0.989490,15.37915,-39.05142,20.57882,-18.93655,-29.89977,21.53138,0.062775,0.029477,0.063497,0.995569,0.221941,0.017094,-0.078135,0.971774,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.115999,0.28455,-2.39589,7.20294,-3.26228,-1.14619,5.46092,-0.043551,0.034238,0.165724,0.984615,0.116950,0.007671,-0.086048,0.989373,15.40585,-39.21174,20.57694,-19.12062,-30.01990,21.49313,0.062656,0.029127,0.066348,0.995401,0.223363,0.017541,-0.075591,0.971642,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.132999,0.33668,-2.43904,7.21051,-3.29528,-1.18557,5.46944,-0.042556,0.035375,0.164426,0.984836,0.117571,0.010953,-0.087264,0.989162,15.60253,-39.33710,20.56642,-19.19006,-30.13645,21.51192,0.063756,0.029937,0.069990,0.995058,0.224188,0.019523,-0.071903,0.971694,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.150000,0.37255,-2.49062,7.21335,-3.32251,-1.21569,5.47555,-0.042290,0.034932,0.164160,0.984907,0.118306,0.013374,-0.088103,0.988971,15.66278,-39.50539,20.53482,-19.28268,-30.21607,21.50452,0.063951,0.029669,0.071141,0.994972,0.225178,0.021282,-0.069007,0.971638,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.166000,0.39707,-2.54277,7.21812,-3.35339,-1.24017,5.46879,-0.042135,0.034534,0.164158,0.984929,0.118109,0.016221,-0.089041,0.988868,15.72929,-39.65893,20.52030,-19.38356,-30.27784,21.45974,0.064227,0.029210,0.072199,0.994891,0.225144,0.023503,-0.066325,0.971781,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.184999,0.40407,-2.60284,7.21897,-3.39073,-1.24899,5.45240,-0.041105,0.033796,0.164802,0.984890,0.117632,0.019282,-0.089883,0.988793,15.72525,-39.84510,20.47705,-19.50525,-30.27209,21.40678,0.065219,0.028652,0.072119,0.994849,0.225072,0.025911,-0.063189,0.971946,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.200001,0.36225,-2.66195,7.23558,-3.43758,-1.23277,5.42731,-0.043121,0.031832,0.167056,0.984490,0.115383,0.025356,-0.091905,0.988735,15.54964,-40.02048,20.51181,-19.65564,-30.18370,21.34546,0.063358,0.026676,0.071334,0.995081,0.223426,0.031110,-0.058863,0.972444,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.216000,0.33292,-2.67555,7.27793,-3.47047,-1.19505,5.41238,-0.046858,0.030464,0.168369,0.984138,0.113080,0.031087,-0.093923,0.988648,15.50125,-40.03632,20.65703,-19.73080,-30.05709,21.34794,0.060151,0.024694,0.071330,0.995331,0.221748,0.035776,-0.055432,0.972870,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.233000,0.31080,-2.70307,7.30555,-3.50488,-1.15629,5.38993,-0.045306,0.030007,0.169427,0.984043,0.112805,0.035550,-0.095386,0.988389,15.43470,-40.17571,20.68480,-19.84525,-29.93979,21.29321,0.061462,0.024398,0.071777,0.995226,0.221920,0.039255,-0.051276,0.972924,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.250000,0.30001,-2.74480,7.31834,-3.53628,-1.11125,5.35622,-0.044956,0.029511,0.170276,0.983928,0.111563,0.040033,-0.096847,0.988217,15.41596,-40.30883,20.68611,-19.93086,-29.77943,21.22054,0.061686,0.023785,0.072264,0.995192,0.221166,0.042729,-0.047430,0.973145,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.266001,0.27333,-2.78763,7.32686,-3.56257,-1.05614,5.31630,-0.044307,0.028666,0.171664,0.983741,0.110013,0.044365,-0.098267,0.988065,15.30975,-40.43531,20.68406,-20.00565,-29.58929,21.14035,0.062406,0.023024,0.072715,0.995132,0.220156,0.046208,-0.043749,0.973387,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.283001,0.24166,-2.82809,7.32607,-3.57279,-1.00226,5.27021,-0.044229,0.028320,0.172934,0.983532,0.108388,0.049548,-0.100479,0.987776,15.21751,-40.54686,20.64882,-20.01939,-29.41454,21.03662,0.062435,0.022539,0.073782,0.995063,0.219067,0.050368,-0.040343,0.973574,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.299999,0.21253,-2.85798,7.34111,-3.57887,-0.93691,5.22371,-0.045586,0.027539,0.174188,0.983271,0.105682,0.055090,-0.102770,0.987540,15.13372,-40.63825,20.70122,-20.04006,-29.18210,20.95033,0.061311,0.021384,0.075612,0.995021,0.217160,0.055369,-0.037339,0.973849,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.316000,0.19195,-2.90236,7.34696,-3.58479,-0.86336,5.17075,-0.044527,0.026826,0.175409,0.983122,0.102898,0.063208,-0.106333,0.986970,15.07944,-40.79320,20.66734,-20.05986,-28.93432,20.83805,0.062297,0.020443,0.079862,0.994647,0.215557,0.062234,-0.031859,0.973985,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.333000,0.17560,-2.95959,7.32799,-3.59004,-0.80589,5.11602,-0.044902,0.025952,0.176608,0.982914,0.102442,0.068480,-0.108787,0.986398,15.02860,-40.94702,20.55434,-20.07463,-28.76369,20.71515,0.061792,0.019416,0.081429,0.994572,0.215728,0.066654,-0.028996,0.973744,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.350000,0.13631,-2.99897,7.33370,-3.59337,-0.74092,5.06744,-0.048114,0.024726,0.178274,0.982493,0.100792,0.074142,-0.111265,0.985882,14.88011,-41.04392,20.59306,-20.08212,-28.52596,20.62775,0.059058,0.017743,0.084180,0.994541,0.215072,0.071651,-0.025909,0.973621,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.365999,0.09871,-3.02880,7.34823,-3.59037,-0.67401,5.02665,-0.050431,0.024151,0.179613,0.982147,0.099307,0.079241,-0.113562,0.985374,14.78149,-41.13859,20.61371,-20.06563,-28.31725,20.55820,0.056865,0.016631,0.088220,0.994338,0.214386,0.075971,-0.022636,0.973527,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.382999,0.07102,-3.05319,7.36438,-3.59326,-0.60882,4.98491,-0.054379,0.023048,0.180782,0.981748,0.097725,0.083108,-0.115095,0.985036,14.70691,-41.21569,20.64876,-20.08291,-28.10136,20.47399,0.053026,0.014998,0.090630,0.994359,0.213483,0.079441,-0.020197,0.973502,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.400000,0.02813,-3.07710,7.38572,-3.60139,-0.54683,4.94356,-0.058177,0.022144,0.182256,0.981279,0.096049,0.086797,-0.116424,0.984727,14.55658,-41.30040,20.70079,-20.10849,-27.90087,20.39519,0.049404,0.013666,0.094189,0.994234,0.212467,0.082685,-0.017441,0.973507,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.416000,0.00942,-3.12685,7.36337,-3.60837,-0.48552,4.89046,-0.059660,0.021322,0.183368,0.981001,0.093567,0.090967,-0.117941,0.984408,14.53448,-41.45519,20.54588,-20.12493,-27.68261,20.26509,0.047571,0.012393,0.098724,0.993900,0.210819,0.086214,-0.014245,0.973612,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.433001,-0.01929,-3.17571,7.34611,-3.61958,-0.42817,4.85063,-0.062949,0.019311,0.185069,0.980517,0.092177,0.092863,-0.118345,0.984314,14.41981,-41.57246,20.49904,-20.16108,-27.50338,20.20888,0.044663,0.010120,0.099016,0.994032,0.209804,0.088203,-0.012907,0.973671,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.450001,-0.06759,-3.22600,7.33521,-3.63172,-0.38054,4.81165,-0.066056,0.017520,0.187194,0.979943,0.091272,0.094445,-0.118707,0.984204,14.25806,-41.71571,20.43646,-20.19448,-27.34612,20.11607,0.041650,0.008021,0.099762,0.994107,0.209137,0.089607,-0.011964,0.973699,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.466000,-0.11644,-3.27131,7.33338,-3.63901,-0.33358,4.77458,-0.069137,0.015464,0.189383,0.979344,0.090056,0.095356,-0.118770,0.984221,14.11688,-41.83699,20.41843,-20.20788,-27.18067,20.04379,0.038835,0.005553,0.099920,0.994222,0.208099,0.090589,-0.011551,0.973835,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.483999,-0.13897,-3.31353,7.32073,-3.63764,-0.29725,4.74215,-0.071537,0.015022,0.190354,0.978990,0.089050,0.096681,-0.119274,0.984122,14.07441,-41.94897,20.33876,-20.19604,-27.06997,19.97313,0.036375,0.004694,0.102606,0.994046,0.207268,0.091786,-0.010553,0.973912,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.500000,-0.12020,-3.34646,7.29863,-3.62263,-0.26206,4.70470,-0.073763,0.014647,0.190198,0.978861,0.086901,0.098101,-0.119940,0.984093,14.16155,-42.02260,20.25148,-20.13772,-26.93211,19.87757,0.034211,0.003934,0.105429,0.993830,0.205434,0.093152,-0.010091,0.974175,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.516001,-0.10857,-3.37772,7.27452,-3.60889,-0.23014,4.67089,-0.075973,0.013736,0.190380,0.978670,0.085897,0.098918,-0.120449,0.984037,14.16424,-42.10037,20.16169,-20.10589,-26.82503,19.80569,0.032078,0.002974,0.105619,0.993885,0.204617,0.094206,-0.009933,0.974248,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.533001,-0.12010,-3.39740,7.25790,-3.59677,-0.19581,4.63855,-0.080830,0.012389,0.191031,0.978172,0.084819,0.100279,-0.121173,0.983904,14.10447,-42.13285,20.11360,-20.06917,-26.69432,19.73189,0.027385,0.001321,0.105350,0.994057,0.203803,0.095709,-0.010240,0.974269,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.549999,-0.11935,-3.41622,7.25102,-3.59053,-0.16579,4.60755,-0.082130,0.011713,0.191345,0.978010,0.084909,0.101177,-0.121751,0.983733,14.12748,-42.19825,20.08957,-20.05933,-26.59491,19.66088,0.026249,0.000467,0.105192,0.994105,0.204092,0.096493,-0.009455,0.974139,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.566000,-0.11903,-3.45397,7.20868,-3.58830,-0.14453,4.57184,-0.083843,0.011231,0.191716,0.977798,0.085029,0.102609,-0.122588,0.983470,14.11170,-42.29090,19.89225,-20.05466,-26.51371,19.56166,0.024133,-0.000027,0.104433,0.994239,0.204428,0.097678,-0.008805,0.973956,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.584000,-0.06943,-3.45818,7.16147,-3.57403,-0.12318,4.54116,-0.087784,0.011935,0.190027,0.977774,0.084551,0.104852,-0.123935,0.983106,14.31258,-42.23266,19.77375,-19.99649,-26.42773,19.49473,0.020427,0.000236,0.106875,0.994063,0.204472,0.099514,-0.007457,0.973772,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.600000,-0.09455,-3.46833,7.12996,-3.56109,-0.07943,4.51624,-0.093818,0.007617,0.191798,0.976910,0.083282,0.107383,-0.125120,0.982791,14.12306,-42.26715,19.68821,-19.96292,-26.25227,19.45676,0.014643,-0.004195,0.104905,0.994366,0.203943,0.101984,-0.006442,0.973635,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.617001,-0.09257,-3.48301,7.09237,-3.55492,-0.04651,4.49668,-0.095039,0.007117,0.191937,0.976769,0.083487,0.109729,-0.126365,0.982355,14.20189,-42.28994,19.55860,-19.95098,-26.17611,19.42008,0.013513,-0.004978,0.105298,0.994336,0.204495,0.103974,-0.004896,0.973318,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.632999,-0.07384,-3.51122,7.02743,-3.55324,-0.02540,4.47469,-0.096236,0.006061,0.191951,0.976656,0.083850,0.112053,-0.127610,0.981901,14.24514,-42.34251,19.32150,-19.94787,-26.10090,19.36123,0.012103,-0.006025,0.104107,0.994474,0.205390,0.105750,-0.003319,0.972945,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.650000,-0.06977,-3.53031,6.97177,-3.55150,-0.00153,4.45454,-0.100163,0.004348,0.192302,0.976201,0.083614,0.114567,-0.128818,0.981473,14.23599,-42.34874,19.17581,-19.93917,-26.01081,19.32211,0.008476,-0.008017,0.102844,0.994629,0.205750,0.107887,-0.001851,0.972638,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.666000,-0.06346,-3.54531,6.91997,-3.54694,0.02571,4.44252,-0.102387,0.002860,0.192586,0.975920,0.082935,0.117490,-0.130140,0.981010,14.25966,-42.36401,19.01327,-19.92081,-25.92218,19.31163,0.006369,-0.009695,0.103738,0.994537,0.205796,0.110392,0.000163,0.972348,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.683001,-0.02464,-3.55383,6.86062,-3.54558,0.04423,4.43710,-0.104965,0.002278,0.191683,0.975825,0.083280,0.119810,-0.131300,0.980546,14.40697,-42.34651,18.82780,-19.92076,-25.87804,19.30798,0.003762,-0.010460,0.103598,0.994557,0.206696,0.112221,0.001988,0.971946,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.700001,0.01213,-3.57164,6.80057,-3.55635,0.05609,4.42614,-0.107428,0.001599,0.190960,0.975700,0.083969,0.121875,-0.132231,0.980107,14.49332,-42.37999,18.64132,-19.96452,-25.83345,19.27247,0.001296,-0.011159,0.103082,0.994609,0.207952,0.113671,0.003984,0.971503,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.716999,0.02886,-3.57819,6.75863,-3.56704,0.07091,4.41581,-0.113188,0.000173,0.190670,0.975107,0.084276,0.124729,-0.133465,0.979555,14.52027,-42.35572,18.53782,-19.98800,-25.77518,19.25666,-0.004226,-0.012929,0.102762,0.994613,0.209015,0.115885,0.006047,0.971003,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.733000,0.04703,-3.58420,6.71825,-3.57570,0.07868,4.41331,-0.115858,-0.000648,0.190336,0.974858,0.085371,0.126047,-0.134131,0.979200,14.58190,-42.35781,18.40741,-20.01137,-25.76326,19.25918,-0.006818,-0.013878,0.102599,0.994603,0.210417,0.116710,0.007382,0.970592,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.750000,0.07135,-3.59023,6.67826,-3.58440,0.07960,4.41534,-0.118642,-0.001939,0.189995,0.974588,0.086236,0.126728,-0.134453,0.978992,14.65605,-42.35018,18.28703,-20.03648,-25.76271,19.26552,-0.009536,-0.015324,0.102331,0.994587,0.211459,0.117035,0.008272,0.970319,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.766001,0.08983,-3.60611,6.63650,-3.59628,0.08365,4.41820,-0.119872,-0.003836,0.190188,0.974395,0.086689,0.126646,-0.134237,0.978993,14.70052,-42.38451,18.14833,-20.07374,-25.74150,19.27600,-0.010678,-0.017276,0.100881,0.994691,0.211958,0.116835,0.008646,0.970231,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.783001,0.09650,-3.63799,6.58529,-3.60365,0.09211,4.42104,-0.121034,-0.005058,0.190604,0.974164,0.087013,0.126683,-0.134123,0.978975,14.70542,-42.45582,17.96505,-20.08717,-25.71204,19.28893,-0.011899,-0.018564,0.100059,0.994737,0.212344,0.116673,0.009081,0.970162,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.799999,0.10812,-3.65160,6.54643,-3.60148,0.09858,4.42430,-0.124240,-0.005908,0.190472,0.973781,0.087366,0.127066,-0.134373,0.978859,14.74855,-42.44424,17.86564,-20.07132,-25.69844,19.30075,-0.014864,-0.019709,0.099676,0.994714,0.212740,0.116905,0.009116,0.970047,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.816000,0.14899,-3.63857,6.52479,-3.59355,0.10509,4.44091,-0.127266,-0.005859,0.189102,0.973658,0.087546,0.129071,-0.135413,0.978437,14.89990,-42.37982,17.82376,-20.04522,-25.69202,19.36837,-0.017807,-0.019782,0.101603,0.994469,0.213489,0.118650,0.010401,0.969658,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.833000,0.16229,-3.64775,6.49351,-3.59421,0.11172,4.44952,-0.128790,-0.007137,0.189141,0.973441,0.088439,0.129657,-0.135790,0.978227,14.89541,-42.41957,17.69990,-20.05841,-25.67130,19.37801,-0.019408,-0.021071,0.097284,0.994844,0.214478,0.118986,0.010127,0.969401,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.850000,0.16129,-3.66606,6.46753,-3.59804,0.11923,4.45406,-0.130083,-0.007656,0.189397,0.973216,0.089044,0.130768,-0.136319,0.977951,14.88796,-42.45736,17.62377,-20.06941,-25.65057,19.39764,-0.020598,-0.021709,0.097977,0.994739,0.215349,0.119818,0.010855,0.969098,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.865999,0.18144,-3.67573,6.43994,-3.60029,0.12543,4.45552,-0.131310,-0.007698,0.188901,0.973147,0.089772,0.130880,-0.136442,0.977852,14.97587,-42.45673,17.52913,-20.07293,-25.63339,19.40052,-0.021858,-0.021878,0.096800,0.994823,0.216075,0.119699,0.010920,0.968950,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.884001,0.19447,-3.67713,6.42494,-3.60171,0.13443,4.45301,-0.133710,-0.008573,0.188694,0.972853,0.089966,0.130533,-0.136251,0.977907,14.99522,-42.44904,17.50013,-20.07605,-25.59882,19.39682,-0.024072,-0.022927,0.094815,0.994940,0.216138,0.119452,0.010345,0.968973,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.900000,0.21102,-3.67928,6.41181,-3.60264,0.14875,4.45401,-0.134962,-0.009410,0.188477,0.972714,0.089697,0.130615,-0.136139,0.977937,15.05482,-42.45269,17.45153,-20.07765,-25.55409,19.41614,-0.025321,-0.023834,0.094569,0.994911,0.215897,0.119690,0.010279,0.968998,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.916000,0.22471,-3.68855,6.39143,-3.60509,0.15474,4.45462,-0.134768,-0.009732,0.188331,0.972766,0.090352,0.130769,-0.136270,0.977838,15.08739,-42.47246,17.37474,-20.08765,-25.55096,19.41696,-0.025140,-0.024093,0.093655,0.994996,0.216569,0.119621,0.010767,0.968851,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.933001,0.25242,-3.68893,6.37144,-3.60459,0.15646,4.45349,-0.137585,-0.010230,0.187598,0.972509,0.090313,0.132209,-0.136980,0.977548,15.18730,-42.45034,17.31848,-20.08165,-25.54382,19.41386,-0.028038,-0.024756,0.094432,0.994828,0.216871,0.120808,0.011426,0.968629,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.950001,0.27593,-3.69371,6.36998,-3.60470,0.16120,4.45940,-0.138233,-0.011252,0.187345,0.972454,0.090647,0.132653,-0.137202,0.977426,15.24672,-42.48300,17.32820,-20.08374,-25.53085,19.44405,-0.028426,-0.025804,0.092948,0.994931,0.217410,0.121156,0.011891,0.968459,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.966000,0.27415,-3.71954,6.34521,-3.60871,0.15777,4.46577,-0.136590,-0.011509,0.187821,0.972592,0.091562,0.132804,-0.137370,0.977297,15.21159,-42.54997,17.19661,-20.10060,-25.55666,19.45488,-0.026967,-0.025889,0.091160,0.995134,0.218372,0.120937,0.012805,0.968258,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
26.983000,0.25155,-3.74940,6.31825,-3.61247,0.15540,4.46898,-0.136323,-0.012400,0.188952,0.972399,0.091738,0.132534,-0.137196,0.977341,15.13046,-42.61473,17.11255,-20.10866,-25.55487,19.46061,-0.026547,-0.026946,0.090031,0.995220,0.218562,0.120514,0.013145,0.968264,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.000000,0.27303,-3.73526,6.30575,-3.61357,0.15444,4.48287,-0.141056,-0.011859,0.187755,0.971962,0.092413,0.131775,-0.136857,0.977428,15.25346,-42.51653,17.10451,-20.10881,-25.57103,19.51467,-0.031279,-0.026804,0.091477,0.994955,0.219073,0.119860,0.012932,0.968232,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.016001,0.30946,-3.73536,6.28705,-3.62082,0.14478,4.48792,-0.138188,-0.010582,0.186648,0.972602,0.093983,0.130591,-0.136475,0.977491,15.35747,-42.55011,17.02961,-20.14050,-25.60734,19.50382,-0.028537,-0.025050,0.092512,0.994987,0.220396,0.118270,0.013334,0.968122,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.033001,0.36078,-3.74647,6.25388,-3.62372,0.13683,4.49078,-0.138789,-0.010428,0.185374,0.972762,0.094027,0.130903,-0.136606,0.977426,15.52267,-42.56015,16.90919,-20.13978,-25.62408,19.51287,-0.029486,-0.024796,0.093561,0.994868,0.220538,0.118457,0.013758,0.968061,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.049999,0.39257,-3.72996,6.25538,-3.61634,0.14211,4.51258,-0.141888,-0.012215,0.184787,0.972405,0.092954,0.131729,-0.136779,0.977394,15.58531,-42.48847,16.97475,-20.10665,-25.61279,19.60351,-0.032068,-0.026684,0.094444,0.994656,0.219685,0.119648,0.013400,0.968113,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.066000,0.40892,-3.71489,6.25895,-3.61425,0.13648,4.52638,-0.141865,-0.011521,0.184022,0.972562,0.094335,0.131299,-0.136842,0.977310,15.62898,-42.46265,16.97232,-20.11369,-25.65513,19.61576,-0.032184,-0.025809,0.094193,0.994699,0.220971,0.118756,0.013813,0.967924,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.083000,0.41649,-3.71415,6.25121,-3.61735,0.13269,4.53524,-0.141598,-0.012201,0.184060,0.972586,0.094795,0.130249,-0.136319,0.977480,15.64643,-42.46718,16.93720,-20.12375,-25.65865,19.64164,-0.031961,-0.026508,0.092119,0.994882,0.221167,0.117880,0.013085,0.967997,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.100000,0.38925,-3.72798,6.22701,-3.61892,0.13262,4.54496,-0.141795,-0.012851,0.185037,0.972363,0.095241,0.129093,-0.135752,0.977669,15.52660,-42.49504,16.83970,-20.12535,-25.66475,19.67125,-0.032223,-0.027193,0.091412,0.994920,0.221272,0.116912,0.012215,0.968102,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.117001,0.40188,-3.72771,6.22150,-3.62275,0.12792,4.55631,-0.141989,-0.012432,0.184574,0.972428,0.095683,0.128596,-0.135476,0.977729,15.63209,-42.48262,16.85726,-20.14138,-25.69334,19.70225,-0.032259,-0.026935,0.092209,0.994852,0.221575,0.116424,0.012369,0.968089,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.132999,0.43198,-3.72251,6.21882,-3.62712,0.12095,4.56564,-0.141572,-0.012560,0.183853,0.972624,0.095934,0.129144,-0.135698,0.977601,15.71753,-42.46608,16.84091,-20.15348,-25.71776,19.72195,-0.031936,-0.026870,0.093316,0.994761,0.222007,0.116706,0.013045,0.967948,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.150000,0.45331,-3.72803,6.21902,-3.63377,0.11686,4.57216,-0.140841,-0.013014,0.183581,0.972776,0.096556,0.129028,-0.135619,0.977566,15.77204,-42.49970,16.84001,-20.17528,-25.72771,19.73714,-0.031153,-0.027277,0.090975,0.994992,0.222618,0.116510,0.012859,0.967833,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.166000,0.42456,-3.74820,6.21393,-3.64293,0.12142,4.57659,-0.140741,-0.013647,0.184690,0.972572,0.096738,0.129115,-0.135474,0.977557,15.62808,-42.55666,16.80049,-20.20319,-25.70583,19.75415,-0.031033,-0.027919,0.089803,0.995084,0.222842,0.116585,0.012830,0.967773,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.183001,0.40381,-3.75222,6.21819,-3.64917,0.12552,4.58621,-0.140574,-0.013252,0.185128,0.972518,0.097100,0.129010,-0.135299,0.977559,15.60282,-42.54883,16.82970,-20.21666,-25.70878,19.79182,-0.030690,-0.027715,0.089697,0.995110,0.223168,0.116364,0.013314,0.967718,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.200001,0.39946,-3.76249,6.20344,-3.65086,0.12023,4.58903,-0.138799,-0.013267,0.185461,0.972709,0.097426,0.128201,-0.134945,0.977682,15.59958,-42.57998,16.74821,-20.21819,-25.73417,19.78327,-0.029128,-0.027634,0.088891,0.995232,0.223239,0.115385,0.013319,0.967819,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
27.216000,0.40185,-3.75712,6.20843,-3.65269,0.11685,4.59663,-0.140284,-0.013151,0.185206,0.972546,0.097310,0.127263,-0.134384,0.977894,15.61123,-42.55045,16.80451,-20.22538,-25.74386,19.81582,-0.030449,-0.027650,0.090583,0.995039,0.222969,0.114736,0.013074,0.967962,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0
