% Data output, exercise = pick_and_place
% time, tool1_x, tool1_y, tool1_z, tool2_x, tool2_y, tool2_z, tool1_q0, tool1_q1, tool1_q2, tool1_q3, tool2_q0, tool2_q1, tool2_q2, tool2_q3, master1_x, master1_y, master1_z, master2_x, master2_y, master2_z, master1_q0, master1_q1, master1_q2, master1_q3, master2_q0, master2_q1, master2_q2, master2_q3, master1_open, master2_open, is_touch, tool1_jaw_interaction, tool1_aux_interaction, tool1_normal_force, tool1_shear_force, tool2_jaw_interaction, tool2_aux_interaction, tool2_normal_force, tool2_shear_force 
21.158000946045,1.9069999456406,-9.1890001296997,3.8610000610352,-1.9359996318817,-9.1890001296997,3.8459992408752,-0.37400606274605,-1.0094225899593e-008,0.17100398242474,0.91152465343475,-0.3744874894619,3.9749256330879e-008,-0.17002008855343,0.9115110039711,10.291963577271,0.21699227392673,-7.087682723999,-7.2820916175842,-0.30594110488892,-5.6465835571289,-0.14926300942898,0.35256132483482,0.56996631622314,0.72702103853226,-0.061402823776007,-0.29317983984947,-0.5678004026413,0.76673203706741,0.6,0.6,0,0,0,0,0,0,0,0,0
21.180999755859,1.906999707222,-9.1890001296997,3.8609993457794,-1.935999751091,-9.1890001296997,3.8459990024567,-0.37400621175766,-4.0447915239383e-008,0.17100401222706,0.91152459383011,-0.37448754906654,1.2910021496282e-007,-0.17002011835575,0.91151094436646,10.299277305603,0.21756060421467,-7.088906288147,-7.2838530540466,-0.31470793485641,-5.6467638015747,-0.15014091134071,0.35368093848228,0.56973564624786,0.72647696733475,-0.060878437012434,-0.29271161556244,-0.56711167097092,0.76746213436127,0.6,0.6,0,0,0,0,0,0,0,0,0
21.22200012207,1.906999707222,-9.1890001296997,3.8609993457794,-1.9359993934631,-9.1890001296997,3.8459997177124,-0.37400621175766,-4.3052430953594e-008,0.17100401222706,0.91152459383011,-0.3744874894619,6.17820958837e-008,-0.17002008855343,0.9115110039711,10.307116508484,0.2189883440733,-7.0898399353027,-7.2855787277222,-0.31288301944733,-5.6569719314575,-0.1512713432312,0.35512202978134,0.56943655014038,0.72577369213104,-0.059264380484819,-0.29195168614388,-0.56747978925705,0.76760584115982,0.6,0.6,0,0,0,0,0,0,0,0,0
21.242000579834,1.906999707222,-9.1890001296997,3.8609993457794,-1.9359993934631,-9.1890001296997,3.8459994792938,-0.37400621175766,-4.4249301112131e-008,0.17100401222706,0.91152459383011,-0.37448763847351,6.5074104327323e-008,-0.17002011835575,0.91151094436646,10.321016311646,0.22137272357941,-7.0825262069702,-7.2836799621582,-0.32055741548538,-5.6631255149841,-0.15329261124134,0.35629841685295,0.56892782449722,0.72517174482346,-0.057612590491772,-0.29094541072845,-0.56704312562943,0.76843583583832,0.6,0.6,0,0,0,0,0,0,0,0,0
21.260999679565,1.906999707222,-9.1890001296997,3.8609993457794,-1.9359991550446,-9.1890001296997,3.8459994792938,-0.37400621175766,-4.1273843010003e-008,0.17100401222706,0.91152459383011,-0.37448763847351,2.776158325446e-008,-0.17002010345459,0.91151094436646,10.332538604736,0.22328855097294,-7.0781245231628,-7.2781219482422,-0.33450099825859,-5.6663112640381,-0.15470692515373,0.35712054371834,0.56856960058212,0.72474771738052,-0.056449219584465,-0.29046157002449,-0.56599068641663,0.76948040723801,0.6,0.6,0,0,0,0,0,0,0,0,0
21.280000686646,1.906999707222,-9.1890001296997,3.8609993457794,-1.9359991550446,-9.1890001296997,3.8459994792938,-0.37400621175766,-4.2284128198844e-008,0.17100401222706,0.91152459383011,-0.37448769807816,5.7885621629339e-008,-0.17002011835575,0.91151094436646,10.344466209412,0.22537402808666,-7.0663347244263,-7.2735843658447,-0.34462177753448,-5.668653011322,-0.15641093254089,0.35720613598824,0.5681568980217,0.7246635556221,-0.05461348220706,-0.28872379660606,-0.56535130739212,0.77073585987091,0.6,0.6,0,0,0,0,0,0,0,0,0
21.298000335693,1.906999707222,-9.1890001296997,3.860999584198,-1.9359991550446,-9.1890001296997,3.8459994792938,-0.37400621175766,-2.4214713789661e-008,0.17100396752357,0.91152453422546,-0.37448769807816,5.1700844494462e-008,-0.17002010345459,0.9115110039711,10.353982925415,0.22719679772854,-7.0579690933228,-7.2667045593262,-0.36025816202164,-5.6691522598267,-0.15811762213707,0.35792231559753,0.567722260952,0.72428023815155,-0.053325612097979,-0.28772374987602,-0.56415420770645,0.77207607030869,0.6,0.6,0,0,0,0,0,0,0,0,0
21.318000793457,1.9069994688034,-9.1890001296997,3.8609988689423,-1.9359992742538,-9.1890001296997,3.8459994792938,-0.37400639057159,-6.031271482243e-008,0.17100402712822,0.91152453422546,-0.3744877576828,3.4765701428796e-008,-0.17002008855343,0.91151088476181,10.363355636597,0.22840429842472,-7.053071975708,-7.2587089538574,-0.3797347843647,-5.6683444976807,-0.15931196510792,0.35842287540436,0.56741672754288,0.72401034832001,-0.052421245723963,-0.28723999857903,-0.5625666975975,0.77347522974014,0.6,0.6,0,0,0,0,0,0,0,0,0
21.336999893188,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359991550446,-9.1890001296997,3.8459994792938,-0.37400639057159,-6.9839416028117e-008,0.1710039973259,0.91152441501617,-0.37448763847351,4.4606601079522e-008,-0.17002008855343,0.9115110039711,10.371632575989,0.22913338243961,-7.0504741668701,-7.2498836517334,-0.40187901258469,-5.6666040420532,-0.16014784574509,0.35877287387848,0.56720227003098,0.72382062673569,-0.051785252988338,-0.28711724281311,-0.56070482730865,0.7749143242836,0.6,0.6,0,0,0,0,0,0,0,0,0
21.356000900269,1.9069994688034,-9.1889991760254,3.8609983921051,-1.9359995126724,-9.1890001296997,3.8459994792938,-0.37400636076927,-6.3990498233579e-008,0.1710039973259,0.91152453422546,-0.37448763847351,5.9195258472755e-008,-0.17002008855343,0.91151088476181,10.378598213196,0.22952738404274,-7.0494875907898,-7.2420463562012,-0.41770115494728,-5.6746273040771,-0.16073286533356,0.35901769995689,0.56705188751221,0.72368746995926,-0.050085186958313,-0.28680601716042,-0.55948650836945,0.77602106332779,0.6,0.6,0,0,0,0,0,0,0,0,0
