%Data output, exercise = peg_board_level_1
%time, tool1_x, tool1_y, tool1_z, tool2_x, tool2_y, tool2_z 
23.858999252319,0.7519998550415,-1.4910001754761,6.75,-0.95899963378906,-0.61199903488159,5.0110001564026
23.909000396729,0.7519998550415,-1.4910001754761,6.75,-0.95899957418442,-0.61199903488159,5.0110001564026
23.926000595093,0.75199973583221,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026
23.941999435425,0.75199967622757,-1.4910000562668,6.75,-0.95899969339371,-0.61199903488159,5.0109996795654
23.958999633789,0.75199961662292,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110006332397
23.975999832153,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026
24.017000198364,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026
24.049999237061,0.75199949741364,-1.4910001754761,6.7500004768372,-0.958999812603,-0.61199915409088,5.0110006332397
24.076000213623,0.75199949741364,-1.4910001754761,6.75,-0.958999812603,-0.61199915409088,5.0110001564026
24.091999053955,0.75199949741364,-1.4910001754761,6.7500004768372,-0.958999812603,-0.61199915409088,5.0109996795654
24.108999252319,0.75199937820435,-1.4910001754761,6.75,-0.958999812603,-0.61199903488159,5.0109996795654
24.125999450684,0.75199937820435,-1.4910001754761,6.7499995231628,-0.95899969339371,-0.61199903488159,5.0110001564026
24.142000198364,0.75199937820435,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026
24.159000396729,0.75199937820435,-1.4910001754761,6.7499995231628,-0.95899969339371,-0.61199903488159,5.0110006332397
24.176000595093,0.75199937820435,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026
24.191999435425,0.75199937820435,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0109996795654
24.208999633789,0.75199937820435,-1.4910001754761,6.7499995231628,-0.95899969339371,-0.61199903488159,5.0109996795654
24.242000579834,0.75199937820435,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0109996795654
24.259000778198,0.75199949741364,-1.4910001754761,6.7499995231628,-0.95899969339371,-0.61199903488159,5.0109996795654
24.278999328613,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026
24.291999816895,0.75199961662292,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0109996795654
24.309000015259,0.75199949741364,-1.4910001754761,6.7499995231628,-0.95899969339371,-0.61199915409088,5.0110001564026
24.326000213623,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026
24.358999252319,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026
24.378999710083,0.75199949741364,-1.4910001754761,6.75,-0.95899963378906,-0.61199903488159,5.0110006332397
24.392000198364,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0109996795654
24.409000396729,0.75199961662292,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026
24.426000595093,0.75199943780899,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026
