% Data output, Exercise:myomectomy_closure_level_2, Input:mantis
% Date:06/16/2015, Time:19:41:34
% time, tool1_x, tool1_y, tool1_z, tool2_x, tool2_y, tool2_z, tool1_q0, tool1_q1, tool1_q2, tool1_q3, tool2_q0, tool2_q1, tool2_q2, tool2_q3, master1_x, master1_y, master1_z, master2_x, master2_y, master2_z, master1_q0, master1_q1, master1_q2, master1_q3, master2_q0, master2_q1, master2_q2, master2_q3, master1_open, master2_open, foot_pedal, is_touch, tool1_jaw_interaction, tool1_aux_interaction, tool1_normal_force, tool1_shear_force, tool2_jaw_interaction, tool2_aux_interaction, tool2_normal_force, tool2_shear_force, tool3_interact, tool3_normal_force, tool3_shear_force
33.324001,1.98780,9.47292,4.11099,-2.63803,13.87988,2.46372,-0.163263,0.108619,0.135427,0.971188,0.112684,0.177139,-0.421537,0.882174,12.96322,-12.31073,0.31347,-9.33482,0.78736,-6.95250,-0.148407,0.209122,0.600129,0.757686,0.038939,0.174568,-0.440811,0.879600,0.6000,0.6000,0,1,17,18,105.2145,105.2145,0,0,0.0000,0.0000,0,0.0000,0.0000
33.375000,1.99174,9.52157,4.08754,-2.63700,13.87973,2.46353,-0.164081,0.108454,0.134935,0.971137,0.112644,0.177046,-0.421499,0.882216,13.00067,-12.19262,0.20503,-9.33250,0.78705,-6.95301,-0.148688,0.210189,0.600323,0.757182,0.038895,0.174482,-0.440815,0.879617,0.6000,0.6000,0,1,17,0,77.6848,77.6848,0,0,0.0000,0.0000,0,0.0000,0.0000
33.421001,2.00168,9.53802,4.07643,-2.63632,13.87985,2.46498,-0.169793,0.110443,0.134440,0.969999,0.112044,0.177323,-0.421368,0.882299,13.05505,-12.17669,0.18077,-9.33142,0.78856,-6.94456,-0.152110,0.214723,0.600352,0.755205,0.038110,0.174776,-0.441118,0.879441,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
33.473000,2.01372,9.53255,4.07529,-2.63592,13.88005,2.46695,-0.173552,0.112245,0.134218,0.969158,0.111461,0.177670,-0.421267,0.882352,13.09863,-12.19321,0.19486,-9.33067,0.78961,-6.93863,-0.154460,0.217569,0.601067,0.753342,0.037560,0.174982,-0.441329,0.879317,0.6000,0.6000,0,1,17,0,14.6290,14.6290,0,0,0.0000,0.0000,0,0.0000,0.0000
33.521000,2.02195,9.53981,4.07043,-2.63566,13.88008,2.46857,-0.169943,0.108260,0.134744,0.970177,0.111088,0.177878,-0.421194,0.882391,13.11083,-12.13092,0.15114,-9.33007,0.78996,-6.93461,-0.151235,0.213741,0.602104,0.754263,0.037175,0.175126,-0.441477,0.879231,0.6000,0.6000,0,1,17,18,19.7239,19.7239,0,0,0.0000,0.0000,0,0.0000,0.0000
33.567001,2.02122,9.55241,4.06519,-2.63547,13.88006,2.46986,-0.166276,0.106412,0.135170,0.970957,0.110860,0.178004,-0.421147,0.882417,13.10341,-12.09466,0.11597,-9.32908,0.79021,-6.93179,-0.149619,0.210129,0.599322,0.757808,0.036906,0.175227,-0.441581,0.879170,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
33.618000,2.02346,9.56158,4.06167,-2.63533,13.88005,2.47087,-0.168722,0.109046,0.134402,0.970349,0.110722,0.178077,-0.421116,0.882434,13.12006,-12.06322,0.09305,-9.32839,0.79038,-6.92982,-0.151669,0.213315,0.599925,0.756032,0.036717,0.175297,-0.441653,0.879128,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
33.665001,2.04121,9.55603,4.06655,-2.63523,13.88000,2.47161,-0.173541,0.110793,0.134122,0.969340,0.110641,0.178121,-0.421098,0.882444,13.20293,-12.07346,0.13197,-9.32783,0.79011,-6.92856,-0.154898,0.217219,0.604724,0.750421,0.036585,0.175347,-0.441704,0.879098,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
33.709999,2.07887,9.54640,4.07736,-2.63518,13.87986,2.47208,-0.176445,0.109064,0.134197,0.969001,0.110282,0.177445,-0.420688,0.882821,13.34630,-12.05982,0.17120,-9.32728,0.78915,-6.92792,-0.156518,0.218620,0.609600,0.745718,0.036093,0.174585,-0.441772,0.879235,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
33.761002,2.12366,9.55208,4.08524,-2.63591,13.88092,2.47218,-0.175272,0.105043,0.134201,0.969658,0.110389,0.176843,-0.420466,0.883034,13.49628,-11.98982,0.15057,-9.33157,0.79504,-6.92938,-0.154463,0.216861,0.611038,0.745483,0.036167,0.174158,-0.442515,0.878943,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
33.807999,2.15632,9.56385,4.08490,-2.63665,13.88228,2.47206,-0.171479,0.105227,0.133492,0.970413,0.110610,0.176428,-0.420364,0.883138,13.59128,-11.95063,0.10908,-9.33273,0.79839,-6.93063,-0.151420,0.214179,0.606975,0.750187,0.036220,0.173860,-0.443034,0.878739,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
33.854000,2.17850,9.57689,4.08033,-2.63689,13.88312,2.47177,-0.171493,0.105447,0.132741,0.970490,0.110735,0.176169,-0.420297,0.883206,13.66118,-11.90692,0.06781,-9.33227,0.79995,-6.93176,-0.150641,0.214965,0.605102,0.751631,0.036256,0.173651,-0.443398,0.878595,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
33.904999,2.20102,9.58933,4.07760,-2.63681,13.88366,2.47146,-0.176660,0.104882,0.132581,0.969646,0.110800,0.176001,-0.420252,0.883253,13.74916,-11.85595,0.04706,-9.33130,0.80067,-6.93266,-0.154413,0.218118,0.606224,0.749048,0.036282,0.173504,-0.443653,0.878494,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
33.951000,2.22367,9.60256,4.07773,-2.63658,13.88396,2.47114,-0.175755,0.101409,0.132941,0.970131,0.110838,0.175891,-0.420223,0.883284,13.83865,-11.79759,0.01734,-9.33055,0.80078,-6.93342,-0.153282,0.216225,0.606579,0.749542,0.036300,0.173402,-0.443831,0.878424,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
33.995998,2.23734,9.61326,4.07664,-2.63632,13.88410,2.47086,-0.177134,0.103255,0.132437,0.969754,0.110860,0.175816,-0.420205,0.883304,13.88949,-11.76262,-0.01031,-9.33002,0.80085,-6.93394,-0.154533,0.217307,0.602891,0.751944,0.036312,0.173330,-0.443955,0.878375,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
34.044998,2.24612,9.62133,4.07579,-2.63609,13.88414,2.47061,-0.178938,0.104017,0.131978,0.969404,0.110874,0.175766,-0.420194,0.883318,13.92799,-11.73807,-0.02507,-9.32965,0.80091,-6.93431,-0.156439,0.219113,0.600726,0.752758,0.036321,0.173280,-0.444043,0.878340,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
34.090000,2.26130,9.61705,4.08125,-2.63591,13.88412,2.47042,-0.187093,0.107239,0.131286,0.967605,0.110882,0.175732,-0.420187,0.883327,14.00240,-11.75079,0.00366,-9.32939,0.80094,-6.93457,-0.162887,0.226410,0.601984,0.748212,0.036327,0.173245,-0.444104,0.878316,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
34.139999,2.29182,9.59102,4.10159,-2.63570,13.88402,2.47025,-0.198884,0.110433,0.131151,0.964909,0.110883,0.175713,-0.420185,0.883331,14.13671,-11.81623,0.11531,-9.32857,0.80058,-6.93487,-0.172317,0.235420,0.605630,0.740335,0.036332,0.173220,-0.444146,0.878299,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
34.188000,2.34220,9.56370,4.13815,-2.63548,13.88385,2.47009,-0.213094,0.115548,0.130317,0.961383,0.110884,0.175700,-0.420186,0.883333,14.32945,-11.83546,0.27138,-9.32792,0.79994,-6.93520,-0.183937,0.247243,0.607293,0.732279,0.036335,0.173203,-0.444176,0.878287,0.6000,0.6000,0,1,17,0,58.5318,58.5318,0,0,0.0000,0.0000,0,0.0000,0.0000
34.233002,2.39874,9.56594,4.17429,-2.63530,13.88366,2.46996,-0.218404,0.115350,0.129702,0.960298,0.110887,0.175690,-0.420188,0.883334,14.51431,-11.74677,0.35229,-9.32747,0.79950,-6.93544,-0.187452,0.252170,0.608334,0.728836,0.036337,0.173191,-0.444197,0.878279,0.6000,0.6000,0,1,17,0,22.7795,22.7795,0,0,0.0000,0.0000,0,0.0000,0.0000
34.284000,2.44770,9.59764,4.19012,-2.63508,13.88342,2.46983,-0.219957,0.117344,0.128422,0.959874,0.110885,0.175686,-0.420192,0.883333,14.65323,-11.60354,0.33706,-9.32651,0.79880,-6.93572,-0.187024,0.254589,0.607799,0.728552,0.036338,0.173182,-0.444212,0.878273,0.6000,0.6000,0,1,17,0,55.7175,55.7175,0,0,0.0000,0.0000,0,0.0000,0.0000
34.328999,2.48667,9.62730,4.19702,-2.63472,13.88306,2.46968,-0.224080,0.121268,0.126643,0.958668,0.110878,0.175689,-0.420201,0.883329,14.76906,-11.51965,0.32768,-9.32456,0.79753,-6.93616,-0.189354,0.260434,0.607285,0.726308,0.036339,0.173176,-0.444222,0.878269,0.6000,0.6000,0,1,17,0,62.4967,62.4967,0,0,0.0000,0.0000,0,0.0000,0.0000
34.375999,2.51697,9.64550,4.20306,-2.63430,13.88270,2.46955,-0.226514,0.121058,0.126262,0.958172,0.110875,0.175688,-0.420209,0.883326,14.86057,-11.45942,0.34030,-9.32319,0.79665,-6.93646,-0.191116,0.262601,0.608300,0.724214,0.036340,0.173172,-0.444229,0.878266,0.6000,0.6000,0,1,17,18,49.8155,49.8155,0,0,0.0000,0.0000,0,0.0000,0.0000
34.424999,2.53640,9.65760,4.20282,-2.63384,13.88231,2.46941,-0.222970,0.120216,0.125676,0.959186,0.110874,0.175688,-0.420220,0.883321,14.91187,-11.42103,0.33161,-9.32160,0.79564,-6.93680,-0.188499,0.260916,0.607414,0.726251,0.036340,0.173169,-0.444234,0.878264,0.6000,0.6000,0,1,17,0,75.2990,75.2990,0,0,0.0000,0.0000,0,0.0000,0.0000
34.470001,2.53784,9.66933,4.19798,-2.63312,13.88179,2.46925,-0.215080,0.120260,0.124864,0.961086,0.110861,0.175698,-0.420235,0.883314,14.90134,-11.39589,0.30999,-9.31808,0.79416,-6.93727,-0.184599,0.255792,0.601335,0.734092,0.036341,0.173167,-0.444238,0.878263,0.6000,0.6000,0,1,17,18,136.3438,136.3438,0,0,0.0000,0.0000,0,0.0000,0.0000
34.515999,2.52320,9.69144,4.17879,-2.63180,13.88098,2.46898,-0.205222,0.122817,0.123575,0.963083,0.110835,0.175723,-0.420261,0.883299,14.83373,-11.33488,0.23077,-9.31124,0.79142,-6.93836,-0.178640,0.250625,0.595133,0.742355,0.036341,0.173166,-0.444240,0.878262,0.6000,0.6000,0,1,17,0,98.6517,98.6517,0,0,0.0000,0.0000,0,0.0000,0.0000
34.564999,2.49798,9.72431,4.14223,-2.62973,13.87978,2.46857,-0.196917,0.124249,0.122233,0.964803,0.110801,0.175753,-0.420301,0.883279,14.73266,-11.25140,0.11952,-9.30205,0.78719,-6.93985,-0.173287,0.247468,0.589585,0.749080,0.036341,0.173165,-0.444242,0.878261,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
34.611000,2.46818,9.75269,4.10875,-2.62723,13.87833,2.46807,-0.192009,0.126197,0.121225,0.965666,0.110781,0.175769,-0.420349,0.883255,14.63149,-11.19791,0.03191,-9.29362,0.78267,-6.94137,-0.170568,0.246622,0.585358,0.753286,0.036341,0.173164,-0.444243,0.878260,0.6000,0.6000,0,1,17,0,109.3193,109.3193,0,0,0.0000,0.0000,0,0.0000,0.0000
34.657001,2.44662,9.77024,4.08355,-2.62481,13.87694,2.46758,-0.189856,0.127808,0.120388,0.965985,0.110784,0.175761,-0.420395,0.883235,14.57164,-11.15723,-0.02907,-9.28771,0.77951,-6.94243,-0.169445,0.247654,0.584228,0.754078,0.036341,0.173164,-0.444244,0.878260,0.6000,0.6000,0,1,17,0,130.5780,130.5780,0,0,0.0000,0.0000,0,0.0000,0.0000
34.710999,2.43932,9.77675,4.06791,-2.62272,13.87565,2.46711,-0.189830,0.129556,0.119910,0.965816,0.110803,0.175742,-0.420437,0.883216,14.55843,-11.13714,-0.06576,-9.28350,0.77692,-6.94330,-0.169677,0.249093,0.584571,0.753286,0.036341,0.173163,-0.444245,0.878260,0.6000,0.6000,0,1,17,0,90.8837,90.8837,0,0,0.0000,0.0000,0,0.0000,0.0000
34.756001,2.45838,9.76522,4.06341,-2.62106,13.87454,2.46671,-0.194135,0.127248,0.120308,0.965218,0.110823,0.175721,-0.420472,0.883201,14.64617,-11.16125,-0.05377,-9.28056,0.77510,-6.94390,-0.172285,0.252044,0.589758,0.747648,0.036342,0.173163,-0.444245,0.878260,0.6000,0.6000,0,1,17,0,34.4098,34.4098,0,0,0.0000,0.0000,0,0.0000,0.0000
34.801998,2.50415,9.74756,4.07230,-2.61981,13.87361,2.46637,-0.197457,0.124260,0.121094,0.964835,0.110840,0.175705,-0.420500,0.883189,14.82157,-11.16575,-0.00737,-9.27842,0.77344,-6.94445,-0.174768,0.252536,0.595334,0.742469,0.036342,0.173163,-0.444245,0.878260,0.6000,0.6000,0,1,17,0,72.2550,72.2550,0,0,0.0000,0.0000,0,0.0000,0.0000
34.847000,2.56489,9.73578,4.07906,-2.61893,13.87283,2.46609,-0.198755,0.125899,0.120221,0.964465,0.110852,0.175693,-0.420521,0.883179,15.02634,-11.15533,-0.01209,-9.27684,0.77189,-6.94495,-0.174754,0.253437,0.596858,0.740940,0.036342,0.173163,-0.444246,0.878260,0.6000,0.6000,0,1,17,18,79.2639,79.2639,0,0,0.0000,0.0000,0,0.0000,0.0000
34.897999,2.62630,9.73046,4.07393,-2.61829,13.87221,2.46587,-0.196802,0.125107,0.119190,0.965096,0.110855,0.175688,-0.420537,0.883172,15.20882,-11.14519,-0.06548,-9.27518,0.77081,-6.94530,-0.172585,0.251719,0.597839,0.741242,0.036342,0.173163,-0.444246,0.878260,0.6000,0.6000,0,1,17,0,87.9177,87.9177,0,0,0.0000,0.0000,0,0.0000,0.0000
34.944000,2.66863,9.72432,4.07353,-2.61775,13.87169,2.46570,-0.200307,0.125056,0.118961,0.964410,0.110852,0.175690,-0.420550,0.883166,15.32951,-11.16346,-0.07930,-9.27337,0.76966,-6.94566,-0.176619,0.253401,0.593580,0.743139,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,17,0,97.2475,97.2475,0,0,0.0000,0.0000,0,0.0000,0.0000
34.990002,2.70166,9.71968,4.07961,-2.61731,13.87118,2.46554,-0.205463,0.122869,0.119315,0.963562,0.110845,0.175695,-0.420562,0.883160,15.43287,-11.15949,-0.07658,-9.27201,0.76786,-6.94600,-0.180987,0.254877,0.593636,0.741537,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,17,0,77.3542,77.3542,0,0,0.0000,0.0000,0,0.0000,0.0000
35.041000,2.72674,9.71552,4.08841,-2.61700,13.87059,2.46538,-0.211593,0.119857,0.120176,0.962507,0.110839,0.175700,-0.420574,0.883154,15.51877,-11.15508,-0.06433,-9.27095,0.76559,-6.94632,-0.185653,0.257214,0.594570,0.738824,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,17,0,76.9492,76.9492,0,0,0.0000,0.0000,0,0.0000,0.0000
35.088001,2.73647,9.70843,4.09778,-2.61679,13.86998,2.46523,-0.210892,0.118049,0.120695,0.962820,0.110835,0.175703,-0.420586,0.883149,15.54944,-11.18193,-0.04542,-9.27014,0.76362,-6.94666,-0.186104,0.254808,0.591303,0.742158,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,17,0,102.9938,102.9938,0,0,0.0000,0.0000,0,0.0000,0.0000
35.133999,2.73707,9.68826,4.11497,-2.61656,13.86940,2.46509,-0.218084,0.124219,0.120245,0.960495,0.110826,0.175710,-0.420596,0.883144,15.56139,-11.26695,0.05449,-9.26844,0.76223,-6.94690,-0.192220,0.260218,0.587805,0.741501,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,17,0,64.5639,64.5639,0,0,0.0000,0.0000,0,0.0000,0.0000
35.183998,2.74064,9.66143,4.13996,-2.61616,13.86884,2.46497,-0.225247,0.127314,0.120755,0.958370,0.110814,0.175720,-0.420607,0.883138,15.57952,-11.33589,0.19767,-9.26605,0.76088,-6.94719,-0.197321,0.264870,0.590641,0.736241,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,17,0,24.2742,24.2742,0,0,0.0000,0.0000,0,0.0000,0.0000
35.229000,2.75322,9.64054,4.16474,-2.61555,13.86826,2.46483,-0.230559,0.126447,0.121418,0.957137,0.110802,0.175730,-0.420622,0.883130,15.62343,-11.36786,0.30833,-9.26310,0.75916,-6.94763,-0.200809,0.267871,0.595416,0.730343,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,17,0,36.1902,36.1902,0,0,0.0000,0.0000,0,0.0000,0.0000
35.280998,2.77724,9.61438,4.19844,-2.61483,13.86774,2.46470,-0.240197,0.127309,0.121880,0.954591,0.110795,0.175735,-0.420636,0.883123,15.71983,-11.43522,0.45349,-9.26047,0.75796,-6.94794,-0.207673,0.274786,0.597931,0.723771,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,17,0,4.3270,4.3270,0,0,0.0000,0.0000,0,0.0000,0.0000
35.327000,2.81780,9.58736,4.24870,-2.61405,13.86721,2.46456,-0.246638,0.126458,0.122455,0.952986,0.110792,0.175738,-0.420653,0.883115,15.87425,-11.47302,0.66370,-9.25791,0.75634,-6.94840,-0.211888,0.279028,0.601929,0.717585,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,17,0,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000
35.372002,2.86811,9.57170,4.30390,-2.61313,13.86658,2.46437,-0.254231,0.126618,0.122402,0.950974,0.110785,0.175744,-0.420672,0.883106,16.04763,-11.46268,0.84486,-9.25427,0.75444,-6.94896,-0.216355,0.285475,0.603432,0.712435,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,17,0,47.2055,47.2055,0,0,0.0000,0.0000,0,0.0000,0.0000
35.419998,2.92126,9.57196,4.35324,-2.61206,13.86587,2.46415,-0.256867,0.127196,0.121860,0.950258,0.110776,0.175751,-0.420694,0.883095,16.21903,-11.41781,0.97074,-9.25045,0.75233,-6.94959,-0.215974,0.288153,0.606337,0.708998,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
35.465000,2.96435,9.58648,4.38162,-2.61066,13.86491,2.46384,-0.254890,0.125890,0.121471,0.951014,0.110760,0.175767,-0.420724,0.883080,16.34111,-11.34451,1.00529,-9.24457,0.74893,-6.95063,-0.211461,0.289506,0.609012,0.707514,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
35.511002,2.99030,9.58230,4.40829,-2.60880,13.86363,2.46348,-0.258893,0.129432,0.120800,0.949541,0.110725,0.175795,-0.420760,0.883061,16.41862,-11.39120,1.11864,-9.23693,0.74468,-6.95153,-0.214151,0.293508,0.604103,0.709262,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
35.560001,3.00232,9.57304,4.43338,-2.60668,13.86224,2.46312,-0.256022,0.130309,0.120246,0.950270,0.110703,0.175810,-0.420802,0.883041,16.44504,-11.42117,1.20847,-9.22973,0.74093,-6.95239,-0.211554,0.292661,0.601493,0.712602,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
35.605000,3.00612,9.56841,4.44837,-2.60443,13.86083,2.46274,-0.258270,0.132909,0.119753,0.949363,0.110695,0.175814,-0.420846,0.883020,16.45656,-11.42886,1.25396,-9.22285,0.73754,-6.95324,-0.212287,0.296507,0.598716,0.713132,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
35.650002,3.00497,9.56683,4.45945,-2.60214,13.85954,2.46236,-0.256038,0.133907,0.119446,0.949866,0.110702,0.175807,-0.420890,0.883000,16.45403,-11.43499,1.30640,-9.21616,0.73523,-6.95427,-0.210784,0.295407,0.597523,0.715033,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
35.696999,2.99079,9.57804,4.45419,-2.59979,13.85852,2.46196,-0.248150,0.135377,0.118123,0.951915,0.110717,0.175793,-0.420931,0.882981,16.38748,-11.40409,1.27506,-9.20906,0.73432,-6.95547,-0.203972,0.292581,0.594289,0.720842,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
35.741001,2.96100,9.61905,4.41651,-2.59727,13.85782,2.46157,-0.236769,0.140298,0.115537,0.954415,0.110726,0.175784,-0.420970,0.882963,16.24968,-11.28364,1.10351,-9.20111,0.73437,-6.95678,-0.192509,0.289941,0.592400,0.726592,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
35.786999,2.91530,9.67890,4.35589,-2.59473,13.85744,2.46119,-0.226935,0.143718,0.113531,0.956533,0.110737,0.175772,-0.421005,0.882948,16.06464,-11.13736,0.89838,-9.19431,0.73486,-6.95801,-0.184088,0.287169,0.589036,0.732586,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,0,18,57.0904,57.0904,0,0,0.0000,0.0000,0,0.0000,0.0000
35.838001,2.85338,9.73484,4.29698,-2.59212,13.85731,2.46081,-0.219434,0.142978,0.112902,0.958467,0.110741,0.175768,-0.421037,0.882933,15.84330,-11.02567,0.72665,-9.18656,0.73590,-6.95935,-0.179068,0.284127,0.585062,0.738180,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
35.882999,2.77623,9.78521,4.23784,-2.58950,13.85739,2.46046,-0.211854,0.144243,0.112485,0.960031,0.110741,0.175766,-0.421066,0.882919,15.56557,-10.92030,0.54454,-9.17935,0.73709,-6.96060,-0.173988,0.280267,0.581998,0.743275,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
35.926998,2.68450,9.84011,4.16302,-2.58709,13.85760,2.46014,-0.204008,0.148266,0.111567,0.961224,0.110743,0.175762,-0.421091,0.882908,15.22442,-10.80147,0.30485,-9.17367,0.73816,-6.96163,-0.168177,0.276964,0.578238,0.748764,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
35.977001,2.57857,9.89985,4.06891,-2.58487,13.85788,2.45984,-0.196205,0.148633,0.111191,0.962834,0.110742,0.175762,-0.421113,0.882898,14.83130,-10.68475,0.00429,-9.16790,0.73936,-6.96267,-0.163309,0.272670,0.574428,0.754330,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
36.021000,2.45814,9.95916,3.96171,-2.58282,13.85822,2.45957,-0.191352,0.150150,0.111796,0.963505,0.110741,0.175762,-0.421132,0.882888,14.39267,-10.58136,-0.32099,-9.16263,0.74067,-6.96372,-0.161598,0.268029,0.570038,0.759673,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,0,18,78.4679,78.4679,0,0,0.0000,0.0000,0,0.0000,0.0000
36.066002,2.33538,10.01171,3.86266,-2.58110,13.85857,2.45933,-0.188400,0.149749,0.113160,0.963990,0.110739,0.175761,-0.421147,0.882882,13.97122,-10.48917,-0.60527,-9.15893,0.74158,-6.96445,-0.161098,0.263945,0.567549,0.763066,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
36.113998,2.22062,10.05123,3.78535,-2.57976,13.85889,2.45914,-0.186738,0.149176,0.114468,0.964247,0.110737,0.175761,-0.421158,0.882877,13.58403,-10.42562,-0.82127,-9.15635,0.74222,-6.96496,-0.161976,0.261261,0.565516,0.765309,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
36.159000,2.11777,10.08168,3.72714,-2.57878,13.85909,2.45898,-0.186101,0.147745,0.115582,0.964458,0.110735,0.175763,-0.421167,0.882873,13.22915,-10.37376,-1.00416,-9.15446,0.74228,-6.96544,-0.162590,0.259380,0.564088,0.766871,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
36.208000,2.03169,10.11167,3.67533,-2.57807,13.85919,2.45885,-0.185893,0.148572,0.116633,0.964244,0.110727,0.175768,-0.421173,0.882869,12.92617,-10.31475,-1.17556,-9.15258,0.74232,-6.96577,-0.162274,0.258267,0.563950,0.767415,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
36.255001,1.96223,10.14568,3.61894,-2.57730,13.85926,2.45872,-0.185576,0.149518,0.117119,0.964100,0.110718,0.175778,-0.421181,0.882865,12.66201,-10.24411,-1.36403,-9.14884,0.74305,-6.96648,-0.162053,0.257486,0.563853,0.767795,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,0,18,92.4308,92.4308,0,0,0.0000,0.0000,0,0.0000,0.0000
36.299000,1.90532,10.18169,3.55594,-2.57600,13.85912,2.45849,-0.186814,0.149889,0.117940,0.963703,0.110694,0.175801,-0.421199,0.882855,12.43553,-10.16655,-1.57434,-9.14186,0.74247,-6.96777,-0.163130,0.257119,0.563504,0.767946,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
36.351002,1.85858,10.21623,3.49145,-2.57399,13.85868,2.45814,-0.189527,0.149072,0.119025,0.963167,0.110658,0.175833,-0.421227,0.882839,12.24389,-10.09028,-1.78959,-9.13265,0.74075,-6.96931,-0.165096,0.256720,0.563705,0.767512,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,0,18,87.2624,87.2624,0,0,0.0000,0.0000,0,0.0000,0.0000
36.396000,1.82145,10.24471,3.43266,-2.57155,13.85798,2.45771,-0.191689,0.147575,0.120083,0.962838,0.110631,0.175855,-0.421265,0.882820,12.09592,-10.03387,-1.98739,-9.12421,0.73801,-6.97086,-0.167191,0.255921,0.563706,0.767325,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,1,0,18,90.7995,90.7995,0,0,0.0000,0.0000,0,0.0000,0.0000
36.439999,1.80065,10.27185,3.37693,-2.56920,13.85721,2.45728,-0.193535,0.146368,0.120663,0.962580,0.110626,0.175855,-0.421301,0.882804,12.00214,-9.96612,-2.16758,-9.11829,0.73609,-6.97195,-0.169148,0.255732,0.564281,0.766535,0.036342,0.173163,-0.444246,0.878259,0.6000,0.6000,0,0,0,0,0,0,0,0,0,0,0,0,0
