% Data output, exercise = peg_board_level_1
% time, tool1_x, tool1_y, tool1_z, tool2_x, tool2_y, tool2_z, tool1_q0, tool1_q1, tool1_q2, tool1_q3, tool2_q0, tool2_q1, tool2_q2, tool2_q3, is_touch, tool1_interaction, tool1_force, tool2_interaction, tool2_force 
23.743000030518,0.7519998550415,-1.4910001754761,6.75,-0.95899963378906,-0.61199903488159,5.0110001564026,-0.20101860165596,2.7622515830217e-008,0.15223820507526,0.96768546104431,-0.18942154943943,1.5868069525027e-008,-0.1145556345582,0.97519052028656,0,0,0,0,0
23.777000427246,0.7519998550415,-1.4910001754761,6.75,-0.95899957418442,-0.61199903488159,5.0110001564026,-0.20101861655712,4.9932467049985e-009,0.15223820507526,0.96768546104431,-0.18942153453827,4.5177575458411e-008,-0.11455562710762,0.97519052028656,0,0,0,0,0
23.792999267578,0.75199973583221,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101855695248,-3.8684850878212e-009,0.15223820507526,0.96768546104431,-0.1894216388464,1.2752126110627e-007,-0.11455564945936,0.97519052028656,0,0,0,0,0
23.809999465942,0.75199967622757,-1.4910000562668,6.75,-0.95899969339371,-0.61199903488159,5.0109996795654,-0.20101851224899,4.4304848678678e-009,0.15223820507526,0.96768546104431,-0.18942159414291,1.1623739482047e-007,-0.11455564945936,0.97519052028656,0,0,0,0,0
23.826999664307,0.75199961662292,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110006332397,-0.20101848244667,4.6920355600832e-008,0.15223820507526,0.96768546104431,-0.18942159414291,1.2450227870886e-007,-0.11455564945936,0.97519052028656,0,0,0,0,0
23.843000411987,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101849734783,2.2935113364042e-008,0.15223820507526,0.96768546104431,-0.18942148983479,1.510338023536e-007,-0.11455565690994,0.97519052028656,0,0,0,0,0
23.892999649048,0.75199949741364,-1.4910001754761,6.75,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101846754551,4.9178026984009e-008,0.15223820507526,0.96768546104431,-0.18942157924175,1.3277956156799e-007,-0.11455564945936,0.97519052028656,0,0,0,0,0
23.926000595093,0.75199949741364,-1.4910001754761,6.7500004768372,-0.958999812603,-0.61199915409088,5.0110006332397,-0.20101845264435,3.6174025552782e-008,0.15223820507526,0.96768546104431,-0.18942156434059,2.0430162805951e-007,-0.11455566436052,0.97519046068192,0,0,0,0,0
23.944000244141,0.75199949741364,-1.4910001754761,6.75,-0.958999812603,-0.61199915409088,5.0110001564026,-0.20101848244667,4.2572406044883e-008,0.15223820507526,0.96768546104431,-0.18942151963711,2.0959964786016e-007,-0.11455565690994,0.97519046068192,0,0,0,0,0
23.959999084473,0.75199949741364,-1.4910001754761,6.7500004768372,-0.958999812603,-0.61199915409088,5.0109996795654,-0.20101845264435,8.6763968454306e-008,0.15223820507526,0.96768546104431,-0.18942165374756,1.6523738111118e-007,-0.11455564945936,0.97519046068192,0,0,0,0,0
23.976999282837,0.75199937820435,-1.4910001754761,6.75,-0.958999812603,-0.61199903488159,5.0109996795654,-0.20101846754551,9.3531241418532e-008,0.15223820507526,0.96768546104431,-0.18942162394524,2.2539373389918e-007,-0.1145556718111,0.97519052028656,0,0,0,0,0
23.993000030518,0.75199937820435,-1.4910001754761,6.7499995231628,-0.95899969339371,-0.61199903488159,5.0110001564026,-0.20101849734783,8.0062925178481e-008,0.15223820507526,0.96768546104431,-0.18942153453827,2.1307616293598e-007,-0.1145556718111,0.97519052028656,0,0,0,0,0
