% Data output, exercise = pick_and_place
% time, tool1_x, tool1_y, tool1_z, tool2_x, tool2_y, tool2_z, tool1_q0, tool1_q1, tool1_q2, tool1_q3, tool2_q0, tool2_q1, tool2_q2, tool2_q3 
18.971000671387,1.906999707222,-9.1890001296997,3.8610000610352,-1.9359998703003,-9.189001083374,3.8459997177124,-0.37400621175766,-3.1496053765068e-008,0.1710039973259,0.91152453422546,-0.37448742985725,-1.2151922135217e-008,-0.17002008855343,0.91151106357574
18.988000869751,1.906999707222,-9.1890001296997,3.8609993457794,-1.9359998703003,-9.1890001296997,3.8459992408752,-0.3740062713623,-7.5202471805369e-008,0.17100401222706,0.91152453422546,-0.37448740005493,6.8689971044478e-008,-0.17002010345459,0.9115110039711
19.018999099731,1.9069999456406,-9.1890001296997,3.8610000610352,-1.9359996318817,-9.1890001296997,3.8459992408752,-0.37400606274605,-1.0094225899593e-008,0.17100398242474,0.91152465343475,-0.3744874894619,3.9749256330879e-008,-0.17002008855343,0.9115110039711
19.038000106812,1.906999707222,-9.1890001296997,3.8609993457794,-1.935999751091,-9.1890001296997,3.8459990024567,-0.37400621175766,-4.0447915239383e-008,0.17100401222706,0.91152459383011,-0.37448754906654,1.2910021496282e-007,-0.17002011835575,0.91151094436646
19.055000305176,1.906999707222,-9.1890001296997,3.8609993457794,-1.9359993934631,-9.1890001296997,3.8459997177124,-0.37400621175766,-4.3052430953594e-008,0.17100401222706,0.91152459383011,-0.3744874894619,6.17820958837e-008,-0.17002008855343,0.9115110039711
19.070999145508,1.906999707222,-9.1890001296997,3.8609993457794,-1.9359993934631,-9.1890001296997,3.8459994792938,-0.37400621175766,-4.4249301112131e-008,0.17100401222706,0.91152459383011,-0.37448763847351,6.5074104327323e-008,-0.17002011835575,0.91151094436646
19.087999343872,1.906999707222,-9.1890001296997,3.8609993457794,-1.9359991550446,-9.1890001296997,3.8459994792938,-0.37400621175766,-4.1273843010003e-008,0.17100401222706,0.91152459383011,-0.37448763847351,2.776158325446e-008,-0.17002010345459,0.91151094436646
19.104999542236,1.906999707222,-9.1890001296997,3.8609993457794,-1.9359991550446,-9.1890001296997,3.8459994792938,-0.37400621175766,-4.2284128198844e-008,0.17100401222706,0.91152459383011,-0.37448769807816,5.7885621629339e-008,-0.17002011835575,0.91151094436646
19.138000488281,1.906999707222,-9.1890001296997,3.860999584198,-1.9359991550446,-9.1890001296997,3.8459994792938,-0.37400621175766,-2.4214713789661e-008,0.17100396752357,0.91152453422546,-0.37448769807816,5.1700844494462e-008,-0.17002010345459,0.9115110039711
19.155000686646,1.9069994688034,-9.1890001296997,3.8609988689423,-1.9359992742538,-9.1890001296997,3.8459994792938,-0.37400639057159,-6.031271482243e-008,0.17100402712822,0.91152453422546,-0.3744877576828,3.4765701428796e-008,-0.17002008855343,0.91151088476181
19.170999526978,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359991550446,-9.1890001296997,3.8459994792938,-0.37400639057159,-6.9839416028117e-008,0.1710039973259,0.91152441501617,-0.37448763847351,4.4606601079522e-008,-0.17002008855343,0.9115110039711
19.187999725342,1.9069994688034,-9.1889991760254,3.8609983921051,-1.9359995126724,-9.1890001296997,3.8459994792938,-0.37400636076927,-6.3990498233579e-008,0.1710039973259,0.91152453422546,-0.37448763847351,5.9195258472755e-008,-0.17002008855343,0.91151088476181
19.204999923706,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359993934631,-9.1890001296997,3.8459994792938,-0.37400647997856,-4.9057831574828e-008,0.1710039973259,0.91152447462082,-0.37448757886887,-3.1653257792641e-008,-0.17002007365227,0.9115110039711
19.221000671387,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359996318817,-9.1890001296997,3.8459994792938,-0.37400642037392,-5.4780443292657e-008,0.17100398242474,0.91152447462082,-0.37448760867119,-3.8580111549891e-008,-0.17002007365227,0.9115110039711
19.238000869751,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359993934631,-9.1890001296997,3.8459994792938,-0.37400642037392,-3.6695041671919e-008,0.17100396752357,0.91152447462082,-0.37448769807816,-3.9643939686584e-008,-0.17002005875111,0.9115110039711
19.254999160767,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359993934631,-9.1890001296997,3.8459994792938,-0.37400639057159,4.7432820338145e-008,0.17100392282009,0.91152447462082,-0.37448760867119,-2.271213972449e-008,-0.17002007365227,0.91151094436646
19.270999908447,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359995126724,-9.1890001296997,3.8459994792938,-0.37400639057159,2.2045794523251e-008,0.17100393772125,0.91152447462082,-0.37448772788048,-3.7494572779906e-008,-0.17002005875111,0.91151088476181
19.288000106812,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359993934631,-9.1890001296997,3.8459994792938,-0.37400636076927,1.1473163752385e-008,0.17100393772125,0.91152447462082,-0.37448763847351,-5.8950483605713e-008,-0.17002004384995,0.91151094436646
19.305000305176,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359995126724,-9.1890001296997,3.8459994792938,-0.37400636076927,-4.2942644995492e-009,0.17100396752357,0.91152447462082,-0.37448778748512,-2.9023555114804e-008,-0.17002005875111,0.91151088476181
19.320999145508,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359993934631,-9.1890001296997,3.8459994792938,-0.37400642037392,3.2410081729495e-008,0.17100395262241,0.91152447462082,-0.37448763847351,-6.1551872931886e-008,-0.17002005875111,0.91151094436646
19.337999343872,1.906999707222,-9.1890001296997,3.8609983921051,-1.9359993934631,-9.1890001296997,3.8459994792938,-0.37400630116463,1.8650341715443e-008,0.17100395262241,0.91152459383011,-0.3744877576828,-2.7329422280786e-008,-0.17002007365227,0.91151094436646
19.354999542236,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359995126724,-9.1890001296997,3.8459994792938,-0.37400642037392,4.5177189766932e-010,0.17100395262241,0.91152441501617,-0.37448772788048,-1.7150282971556e-008,-0.17002005875111,0.91151088476181
19.371000289917,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359995126724,-9.1890001296997,3.8459992408752,-0.37400647997856,8.9908169798036e-009,0.17100395262241,0.91152447462082,-0.37448781728745,-2.9950747659768e-008,-0.17002005875111,0.91151088476181
19.388000488281,1.9069994688034,-9.1890001296997,3.8609981536865,-1.9359995126724,-9.1890001296997,3.8459994792938,-0.37400650978088,3.8557370629633e-009,0.17100396752357,0.91152447462082,-0.37448778748512,-2.5362776767679e-008,-0.17002005875111,0.91151088476181
19.405000686646,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359995126724,-9.1890001296997,3.8459994792938,-0.37400642037392,-1.2304890439907e-008,0.17100395262241,0.91152447462082,-0.37448778748512,-2.7204428931782e-008,-0.17002005875111,0.91151088476181
19.420999526978,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359992742538,-9.1890001296997,3.8459992408752,-0.37400642037392,-4.7658965662833e-009,0.17100396752357,0.91152447462082,-0.37448781728745,3.8429750048863e-008,-0.17002008855343,0.91151088476181
19.437999725342,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359992742538,-9.1890001296997,3.8459994792938,-0.37400645017624,-1.1712005587583e-008,0.17100393772125,0.91152447462082,-0.37448781728745,-3.7209080261391e-008,-0.17002005875111,0.91151082515717
19.454999923706,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359995126724,-9.1890001296997,3.8459994792938,-0.37400645017624,2.2077736971937e-008,0.17100393772125,0.91152447462082,-0.37448766827583,-1.3580629953935e-008,-0.17002007365227,0.91151088476181
19.471000671387,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359993934631,-9.1890001296997,3.8459994792938,-0.37400642037392,-7.7555259991868e-009,0.17100396752357,0.91152447462082,-0.37448760867119,-3.2252909676345e-008,-0.17002007365227,0.9115110039711
19.488000869751,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359993934631,-9.1890001296997,3.8459992408752,-0.37400645017624,-8.0580608852188e-010,0.17100393772125,0.91152447462082,-0.37448781728745,-4.6979767631683e-008,-0.17002007365227,0.91151094436646
19.504999160767,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359991550446,-9.1890001296997,3.8459994792938,-0.37400639057159,-5.2145998630238e-009,0.17100393772125,0.91152447462082,-0.37448778748512,-1.7694191001283e-008,-0.17002007365227,0.91151094436646
19.520999908447,1.9069994688034,-9.1890001296997,3.8609983921051,-1.9359993934631,-9.1890001296997,3.8459994792938,-0.37400645017624,5.0358046621568e-009,0.17100393772125,0.91152447462082,-0.37448778748512,-1.2658249559649e-008,-0.17002007365227,0.91151094436646
