%frameid,time(us),x(mm),y(mm),z(mm) 
3497052,1912306449,-6.22742,-46.9181,142.645
3497053,1912316285,-7.27758,-51.1755,156.795
3497054,1912326106,-8.05969,-55.1572,172.403
3497055,1912335944,-9.22213,-59.1989,188.706
3497056,1912345801,-10.2175,-63.9306,206.386
3497057,1912355643,-11.1169,-68.8954,224.198
3497058,1912365432,-11.9627,-74.8582,242.451
3497059,1912375226,-12.3056,-82.1027,259.988
3497060,1912385170,-12.0523,-90.086,277.77
3497061,1912394981,-11.4232,-97.5484,293.448
3497062,1912404801,-10.5362,-105.787,309.047
3497063,1912414653,-9.58315,-114.006,324.011
3497064,1912424550,-8.80282,-121.972,338.104
3497065,1912434311,-7.79022,-129.264,349.726
3497066,1912444206,-7.01285,-136.039,361.082
3497067,1912454020,-5.6084,-142.235,370.112
3497068,1912463825,-4.30142,-147.694,376.861
3497069,1912473618,-3.61944,-152.305,383.026
3497070,1912483517,-2.63857,-156.577,388.155
3497071,1912493325,-2.45399,-159.318,391.337
3497072,1912503215,-2.35418,-160.315,392.632
3497073,1912513056,-2.29617,-160.421,392.895
3497074,1912522851,-2.28404,-160.262,392.993
3497075,1912532686,-2.19909,-159.158,392.092
3497076,1912542484,-2.40381,-155.185,387.415
3497077,1912552414,-2.67926,-149.611,381.728
3497078,1912562235,-2.99122,-144.403,374.842
3497079,1912572066,-3.49233,-137.246,366.19
3497080,1912581812,-4.02456,-129.947,356.341
3497081,1912591679,-5.26578,-121.722,344.912
3497082,1912601503,-6.32824,-113.754,333.215
3497083,1912611331,-7.14031,-105.679,320.166
3497084,1912621213,-7.9105,-97.0127,305.242
3497085,1912631042,-8.57041,-87.5782,289.825
3497086,1912640916,-9.67823,-77.7792,273.651
3497087,1912650742,-10.783,-68.3505,256.357
3497088,1912660837,-11.8537,-59.0224,237.604
3497089,1912670387,-12.5921,-50.6541,219.688
3497090,1912680264,-13.2527,-42.7976,200.054
3497091,1912690046,-13.2984,-35.2385,180.999
3497092,1912699975,-13.0174,-28.6451,162.633
3497093,1912709799,-12.6825,-22.7844,145.596
3497094,1912719582,-11.9369,-17.6775,131.235
3497095,1912729429,-11.7097,-13.2999,118.246
3497096,1912739253,-11.7061,-9.42304,108.787
3497097,1912749136,-11.8312,-6.01616,102.789
3497098,1912758931,-11.9514,-3.27497,100.336
3497099,1912768810,-12.331,-0.922995,100.936
3497100,1912778580,-13.2945,1.92126,104.863
3497101,1912788484,-14.675,4.21388,110.891
3497102,1912798366,-15.8728,5.58474,119.669
3497103,1912808148,-17.2201,6.05049,129.054
3497104,1912817980,-18.8397,6.80079,140.578
3497105,1912827782,-20.4806,7.20444,152.616
3497106,1912837629,-22.2245,7.31349,164.996
3497107,1912847457,-23.9401,7.32317,177.665
3497108,1912857314,-25.3806,6.95729,189.674
3497109,1912867107,-26.7704,6.23205,201.509
3497110,1912876985,-27.912,4.77159,212.995
3497111,1912886801,-28.8822,2.92738,223.251
3497112,1912896692,-30.0156,1.41053,233.274
3497113,1912906455,-31.1026,-0.482936,242.153
3497114,1912916284,-32.2809,-1.46038,250.54
3497115,1912926152,-33.4168,-3.18728,257.861
3497116,1912935996,-34.4891,-4.91976,264.245
3497117,1912945824,-35.4412,-6.0735,269.425
3497118,1912955712,-36.4354,-7.35326,273.636
3497119,1912965507,-37.3067,-8.31763,276.372
3497120,1912975313,-37.8747,-8.78619,277.7
3497121,1912985187,-38.3871,-9.25216,278.17
3497122,1912994981,-38.8192,-9.4782,278.213
3497123,1913004806,-39.3017,-9.96601,277.019
3497124,1913014701,-39.8771,-10.6881,274.373
3497125,1913024540,-39.934,-11.4572,268.694
3497126,1913034416,-39.7185,-11.3117,261.533
3497127,1913044232,-39.391,-10.8414,252.782
3497128,1913054066,-39.1466,-9.25981,242.543
3497129,1913063884,-38.6699,-7.47539,230.095
3497130,1913073634,-37.9123,-5.48019,216.249
3497131,1913083574,-36.7355,-3.48201,201.012
3497132,1913093440,-35.2585,-2.07067,185.22
3497133,1913103241,-32.9248,-2.0075,168.977
3497134,1913113118,-30.379,-2.47233,153.208
3497135,1913122904,-27.627,-4.0355,138.727
3497136,1913132737,-24.8699,-5.79969,125.317
3497137,1913142510,-22.077,-8.94456,115.438
3497138,1913152399,-19.5124,-12.7915,108.282
3497139,1913162250,-17.3791,-16.8754,103.965
3497140,1913172087,-15.2121,-21.1528,102.993
3497141,1913181890,-13.9758,-25.0628,106.1
3497142,1913191733,-13.0565,-29.8885,112.117
3497143,1913201607,-12.7393,-33.4618,121.905
3497144,1913211461,-13.0411,-36.9927,133.018
3497145,1913221279,-13.8445,-38.8664,145.962
3497146,1913231100,-14.282,-41.3366,160.85
3497147,1913240901,-14.7641,-45.2491,177.775
3497148,1913250767,-15.0917,-48.5037,195.629
3497149,1913260662,-15.7426,-52.7233,213.815
3497150,1913270468,-16.5513,-57.0293,231.273
3497151,1913280258,-17.0695,-62.3162,249.661
3497152,1913290085,-16.7869,-69.652,268.166
3497153,1913299949,-16.3319,-79.2763,286.123
3497154,1913309815,-15.6983,-89.7369,302.35
3497155,1913319628,-14.6872,-99.4445,317.292
3497156,1913329474,-14.6371,-107.968,330.73
3497157,1913339256,-14.3542,-115.925,342.255
3497158,1913349144,-14.196,-122.97,352.205
3497159,1913378685,-13.9999,-136.858,371.836
3497160,1913388502,-13.8303,-139.8,374.282
3497161,1913398371,-13.7183,-141.582,376.132
3497162,1913408183,-13.6221,-142.756,377.526
3497163,1913418045,-13.6482,-143.199,377.543
3497164,1913427891,-13.7247,-143.404,377.224
3497165,1913437709,-13.7623,-142.966,375.076
3497166,1913447522,-14.1694,-141.757,370.98
3497167,1913457381,-13.9723,-139.198,365.737
3497168,1913467208,-13.6398,-135.769,359.384
3497169,1913477015,-13.6055,-131.222,351.956
3497170,1913486840,-13.4102,-125.919,343.907
3497171,1913496674,-13.4263,-119.636,334.368
3497172,1913506497,-13.3766,-113.012,323.626
3497173,1913516387,-13.0473,-105.935,311.033
3497174,1913526209,-12.9043,-97.9106,297.545
3497175,1913536066,-13.7282,-87.4076,283.598
3497176,1913545856,-14.3539,-77.1074,267.844
3497177,1913555668,-14.867,-66.4582,251.006
3497178,1913565531,-14.2798,-55.2424,232.685
3497179,1913575345,-13.8059,-44.3897,213.504
3497180,1913585182,-12.6913,-33.4163,193.803
3497181,1913595007,-11.3893,-23.3669,174.074
3497182,1913604929,-10.0116,-14.1326,154.273
3497183,1913614760,-8.23721,-6.94087,136.244
3497184,1913624606,-6.72551,-0.817652,120.972
3497185,1913634385,-5.50144,3.61742,108.879
3497186,1913644249,-4.96427,6.78757,100.338
3497187,1913654069,-5.16821,8.69903,94.951
3497188,1913663902,-5.87466,9.85729,92.7892
3497189,1913673756,-6.58058,10.547,92.995
3497190,1913684028,-8.73282,12.0182,95.723
3497191,1913693379,-10.9383,12.9464,100.438
3497192,1913703228,-13.4057,13.3898,108.422
3497193,1913713103,-15.7374,13.07,117.42
3497194,1913722922,-18.1399,12.6508,127.378
3497195,1913732820,-20.4761,12.0764,137.869
3497196,1913742632,-22.518,11.0312,149.163
3497197,1913752490,-24.3495,9.53486,160.74
3497198,1913762277,-25.9681,7.74921,172.4
3497199,1913772149,-27.5366,6.05986,183.286
3497200,1913781876,-28.7372,4.24052,194.102
3497201,1913791759,-29.7198,2.18845,204.151
3497202,1913801626,-30.5178,0.0679027,213.189
3497203,1913811462,-31.606,-1.29296,221.901
3497204,1913821326,-32.0988,-3.81024,229.459
3497205,1913831195,-32.7534,-5.46633,236.048
3497206,1913841031,-33.336,-7.24355,241.759
3497207,1913850868,-33.874,-8.44086,246.238
3497208,1913860678,-34.2806,-9.13511,249.482
3497209,1913870480,-34.5121,-9.68781,250.935
3497210,1913880355,-34.7336,-10.102,251.542
3497211,1913890121,-34.8293,-10.3053,251.674
3497212,1913899992,-34.8376,-10.5299,251.388
3497213,1913909861,-34.835,-10.7715,249.945
3497214,1913919700,-34.7125,-10.8218,245.974
3497215,1913929559,-34.2739,-10.8833,240.935
3497216,1913939404,-33.7605,-10.3772,234.695
3497217,1913949175,-32.918,-9.79526,227.036
3497218,1913958968,-32.0256,-8.953,218.31
3497219,1913968882,-31.1092,-7.63031,208.325
3497220,1913978684,-30.3716,-5.77066,197.221
3497221,1913988563,-29.1969,-4.04248,184.954
3497222,1913998306,-27.8089,-2.85428,172.463
3497223,1914008214,-26.2351,-2.28482,159.727
3497224,1914018038,-24.3387,-2.64784,147.557
3497225,1914027875,-22.3501,-4.70206,136.269
3497226,1914037705,-20.4726,-6.8277,126.241
3497227,1914047528,-18.5515,-10.698,118.429
3497228,1914057380,-16.7673,-16.1516,113.622
3497229,1914067205,-15.3202,-22.0969,110.955
3497230,1914077034,-14.2057,-28.3285,110.969
3497231,1914086866,-13.2551,-32.9903,113.254
3497232,1914096786,-12.5391,-39.0314,118.151
3497233,1914106519,-13.458,-42.8384,124.967
3497234,1914116399,-13.9785,-46.4708,135.272
3497235,1914126248,-14.4831,-50.9797,146.853
3497236,1914136099,-15.8727,-55.2169,160.334
3497237,1914145881,-16.6136,-59.7281,175.435
3497238,1914155779,-17.3983,-64.9632,191.62
3497239,1914165664,-18.1168,-70.8096,208.939
3497240,1914175402,-18.7257,-77.1212,226.39
3497241,1914185300,-18.1037,-84.2553,243.44
3497242,1914195121,-17.7959,-93.2588,260.962
3497243,1914204940,-17.2732,-102.288,277.028
3497244,1914214822,-15.9999,-111.529,292.688
3497245,1914224640,-15.0618,-120.208,306.93
3497246,1914234397,-14.2414,-128.508,318.947
3497247,1914244264,-13.3966,-137.188,330.505
3497248,1914254159,-12.5297,-145.009,339.969
3497249,1914263988,-11.9353,-151.571,347.902
3497250,1914273743,-11.3065,-156.983,354.865
3497251,1914283654,-9.83477,-163.703,360.443
3497252,1914293506,-9.29166,-169.463,365.252
3497253,1914303286,-9.37917,-172.963,368.524
3497254,1914313129,-9.63998,-175.302,370.578
3497255,1914322976,-9.72359,-178.108,371.895
3497256,1914332811,-10.005,-179.05,371.156
3497257,1914342678,-10.0655,-179.335,368.945
3497258,1914352501,-9.94855,-179.029,363.995
3497259,1914362347,-10.3167,-178.012,359.691
3497260,1914372203,-10.4359,-175.23,353.26
3497261,1914382036,-10.6846,-171.469,345.371
3497262,1914391847,-10.9017,-166.436,337.547
3497263,1914401660,-10.8266,-160.323,329.008
3497264,1914411514,-11.3248,-152.552,320.27
3497265,1914421345,-11.2247,-145.008,309.671
3497266,1914431203,-11.0612,-137.212,298.056
3497267,1914440999,-10.9999,-128.803,285.353
3497268,1914450873,-11.3248,-118.709,272.338
3497269,1914460732,-11.668,-108.092,257.766
3497270,1914470562,-12.4886,-96.1064,242.852
3497271,1914480414,-14.0007,-82.9817,226.817
3497272,1914490143,-15.136,-69.577,209.599
3497273,1914500077,-16.4516,-54.4508,192.66
3497274,1914509871,-16.7602,-39.6018,176.386
3497275,1914519717,-14.6478,-24.9914,155.392
3497276,1914529545,-13.2863,-15.9451,135.882
3497277,1914539388,-11.6308,-10.6451,119.921
3497278,1914549213,-10.3616,-6.80245,107.997
3497279,1914559021,-10.2531,-3.62136,100.194
3497280,1914568891,-10.6909,-1.0339,96.0612
3497281,1914578719,-11.5837,1.07086,95.1592
3497282,1914588554,-12.6105,2.70683,96.3299
3497283,1914598401,-14.0611,4.41785,100.772
3497284,1914627934,-21.1092,4.93104,133.533
3497285,1914637718,-22.8936,5.91971,140.514
3497286,1914647587,-24.8218,5.32858,150.019
3497287,1914657419,-26.9943,4.78322,160.458
3497288,1914667263,-29.194,3.86735,171.163
3497289,1914677098,-31.1115,2.398,181.944
3497290,1914686936,-32.7715,0.63694,191.913
3497291,1914696752,-34.4937,-1.2213,201.674
3497292,1914706555,-35.9626,-3.27674,210.715
3497293,1914716454,-37.2196,-5.20556,218.921
3497294,1914736150,-39.6474,-9.41073,234.122
3497295,1914745963,-40.825,-9.97887,239.307
3497296,1914755790,-41.5355,-10.9185,244.095
3497297,1914765671,-42.1862,-11.9048,247.905
3497298,1914775434,-42.7279,-12.9391,250.592
3497299,1914785319,-42.9546,-13.3239,251.959
3497300,1914795133,-43.4044,-13.479,252.904
3497301,1914804995,-43.5129,-13.5288,253.074
3497302,1914814850,-43.5289,-13.5276,253.078
3497303,1914824637,-43.4829,-13.4315,252.43
3497304,1914834495,-42.8672,-13.81,249.525
3497305,1914844359,-41.9501,-13.9285,244.962
3497306,1914854168,-40.5263,-14.0948,239.745
3497307,1914863968,-39.4018,-13.743,233.677
3497308,1914873789,-38.0947,-13.226,226.521
3497309,1914883745,-36.5424,-12.1557,218.312
3497310,1914893548,-34.9976,-10.6994,208.738
3497311,1914903347,-33.0968,-9.41485,197.993
3497312,1914913664,-30.9375,-7.82373,186.41
3497313,1914923011,-28.8275,-6.30265,175.184
3497314,1914932867,-26.182,-4.78311,162.79
3497315,1914942712,-23.4252,-3.42151,150.179
3497316,1914952552,-20.6017,-2.67116,137.628
3497317,1914962358,-17.296,-3.17089,126.027
3497318,1914972200,-13.8729,-3.88535,115.444
3497319,1914982044,-10.6775,-6.35526,107.026
3497320,1914991815,-7.91021,-8.65393,100.523
3497321,1915001707,-5.22784,-11.7712,96.31
3497322,1915011493,-3.12845,-14.3385,94.6362
3497323,1915021387,-1.44833,-18.4228,97.0947
3497324,1915031261,-0.174689,-23.2112,102.339
3497325,1915041051,0.0321743,-27.5103,110.158
3497326,1915050886,0.322723,-31.3548,120.882
3497327,1915060744,0.125039,-34.8964,133.313
3497328,1915070548,-0.516951,-38.8635,146.966
3497329,1915080396,-1.49424,-42.0767,162.03
3497330,1915090237,-1.92999,-46.949,177.899
3497331,1915100120,-2.21448,-52.7475,194.206
3497332,1915109959,-2.87975,-58.9525,211.395
3497333,1915121170,-3.33801,-67.358,229.761
3497334,1915129587,-3.66894,-74.5915,243.753
3497335,1915139420,-4.0755,-83.6426,259.79
3497336,1915149261,-4.36986,-92.8178,274.026
3497337,1915159120,-4.6375,-102.167,287.257
3497338,1915168955,-5.10919,-110.849,299.784
3497339,1915178776,-5.06244,-118.862,311.964
3497340,1915188666,-5.37176,-126.357,322.706
3497341,1915198475,-4.64965,-134.467,331.317
3497342,1915208282,-4.15007,-142.761,339.026
3497343,1915218151,-4.06086,-149.446,345.628
3497344,1915227963,-3.41202,-155.529,350.348
3497345,1915237816,-2.94427,-160.72,353.289
3497346,1915247693,-2.83689,-165.157,354.978
3497347,1915257504,-3.37413,-168.094,355.844
3497348,1915267298,-3.44829,-169.734,355.368
3497349,1915277180,-4.18193,-170.423,353.989
3497350,1915286924,-4.57655,-170.486,351.286
3497351,1915296836,-4.73494,-168.894,344.581
3497352,1915306599,-5.05555,-166.301,337.936
3497353,1915316542,-4.72065,-162.266,329.248
3497354,1915326366,-4.94234,-156.878,321.565
3497355,1915336210,-4.55431,-150.189,311.536
3497356,1915345986,-4.28128,-142.192,300.587
3497357,1915355832,-3.47251,-134.446,288.634
3497358,1915365648,-3.33643,-124.364,275.907
3497359,1915375510,-3.54365,-112.594,262.259
3497360,1915385331,-3.24114,-101.476,247.21
3497361,1915395183,-2.95483,-89.1797,231.161
3497362,1915405016,-2.60073,-76.6126,214.572
3497363,1915414818,-2.07878,-63.9788,196.783
3497364,1915425240,-1.78619,-51.1181,178.293
3497365,1915434537,-1.23898,-40.6049,161.707
3497366,1915444379,-0.353388,-31.4231,145.484
3497367,1915454194,0.287302,-22.7716,130.548
3497368,1915464020,0.867247,-15.0138,117.678
3497369,1915473895,1.44992,-6.99414,107.059
3497370,1915483706,2.19149,-1.52428,100.184
3497371,1915493545,1.68884,2.92997,95.9477
3497372,1915503431,0.934446,6.14635,94.6367
3497373,1915513218,0.338132,8.58534,96.4293
3497374,1915523081,-1.07623,10.9003,101.519
3497375,1915532892,-3.067,12.6179,107.927
3497376,1915542749,-5.47569,13.3391,115.358
3497377,1915552625,-7.99908,13.6883,124.378
3497378,1915562440,-10.4289,13.0375,135.013
3497379,1915572262,-13.1133,12.1644,145.845
3497380,1915582037,-15.7643,10.9399,156.821
3497381,1915591868,-18.2447,8.96356,167.941
3497382,1915601716,-20.6112,6.53073,178.76
3497383,1915611529,-22.7103,4.00002,188.982
3497384,1915621368,-24.8881,1.8389,199.137
3497385,1915631203,-26.5167,-1.18413,208.716
3497386,1915641109,-28.2735,-4.02132,218.109
3497387,1915650930,-29.4506,-6.8248,226.403
3497388,1915660771,-30.2357,-10.0854,233.639
3497389,1915670598,-30.9281,-13.1711,240.28
3497390,1915680456,-31.5448,-15.868,246.123
3497391,1915690243,-31.9634,-18.812,250.996
3497392,1915700143,-32.1583,-21.6251,255.33
3497393,1915710010,-32.3209,-23.8,258.662
3497394,1915719780,-32.3471,-25.7448,260.845
3497395,1915729629,-32.0159,-27.631,262.159
3497396,1915739467,-31.7983,-28.5967,262.445
3497397,1915749342,-31.5866,-29.1123,262.227
3497398,1915759148,-30.7679,-30.0343,260.389
3497399,1915768977,-29.9282,-31.083,257.178
3497400,1915778820,-29.1092,-31.2385,252.491
3497401,1915788660,-27.7675,-31.2071,246.176
3497402,1915798546,-26.2176,-31.0985,238.022
3497403,1915808366,-24.5097,-30.5455,228.721
3497404,1915818157,-22.4078,-29.5017,217.987
3497405,1915827988,-20.628,-27.9723,206.126
3497406,1915837869,-18.7476,-26.3086,192.941
3497407,1915847700,-16.7021,-24.488,178.696
3497408,1915877162,-8.28343,-12.5238,127.02
3497409,1915887014,-5.58962,-13.1408,116.964
3497410,1915896922,-2.32793,-14.2995,106.564
3497411,1915906657,1.23448,-15.3842,97.656
3497412,1915916509,4.40042,-17.2287,91.4026
3497413,1915926360,7.06836,-19.041,87.6737
3497414,1915936648,9.18925,-21.3945,87.1066
3497415,1915946033,10.5964,-24.0512,89.3075
3497416,1915955925,11.5335,-27.028,94.7989
3497417,1915965739,12.1804,-30.6278,102.886
3497418,1915975541,11.9994,-33.9489,113.281
3497419,1915985412,11.4065,-37.0435,125.67
3497420,1915995192,10.4039,-40.7509,139.619
3497421,1916005061,9.27396,-44.8595,155.021
3497422,1916014857,7.88943,-49.1944,171.356
3497423,1916024752,6.55433,-54.6789,188.057
3497424,1916034620,5.26703,-60.8283,204.92
3497425,1916044408,4.13457,-67.7321,221.509
3497426,1916054251,3.33519,-75.6512,237.821
3497427,1916064116,2.68172,-83.9015,253.528
3497428,1916073956,2.34922,-92.193,267.495
3497429,1916083756,2.24095,-100.876,281.149
3497430,1916093583,2.41307,-109.996,293.623
3497431,1916103454,2.95635,-118.931,304.889
3497432,1916113293,3.28463,-127.522,314.518
3497433,1916123079,3.78889,-135.358,322.887
3497434,1916133006,4.09117,-142.493,330.412
3497435,1916142821,4.74605,-149.067,337.317
3497436,1916152666,5.74165,-155.233,341.933
3497437,1916162456,6.70753,-160.53,345.501
3497438,1916172281,7.50339,-164.357,347.762
3497439,1916182129,8.32563,-168.585,348.034
3497440,1916192019,8.62052,-170.92,348.22
3497441,1916201799,8.88905,-172.497,346.802
3497442,1916211694,9.24846,-173.106,344.703
3497443,1916221516,9.45678,-172.245,340.551
3497444,1916231374,10.0651,-170.392,335.632
3497445,1916241133,9.96804,-167.601,329.293
3497446,1916251025,10.2136,-163.144,321.768
3497447,1916260818,10.5862,-157.551,312.289
3497448,1916270657,10.8059,-149.927,301.173
3497449,1916280502,10.64,-140.556,289.846
3497450,1916290277,10.4683,-128.509,277.407
3497451,1916300160,9.97365,-114.949,263.882
3497452,1916310038,9.08455,-100.211,249.819
3497453,1916319868,7.88188,-84.3785,234.297
3497454,1916329681,6.80327,-68.2009,216.658
3497455,1916339572,5.91705,-51.7163,197.994
3497456,1916349382,5.50624,-36.0623,179.45
3497457,1916359199,5.87312,-21.1223,160.965
3497458,1916369005,6.60979,-9.97094,143.184
3497459,1916378893,7.61704,-1.1271,126.818
3497460,1916388723,9.0061,5.89568,113.857
3497461,1916398578,9.74291,10.7255,105.003
3497462,1916408334,10.1063,14.2083,98.8647
3497463,1916418239,9.4959,16.9267,94.8139
3497464,1916428016,8.72398,19.7044,93.7697
3497465,1916437877,7.86274,20.7715,94.8174
3497466,1916447699,6.55712,21.61,98.3223
3497467,1916457584,4.64937,22.3075,103.72
3497468,1916467441,2.42546,22.8055,110.458
3497469,1916477289,0.578779,23.0827,118.057
3497470,1916487064,-1.29033,22.5883,126.478
3497471,1916496944,-3.43668,22.125,135.23
3497472,1916506707,-5.36686,21.0018,143.797
3497473,1916516589,-7.37133,19.4315,152.822
3497474,1916526439,-9.1756,17.8796,161.769
3497475,1916536251,-10.8203,16.1701,170.605
3497476,1916546114,-12.4783,14.561,179.11
3497477,1916555907,-13.9209,12.7744,187.246
3497478,1916565807,-15.0456,10.1471,194.59
3497479,1916575572,-16.1806,7.85177,201.753
3497480,1916585381,-16.9666,5.67779,208.063
3497481,1916595218,-17.851,3.78459,213.861
3497482,1916605085,-18.7102,2.13298,219.293
3497483,1916614994,-19.2729,-0.086916,223.637
3497484,1916624824,-19.6538,-2.08269,226.918
3497485,1916634654,-19.8996,-3.83002,229.803
3497486,1916644469,-19.9451,-5.69669,231.193
3497487,1916654668,-19.9164,-7.0917,231.881
3497488,1916664124,-19.9451,-8.19238,231.867
3497489,1916673983,-19.826,-9.39622,231
3497490,1916683796,-19.5141,-11.2895,228.449
3497491,1916693622,-19.2497,-13.0973,224.326
3497492,1916703479,-18.9114,-14.3119,218.831
3497493,1916713309,-18.9256,-14.7167,212.574
3497494,1916723102,-18.7191,-14.6642,204.543
3497495,1916733017,-18.1507,-14.9437,194.415
3497496,1916742814,-17.4513,-15.2329,183.198
3497497,1916752639,-16.9421,-14.6994,171.09
3497498,1916762501,-15.8416,-14.9375,157.297
3497499,1916772325,-14.3083,-15.7177,142.621
3497500,1916782156,-12.5226,-17.0811,128.382
3497501,1916791955,-10.304,-19.3592,115.06
3497502,1916801889,-7.9898,-22.4876,103.076
3497503,1916811676,-5.64096,-26.227,92.5512
3497504,1916821510,-2.7321,-30.2312,86.4525
3497505,1916831390,-0.339714,-33.1831,83.7348
3497506,1916841201,1.2082,-35.17,83.6296
3497507,1916851056,2.79268,-37.2279,84.9992
3497508,1916860909,4.28422,-40.599,91.3034
3497509,1916870699,4.82466,-43.1878,100.797
3497510,1916880526,4.98808,-46.5068,111.554
3497511,1916890355,4.24056,-49.7541,124.68
3497512,1916900199,3.05643,-53.2624,139.429
3497513,1916910022,1.95411,-57.6563,154.937
3497514,1916919859,1.17318,-63.1836,170.929
3497515,1916929767,0.353393,-69.1127,187.467
3497516,1916939536,-0.457089,-77.2315,204.175
3497517,1916949422,-1.04349,-86.219,220.638
3497518,1916959258,-1.52558,-95.6215,236.565
3497519,1916969075,-2.00597,-104.637,252.196
3497520,1916978896,-2.32783,-113.583,266.076
3497521,1916988779,-2.53516,-122.604,279.678
3497522,1916998562,-2.56512,-130.903,291.689
3497523,1917008443,-2.61261,-139.199,302.602
3497524,1917018290,-2.46079,-147.324,311.686
3497525,1917028120,-2.45334,-154.185,319.756
3497526,1917037962,-2.16636,-162.014,326.848
3497527,1917047759,-1.32815,-168.805,332.844
3497528,1917057586,-1.07392,-174.114,337.613
3497529,1917067484,-0.193207,-179.065,341.736
3497530,1917077294,0.215979,-182.438,344.522
3497531,1917087157,0.74955,-186.358,345.62
3497532,1917096997,0.815937,-188.806,346.254
3497533,1917126476,3.11789,-191.847,338.628
3497534,1917136271,3.2754,-191.454,334.78
3497535,1917146111,4.0534,-189.539,329.005
3497536,1917156010,5.12787,-187.312,321.426
3497537,1917167413,6.03661,-183.392,312.452
3497538,1917175582,6.62058,-179.317,305.246
3497539,1917185515,7.31695,-172.55,294.705
3497540,1917195327,7.8332,-164.22,283.141
3497541,1917205196,7.55629,-154.126,270.41
3497542,1917215026,6.60553,-142.535,257.624
3497543,1917224832,5.74493,-129.848,243.945
3497544,1917234687,4.08288,-115.837,229.483
3497545,1917244477,2.27307,-100.91,214.689
3497546,1917254310,0.291991,-85.5209,198.405
3497547,1917264171,-1.69881,-69.8258,181.09
3497548,1917274009,-3.4181,-54.2772,163.812
3497549,1917283851,-4.06116,-40.4766,145.681
3497550,1917293630,-3.25015,-29.5862,128.23
3497551,1917303484,-1.01514,-20.2504,112.613
3497552,1917313329,0.705672,-13.714,99.4117
3497553,1917323149,1.99438,-9.20896,89.3374
3497554,1917333027,2.54851,-6.13382,83.638
3497555,1917342872,2.48636,-4.19135,80.6031
3497556,1917352673,2.00273,-3.05421,80.2625
3497557,1917362510,0.941734,-1.52515,81.8548
3497558,1917372346,-0.352298,0.511149,87.0689
3497559,1917382226,-1.9989,1.54903,93.8708
3497560,1917391994,-3.55991,1.81335,102.198
3497561,1917401879,-5.50809,1.47456,111.726
3497562,1917411706,-6.86868,0.934126,122.362
3497563,1917421574,-8.63429,0.149648,133.696
3497564,1917431384,-10.3169,-0.684284,144.824
3497565,1917441291,-12.0816,-2.22332,155.861
3497566,1917451111,-13.7574,-3.77388,166.486
3497567,1917460899,-15.2221,-5.58193,176.943
3497568,1917470749,-16.6994,-7.3354,186.957
3497569,1917480572,-17.9272,-9.57885,196.297
3497570,1917490382,-18.8722,-12.0769,204.429
3497571,1917500324,-19.7609,-14.699,212.28
3497572,1917510136,-20.5465,-17.4281,219.504
3497573,1917519961,-21.4106,-19.3178,225.895
3497574,1917529812,-21.9347,-21.3651,231.545
3497575,1917539629,-22.5825,-23.4803,236.642
3497576,1917549414,-22.7874,-25.4759,240.577
3497577,1917559319,-23.0342,-27.4922,243.618
3497578,1917569138,-22.8561,-29.1934,245.294
3497579,1917578976,-22.9055,-30.3769,246.118
3497580,1917588746,-22.9439,-31.214,246.374
3497581,1917598619,-22.9337,-31.823,245.968
3497582,1917608428,-22.6108,-33.0246,243.99
3497583,1917618352,-22.0457,-34.2402,239.888
3497584,1917628130,-21.5348,-34.9157,235.13
3497585,1917637978,-20.8966,-35.0602,228.987
3497586,1917647792,-20.233,-34.6344,222.041
3497587,1917657665,-19.6636,-33.6436,214.649
3497588,1917667523,-18.2412,-33.033,204.628
3497589,1917677390,-16.5739,-32.3723,194.109
3497590,1917687148,-14.6796,-31.3554,182.809
3497591,1917696986,-12.3092,-30.6594,171.043
3497592,1917706788,-9.44815,-30.0631,158.909
3497593,1917716624,-6.11289,-29.8166,146.777
3497594,1917726495,-2.35813,-29.3711,135.138
3497595,1917736321,1.30876,-29.3977,124.212
3497596,1917746159,4.80891,-29.9051,115.415
3497597,1917765885,11.5419,-31.3239,104.398
3497598,1917775636,13.3832,-33.4202,103.317
3497599,1917785510,14.4547,-35.7721,104.756
3497600,1917795334,15.3843,-38.8578,108.617
3497601,1917805171,15.423,-41.9599,114.747
3497602,1917815013,14.93,-45.5998,122.792
3497603,1917824885,14.0572,-50.24,132.83
3497604,1917834691,12.6314,-54.786,144.507
3497605,1917844541,10.866,-60.4991,157.36
3497606,1917854408,9.02988,-67.0767,171.343
3497607,1917864170,7.05562,-74.7443,186.244
3497608,1917874091,5.21913,-83.0324,201.661
3497609,1917883878,3.41721,-91.9233,216.705
3497610,1917903623,-0.461256,-113.283,251.185
3497611,1917913397,-1.22572,-122.295,264.301
3497612,1917923193,-2.17381,-132.563,277.156
3497613,1917933081,-2.75491,-142.165,289.562
3497614,1917942959,-2.89152,-153.103,301.457
3497615,1917952803,-3.14871,-163.413,313.023
3497616,1917962565,-3.21654,-173.221,324.047
3497617,1917972473,-3.26272,-182.824,333.034
3497618,1917982252,-1.06895,-192.98,340.154
3497619,1917992108,0.18642,-201.374,345.472
3497620,1918001870,1.35202,-208.471,349.324
3497621,1918011752,1.88651,-214.744,350.682
3497622,1918021595,2.98412,-220.356,352.536
3497623,1918031460,4.1075,-225.677,352.6
3497624,1918041340,11.4631,-228.132,357.855
3497625,1918051115,13.8822,-232.953,355.77
3497626,1918060968,15.4635,-235.893,353.042
