%frameid,time(us),x(mm),y(mm),z(mm) 
926781,2000921666,4.44307,-177.453,249.761
926782,2000930870,0.0955122,-177.421,249.647
926783,2000940136,-4.3544,-177.261,249.557
926784,2000949343,-8.79326,-177.203,249.142
926785,2000958599,-13.3834,-176.458,249.939
926786,2000967791,-18.021,-175.675,250.57
926787,2000976978,-22.2768,-175.169,250.894
926788,2000986313,-26.8377,-174.187,251.057
926789,2000995537,-30.9628,-172.583,250.418
926790,2001004752,-35.2092,-170.828,250.396
926791,2001013992,-39.0267,-169.62,249.743
926792,2001023192,-43.0476,-167.488,249.59
926793,2001032411,-47.293,-165.615,250.562
926794,2001041612,-51.1562,-163.549,250.728
926795,2001050887,-55.0147,-162.092,251.111
926796,2001060138,-58.6422,-160.051,251.374
926797,2001069395,-61.8631,-157.771,251.778
926798,2001078572,-65.2298,-156.131,252.381
926799,2001087829,-69.3301,-153.857,253.398
926800,2001097046,-73.4271,-151.91,255.104
926801,2001115476,-79.2747,-149.438,256.403
926802,2001124734,-82.4295,-144.83,255.201
926803,2001133912,-85.8718,-140.175,254.446
926804,2001143175,-89.113,-135.758,253.427
926805,2001152418,-92.8148,-132.79,254.965
926806,2001161621,-95.4978,-129.132,255.006
926807,2001170929,-98.1362,-125.335,254.911
926808,2001180043,-100.086,-121.806,254.161
926809,2001189346,-102.218,-117.367,253.161
926810,2001198536,-103.413,-114.431,252.636
926811,2001207809,-108.563,-109.255,253.86
926812,2001217000,-110.591,-103.785,253.521
926813,2001226261,-112.207,-99.1005,253.268
926814,2001235456,-113.982,-94.4469,253.059
926815,2001244641,-115.535,-90.2264,252.851
926816,2001253886,-117.187,-85.6182,252.978
926817,2001263088,-118.576,-81.2884,252.735
926818,2001272381,-120.206,-76.4881,252.634
926819,2001281594,-121.208,-72.2882,252.266
926820,2001290784,-122.551,-67.1833,251.936
926821,2001300052,-123.52,-63.0343,251.822
926822,2001309275,-124.522,-58.34,252.083
926823,2001318501,-125.15,-53.7094,251.878
926824,2001327709,-125.565,-49.3395,251.756
926825,2001337035,-125.938,-44.6701,251.689
926826,2001346240,-125.989,-40.3061,251.79
926827,2001355523,-125.902,-36.6167,251.894
926828,2001364639,-125.939,-31.8432,251.914
926829,2001373985,-125.876,-26.3365,252.063
926830,2001383169,-125.278,-22.1428,252.094
926831,2001392340,-124.656,-18.1015,252.299
926832,2001401537,-124.04,-13.1534,252.677
926833,2001410815,-123.149,-8.57268,252.791
926834,2001420104,-122.032,-3.98588,253.28
926835,2001429279,-120.84,0.56351,253.815
926836,2001438587,-119.453,4.77208,254.329
926837,2001447709,-117.921,9.04994,255.121
926838,2001456936,-116.298,13.4609,255.942
926839,2001466247,-114.269,17.0884,256.72
926840,2001475447,-112.344,22.3625,257.579
926841,2001484706,-110.184,26.2612,258.209
926842,2001493831,-108.017,30.3777,259.336
926843,2001503141,-105.793,34.756,260.545
926844,2001512382,-103.007,38.5707,261.437
926845,2001521615,-100.312,42.1819,262.422
926846,2001530766,-97.276,45.638,263.253
926847,2001540007,-94.3308,50.6292,264.462
926848,2001549295,-91.2093,54.4308,265.348
926849,2001558493,-87.8647,57.7125,266.126
926850,2001567724,-84.4132,60.6548,266.955
926851,2001576992,-80.8569,64.0678,267.803
926852,2001586223,-77.1298,66.5041,268.447
926853,2001595389,-73.3006,69.355,269.15
926854,2001604667,-69.2781,71.9884,269.613
926855,2001613837,-65.4528,74.5784,270.209
926856,2001623165,-61.4151,77.1966,270.636
926857,2001632363,-57.2703,79.4597,271.131
926858,2001641538,-53.0276,81.4689,271.703
926859,2001650821,-48.7332,83.5828,272.15
926860,2001660025,-44.6116,85.3934,272.546
926861,2001669294,-40.2371,86.7656,272.882
926862,2001678542,-35.8977,87.8997,273.289
926863,2001687758,-31.5005,88.9273,273.89
926864,2001696891,-27.1974,89.5583,274.34
926865,2001706124,-22.6998,90.4287,274.603
926866,2001715362,-18.3458,90.8699,274.944
926867,2001724661,-14.0191,91.443,275.366
926868,2001733832,-9.7731,91.6071,275.822
926869,2001743129,-5.43682,91.7576,276.28
926870,2001752370,-1.30414,91.6292,276.095
926871,2001761601,2.88842,91.2286,276.615
926872,2001770821,6.90788,90.6456,276.848
926873,2001779953,10.9872,89.804,277.541
926874,2001789271,15.0857,89.016,278.379
926875,2001798466,18.9872,88.0429,278.986
926876,2001807683,22.7793,87.2281,279.495
926877,2001816950,26.5134,85.7723,280.014
926878,2001826193,30.2319,84.5612,280.561
926879,2001835415,33.8902,82.6227,281.141
926880,2001844590,37.516,81.2466,281.486
926881,2001853879,41.2072,79.2805,282.169
926882,2001863015,44.7581,76.559,282.662
926883,2001872346,48.2893,73.8038,282.853
926884,2001881504,51.665,71.6404,283.167
926885,2001890744,55.1139,68.9465,283.606
926886,2001899961,58.5036,66.157,283.836
926887,2001909274,61.8699,62.9473,284.127
926888,2001918500,65.0734,60.2544,284.197
926889,2001927631,68.2488,57.3161,284.198
926890,2001936973,71.4798,54.0926,284.333
926891,2001946193,74.6499,50.3514,284.469
926892,2001955466,77.7467,46.4381,284.614
926893,2001964665,80.8506,43.2605,284.735
926894,2001973796,83.7067,39.5896,284.906
926895,2001983105,86.5915,36.26,284.928
926896,2001992259,89.2082,33.0003,284.75
926897,2002001576,91.9353,29.2128,285.163
926898,2002010707,94.4686,25.1348,285.199
926899,2002020004,97.1478,20.335,285.426
926900,2002047629,106.286,7.80436,286.12
926901,2002056918,107.904,4.12138,286.007
926902,2002066149,109.771,0.55713,286.097
926903,2002075399,111.881,-3.28547,286.317
926904,2002084626,113.808,-7.38131,286.432
926905,2002093819,115.521,-11.3331,286.254
926906,2002103078,117.385,-15.6925,286.146
926907,2002112297,119.161,-20.3363,285.96
926908,2002121535,120.584,-24.2778,285.767
926909,2002130743,122.067,-28.2626,285.819
926910,2002140004,123.122,-32.552,285.754
926911,2002149230,124.048,-36.6614,285.481
926912,2002158441,124.919,-40.7379,285.144
926913,2002167659,125.593,-44.8746,284.828
926914,2002176945,125.915,-49.1716,284.146
926915,2002186099,126.1,-52.9507,283.691
926916,2002195392,126.362,-57.2375,283.426
926917,2002204609,126.307,-60.9115,282.911
926918,2002213871,126.006,-64.6251,282.239
926919,2002223068,125.609,-68.3929,281.871
926920,2002232301,125.024,-72.5517,281.222
926921,2002241532,124.391,-76.3873,280.436
926922,2002250745,123.619,-80.3251,279.896
926923,2002259973,122.715,-84.2851,279.62
926924,2002269163,121.717,-88.278,278.907
926925,2002278478,120.313,-91.7546,277.714
926926,2002287673,118.9,-95.1794,276.521
926927,2002296825,117.272,-98.4295,275.941
926928,2002306122,115.393,-101.867,274.864
926929,2002315292,113.407,-105.036,273.62
926930,2002324519,111.304,-108.165,272.388
926931,2002333806,109.486,-111.49,271.256
926932,2002343043,107.28,-114.481,269.943
926933,2002352268,104.958,-117.433,268.78
926934,2002361490,102.429,-120.538,267.507
926935,2002370694,99.656,-123.373,266.092
926936,2002379926,96.9997,-126.402,264.828
926937,2002389196,94.3119,-129.325,264.022
926938,2002398441,91.2896,-131.994,262.746
926939,2002407649,88.219,-134.368,261.492
926940,2002416816,85.0317,-136.32,260.382
926941,2002426126,81.6945,-138.577,259.089
926942,2002435345,78.311,-140.259,257.408
926943,2002444559,74.9627,-142.548,256.055
926944,2002453821,71.3754,-144.555,255.021
926945,2002462936,67.8599,-146.244,254.438
926946,2002472278,64.2243,-147.911,253.564
926947,2002481499,60.4821,-149.826,252.743
926948,2002490746,56.7999,-151.114,252.328
926949,2002499974,52.9539,-152.177,251.524
926950,2002509121,49.3259,-153.348,251.041
926951,2002518433,45.5623,-154.416,250.412
926952,2002527641,41.5691,-155.318,249.751
926953,2002536876,37.6462,-156.108,249.365
926954,2002546100,33.6776,-157.141,248.916
926955,2002555375,29.8226,-157.824,248.626
926956,2002564616,25.7442,-158.234,248.463
926957,2002573822,21.3891,-158.079,248.025
926958,2002583024,17.2575,-158.156,247.835
926959,2002592256,13.0551,-158.459,247.666
926960,2002601503,8.81024,-158.446,247.361
926961,2002610691,4.48847,-157.911,247.213
926962,2002619928,0.252855,-157.377,246.786
926963,2002629171,-3.93706,-156.398,246.101
926964,2002638402,-8.05676,-155.688,246.194
926965,2002647605,-12.5174,-154.678,246.296
926966,2002656869,-16.9531,-153.973,246.417
926967,2002666034,-21.3123,-151.128,245.989
926968,2002675301,-25.6643,-150.225,247.038
926969,2002684577,-29.7801,-149.743,247.603
926970,2002693700,-33.7851,-148.406,248.204
926971,2002702994,-37.7011,-147.466,248.747
926972,2002712242,-41.1387,-146.563,249.232
926973,2002721507,-45.4165,-145.748,250.384
926974,2002730733,-49.1713,-144.209,251.263
926975,2002739913,-52.8272,-142.002,251.286
926976,2002749090,-56.089,-138.874,251.162
926977,2002758403,-59.0928,-136.562,251.455
926978,2002767623,-62.0626,-133.83,251.545
926979,2002776855,-64.7097,-131.372,251.365
926980,2002786088,-67.8526,-127.231,250.983
926981,2002795300,-70.5142,-123.551,251.121
926982,2002804551,-73.1851,-119.74,251.128
926983,2002813760,-75.5659,-115.55,250.622
926984,2002822997,-77.568,-111.745,249.764
926985,2002832185,-79.8743,-107.851,249.872
926986,2002841474,-82.4666,-104.148,250.366
926987,2002850673,-84.1661,-100.154,250.566
926988,2002859912,-86.0208,-96.1159,250.972
926989,2002869155,-88.5161,-91.5334,252.107
926990,2002878375,-90.1084,-87.0122,252.371
926991,2002887598,-91.2483,-82.9296,252.426
926992,2002896781,-92.3615,-78.6095,252.503
926993,2002906029,-93.5216,-74.2018,253.136
926994,2002915324,-94.7837,-69.2164,253.696
926995,2002924484,-96.1638,-63.9647,254.792
926996,2002933741,-96.2584,-59.7066,254.897
926997,2002942992,-96.5546,-55.1514,254.856
926998,2002952204,-96.6736,-50.8785,255.006
926999,2002961409,-96.8179,-45.3262,254.698
927000,2002970663,-97.015,-40.2775,255.276
927001,2002979842,-96.8119,-35.7978,255.206
927002,2002989143,-96.7337,-30.875,255.607
927003,2002998347,-96.5707,-25.7758,255.886
927004,2003007581,-96.1107,-20.706,256.021
927005,2003016774,-95.7651,-15.1868,256.174
927006,2003026069,-94.9515,-10.3728,256.523
927007,2003035237,-93.9455,-5.95597,256.819
927008,2003044425,-92.9754,-1.27789,257.191
927009,2003053689,-91.6954,3.64958,257.467
927010,2003062898,-90.1242,8.17559,257.527
927011,2003072170,-88.2247,12.245,257.443
927012,2003081381,-86.5128,16.9229,257.918
927013,2003090660,-84.5142,21.5387,258.162
927014,2003099865,-82.5639,26.1397,258.645
927015,2003109150,-80.3946,30.6736,259.186
927016,2003118300,-78.1082,35.1385,259.769
927017,2003127488,-75.3547,39.0471,260.174
927018,2003136840,-72.7077,42.77,260.696
927019,2003146039,-69.9013,46.5776,261.296
927020,2003155242,-67.1643,50.5416,261.747
927021,2003164502,-64.3096,54.5106,262.302
927022,2003173729,-61.208,57.7542,262.617
927023,2003182981,-58.0084,61.0373,263.02
927024,2003192183,-54.9103,64.2556,263.313
927025,2003219845,-42.6288,73.964,263.521
927026,2003229089,-39.878,76.1661,263.697
927027,2003238336,-36.7682,78.5826,264.032
927028,2003247575,-33.3075,81.5395,264.46
927029,2003256792,-29.6374,83.5183,264.686
927030,2003265954,-25.8734,84.9619,264.799
927031,2003275224,-21.9645,86.6227,265.07
927032,2003284455,-18.0243,88.6254,265.309
927033,2003293642,-14.2379,90.0533,265.317
927034,2003302848,-10.2682,92.498,265.56
927035,2003312093,-6.26244,94.0655,265.642
927036,2003321334,-2.12163,95.4438,265.818
927037,2003330558,2.1321,96.9176,265.883
927038,2003339796,6.36801,97.8894,265.97
927039,2003349034,10.7517,98.8288,266.127
927040,2003358265,14.9252,99.4863,266.094
927041,2003367465,19.0069,100.319,266.171
927042,2003376690,23.2509,101.195,266.276
927043,2003385949,27.3046,101.691,266.113
927044,2003395176,31.4876,102.448,266.305
927045,2003404423,35.5834,102.993,266.457
927046,2003413667,39.7476,103.531,266.796
927047,2003422839,43.8316,103.793,266.974
927048,2003432092,48.1118,103.952,267.336
927049,2003441310,52.2123,103.933,267.326
927050,2003450541,56.6011,103.825,267.504
927051,2003459781,60.6015,103.217,267.437
927052,2003468986,64.5717,102.612,267.621
927053,2003478227,68.5652,101.797,267.493
927054,2003487452,72.5822,101.254,267.774
927055,2003496681,76.4879,100.636,267.757
927056,2003505923,80.2679,99.5482,267.697
927057,2003515149,84.0981,98.3929,267.815
927058,2003524378,87.9701,97.0571,267.815
927059,2003533606,91.4913,95.8583,267.859
927060,2003542853,94.8971,94.4396,267.747
927061,2003552109,98.3984,92.5772,267.719
927062,2003561302,101.713,90.7096,267.671
927063,2003570544,105.003,88.3638,267.652
927064,2003579780,108.065,85.7755,267.547
927065,2003588999,111.224,83.5205,267.529
927066,2003598249,114.19,80.6743,267.441
927067,2003607436,117.141,77.9761,267.368
927068,2003616680,119.843,75.5753,266.971
927069,2003625900,122.474,71.9433,266.771
927070,2003635113,124.838,68.4026,266.527
927071,2003644373,127.388,65.4116,266.252
927072,2003653595,129.758,61.8478,266.034
927073,2003662812,131.757,59.0304,265.767
927074,2003672080,133.498,55.019,265.208
927075,2003681301,135.558,51.766,264.777
927076,2003690537,137.442,48.4498,264.486
927077,2003699714,139.09,44.021,264.156
927078,2003708979,140.612,39.2346,263.659
927079,2003718236,141.888,34.7785,263.043
927080,2003727455,143.013,31.039,262.515
927081,2003736628,143.895,26.848,262.148
927082,2003745913,144.86,22.6103,261.72
927083,2003755148,145.54,18.0473,261.281
927084,2003764361,146.182,13.473,260.606
927085,2003773625,146.633,8.6043,259.927
927086,2003782808,146.834,4.00116,258.984
927087,2003792037,147.074,-0.2266,257.956
927088,2003801277,147.111,-4.47826,256.987
927089,2003810500,146.967,-8.75764,256.127
927090,2003819723,146.8,-12.8575,255.265
927091,2003828952,146.368,-17.7886,254.165
927092,2003838202,145.835,-22.2884,253.254
927093,2003847406,145.185,-26.7133,252.31
927094,2003856628,144.431,-30.9224,251.293
927095,2003865872,143.511,-35.2133,250.178
927096,2003875112,142.595,-39.242,249.11
927097,2003884335,141.353,-43.4527,247.753
927098,2003893578,140.271,-47.3973,246.671
927099,2003902804,139.08,-51.5504,245.509
927100,2003912125,137.717,-55.7839,244.466
927101,2003921288,136.446,-60.0174,243.494
927102,2003930520,134.898,-63.8047,242.572
927103,2003939813,133.472,-67.9335,241.476
927104,2003949033,131.933,-71.7354,240.595
927105,2003958268,130.325,-75.9243,239.543
927106,2003967448,128.409,-79.9924,238.379
927107,2003976670,126.356,-83.5489,237.012
927108,2003985936,124.187,-87.3408,235.683
927109,2003995094,121.968,-91.008,234.658
927110,2004004389,119.476,-94.128,233.696
927111,2004013566,117.241,-97.4886,232.955
927112,2004022868,114.691,-100.607,232.101
927113,2004032011,112.033,-103.758,231.073
927114,2004041337,109.39,-107.138,230.089
927115,2004050542,106.604,-110.121,229.164
927116,2004059651,103.648,-112.926,228.425
927117,2004068968,100.435,-115.635,227.588
927118,2004078220,97.3514,-118.544,226.766
927119,2004087477,94.1193,-121.074,226.226
927120,2004096586,90.6872,-123.559,225.581
927121,2004105877,87.3818,-126.319,225.012
927122,2004115102,83.9138,-128.718,224.522
927123,2004124376,80.3798,-130.946,224.226
927124,2004133639,76.6808,-133.286,223.706
927125,2004142780,73.0599,-134.866,223.372
927126,2004152103,69.2802,-136.723,223.279
927127,2004161206,65.672,-138.195,223.376
927128,2004170541,61.9457,-140.312,223.297
927129,2004179678,58.178,-141.836,223.337
927130,2004189029,54.2433,-143.144,223.613
927131,2004198172,50.286,-144.472,223.818
927132,2004207508,46.502,-145.822,224.118
927133,2004216638,42.9219,-148.029,224.337
927134,2004225909,39.2219,-149.146,224.597
927135,2004235142,35.2813,-150.38,224.915
927136,2004244300,31.4585,-151.382,225.34
927137,2004253577,27.6033,-152.196,225.795
927138,2004262819,23.6781,-152.726,226.229
927139,2004272010,19.6291,-153.268,226.792
927140,2004281252,15.7299,-153.798,227.359
927141,2004290506,11.8066,-154.268,227.906
927142,2004299712,7.89817,-153.934,227.818
927143,2004308989,4.13694,-153.738,228.464
927144,2004318221,0.315777,-153.944,229.112
927145,2004327373,-3.6972,-154.366,230.286
927146,2004336661,-7.609,-154.575,231.818
927147,2004345924,-11.81,-154.284,233.325
927148,2004355158,-15.7768,-153.441,234.09
927149,2004364328,-19.8611,-153.396,235.886
927150,2004392054,-32.3307,-150.666,239.252
927151,2004401281,-35.0277,-149.899,240.163
927152,2004410508,-38.2448,-148.985,241.321
927153,2004419725,-41.8924,-147.361,242.227
927154,2004428970,-45.5409,-145.108,242.668
927155,2004438136,-49.072,-143.205,243.47
927156,2004447371,-52.8346,-140.796,243.717
927157,2004456573,-56.9196,-138.517,245.047
927158,2004465833,-60.5643,-135.909,245.182
927159,2004475045,-63.9402,-133.218,245.282
927160,2004484275,-67.2489,-130.904,245.899
927161,2004493483,-70.4464,-127.722,246.121
927162,2004502730,-73.2265,-125.601,246.57
927163,2004511977,-76.9698,-122.286,247.315
927164,2004521212,-80.0207,-120.121,248.309
927165,2004530423,-83.3796,-116.946,249.445
927166,2004539641,-86.4987,-113.124,249.671
927167,2004548875,-89.3566,-109.247,249.709
927168,2004558166,-91.9459,-105.364,249.678
927169,2004567331,-94.8076,-101.077,249.715
927170,2004576641,-97.28,-97.1744,250.294
927171,2004585896,-99.3331,-93.165,250.469
927172,2004595032,-101.252,-88.9787,250.236
927173,2004604217,-102.863,-84.9314,250.248
927174,2004613689,-103.161,-80.2718,249.304
927175,2004622783,-105.267,-75.3156,249.864
927176,2004632023,-106.712,-71.1089,250.611
927177,2004641270,-107.704,-67.1284,251.213
927178,2004650465,-108.233,-62.4537,250.687
927179,2004659712,-108.827,-58.0146,250.912
927180,2004668920,-109.37,-53.575,251.346
927181,2004678156,-109.8,-48.8677,251.463
927182,2004687415,-109.491,-44.9052,251.746
927183,2004696556,-108.8,-40.5056,251.418
927184,2004705830,-108.189,-35.7509,251.639
927185,2004715135,-107.592,-30.7314,251.289
927186,2004724239,-106.649,-26.4684,251.809
927187,2004733473,-105.773,-21.4981,252.195
927188,2004742776,-104.743,-16.8331,252.939
927189,2004751978,-103.098,-12.6308,252.983
927190,2004761158,-101.322,-8.62278,253.419
927191,2004770491,-99.5446,-4.39322,253.815
927192,2004779611,-97.7965,-0.000927879,254.28
927193,2004788940,-95.7108,4.61503,254.631
927194,2004798168,-93.3846,8.55576,254.7
927195,2004807381,-90.8943,12.4677,255.033
927196,2004816574,-88.4262,16.3263,255.44
927197,2004825833,-85.9072,20.5638,255.946
927198,2004835086,-83.169,24.4463,256.24
927199,2004844223,-80.4811,28.6774,256.562
927200,2004853523,-77.4525,32.7773,256.71
927201,2004862772,-74.1994,36.4309,256.941
927202,2004871979,-70.7412,39.695,257.186
927203,2004881203,-67.3913,43.272,257.531
927204,2004890457,-63.9585,46.6853,257.965
927205,2004899634,-60.3197,49.7816,258.141
927206,2004908911,-56.6531,53.0552,258.5
927207,2004918173,-52.7919,55.8561,258.838
927208,2004927276,-48.8022,58.625,259.163
927209,2004936582,-44.6768,61.0583,259.591
927210,2004945837,-40.615,63.4438,259.968
927211,2004955057,-36.4583,65.3886,260.314
927212,2004964307,-32.1838,67.0675,260.837
927213,2004973537,-27.7488,68.6287,261.265
927214,2004982753,-23.2795,70.2576,261.708
927215,2004991963,-18.8986,72.2256,262.28
927216,2005001211,-14.4966,73.6858,262.724
927217,2005010455,-10.0653,74.6783,263.145
927218,2005019650,-5.54087,75.4592,263.513
927219,2005028882,-1.05572,76.0738,263.958
927220,2005038086,3.43054,76.407,264.427
927221,2005047368,7.72779,76.4818,264.256
927222,2005056531,12.0203,76.6009,264.687
927223,2005065752,16.2588,76.6647,265.184
927224,2005075055,20.811,76.2868,265.911
927225,2005084261,25.3025,75.8796,266.498
927226,2005093534,29.5207,75.3099,266.957
927227,2005102725,33.7676,74.4719,267.475
927228,2005111946,38.0309,73.3959,267.899
927229,2005121180,42.3602,72.1353,268.295
927230,2005130436,46.7998,70.3793,268.461
927231,2005139654,51.2728,68.0261,268.6
927232,2005148826,55.5968,66.4523,268.609
927233,2005158097,59.828,64.9814,268.588
927234,2005167284,64.1624,62.4852,268.817
927235,2005176572,68.2969,60.5179,268.846
927236,2005185794,72.2984,58.1492,268.915
927237,2005195002,76.3561,55.8516,269.042
927238,2005204233,80.3182,53.8848,269.025
927239,2005213430,84.1509,51.7892,268.935
927240,2005222726,87.9098,49.042,268.721
927241,2005231903,91.6105,45.8817,268.46
927242,2005241091,95.4544,43.1832,268.505
927243,2005250403,99.1362,39.8985,268.701
927244,2005259631,102.648,36.3208,268.505
927245,2005268886,106.153,32.9746,268.323
927246,2005278032,109.34,29.1572,267.968
927247,2005287326,112.493,25.9521,267.766
927248,2005296532,115.426,22.4357,267.45
927249,2005305816,118.125,18.367,267.261
927250,2005315003,120.727,14.2768,266.968
927251,2005324168,123.157,9.82237,266.568
927252,2005333502,125.487,5.49543,266.094
927253,2005342670,127.702,1.1658,266.076
927254,2005351919,129.814,-2.97493,265.986
927255,2005361059,131.49,-7.06048,265.764
927256,2005370376,133.08,-11.7454,265.504
927257,2005379557,134.586,-16.1395,265.391
927258,2005388887,135.828,-20.8102,265.096
927259,2005398056,136.88,-25.1368,264.631
927260,2005407302,137.339,-29.5768,264.091
927261,2005416562,138.022,-34.0041,263.917
927262,2005425779,138.698,-39.1562,264.046
927263,2005434959,138.967,-43.9591,263.73
927264,2005444153,139.14,-48.563,263.489
927265,2005453460,139.209,-53.0662,263.261
927266,2005462716,138.885,-57.4603,263.076
927267,2005471905,138.616,-62.113,262.731
927268,2005481168,137.958,-66.8417,262.259
927269,2005490387,137.216,-71.6129,261.505
927270,2005499631,136.747,-76.3542,261.247
927271,2005508796,135.806,-81.402,261.079
927272,2005518085,134.771,-86.5502,260.948
927273,2005527210,133.421,-90.9196,260.403
927274,2005536530,131.793,-95.8206,259.711
927275,2005564209,125.185,-109.289,257.933
927276,2005573416,123.564,-113.22,257.09
927277,2005582610,121.555,-117.796,256.248
927278,2005591905,119.319,-122.473,255.917
927279,2005601145,116.755,-126.979,255.247
927280,2005610275,114.295,-131.217,254.44
927281,2005619582,111.717,-135.719,253.558
927282,2005628820,108.985,-139.847,252.661
927283,2005638114,106.048,-143.821,251.886
927284,2005647276,103.112,-147.854,251.327
927285,2005656521,99.7873,-151.633,250.298
927286,2005665762,96.5985,-155.487,249.575
927287,2005674970,93.124,-159.292,248.753
927288,2005684205,89.7047,-163.117,247.931
927289,2005693479,86.1963,-167.135,247.381
927290,2005702657,82.2833,-170.453,246.63
927291,2005711906,78.4944,-173.834,245.767
927292,2005721165,74.6881,-176.323,245.04
927293,2005730283,70.6089,-178.945,244.058
927294,2005739551,66.7749,-181.6,243.697
927295,2005748745,62.6801,-183.965,243.021
927296,2005757972,58.6116,-186.087,242.742
927297,2005767219,54.4203,-187.811,242.566
927298,2005776479,50.2415,-189.349,242.56
927299,2005785735,45.896,-190.995,242.65
927300,2005794982,41.9033,-192.704,242.576
927301,2005804178,37.7546,-193.834,242.03
927302,2005813365,33.1895,-195.07,241.854
927303,2005822617,28.459,-195.897,241.935
927304,2005831866,23.8177,-196.686,241.991
927305,2005841161,19.0498,-197.416,242.08
927306,2005850273,14.2448,-198.128,242.169
927307,2005859544,9.47885,-199.079,242.461
927308,2005868786,4.93431,-199.702,242.366
927309,2005878020,0.0646071,-199.749,242.388
927310,2005887242,-4.76754,-199.943,242.547
927311,2005896425,-9.8421,-200.09,243.328
927312,2005905751,-14.7363,-199.99,243.876
927313,2005914916,-19.5378,-199.083,243.406
927314,2005924156,-24.0265,-197.943,243.224
927315,2005933401,-29.2551,-196.331,243.882
927316,2005942582,-33.2616,-195.326,243.989
927317,2005951807,-37.1343,-194.201,243.646
927318,2005961021,-41.5217,-194.018,244.801
927319,2005970308,-45.9368,-192.557,245.111
927320,2005979534,-50.1347,-191.85,246.352
927321,2005988798,-54.8437,-190.411,247.038
927322,2005997989,-59.2222,-188.62,247.228
927323,2006007234,-63.8224,-185.944,247.124
927324,2006016438,-67.5731,-182.906,246.307
927325,2006025689,-70.6424,-179.721,245.428
927326,2006034896,-74.7958,-176.875,245.147
927327,2006044151,-78.5365,-174.49,245.396
927328,2006053368,-82.1406,-172.021,245.66
927329,2006062620,-85.592,-169.322,245.862
927330,2006071820,-89.0345,-165.375,245.688
927331,2006081128,-91.5917,-161.517,244.647
927332,2006090328,-94.4355,-157.354,244.139
927333,2006099489,-97.7451,-153.697,244.371
927334,2006108755,-101.064,-149.688,244.562
927335,2006117955,-103.076,-145.99,243.838
927336,2006127123,-105.949,-144.417,245.216
927337,2006136446,-108.2,-140.038,243.899
927338,2006145640,-110.734,-136.747,244.179
927339,2006154917,-112.755,-134.254,244.173
927340,2006164120,-114.515,-129.987,243.603
927341,2006173375,-117.517,-126.285,245.1
927342,2006182555,-121.335,-120.303,246.018
927343,2006191829,-122.925,-114.383,245.371
927344,2006201046,-124.099,-109.112,245.1
927345,2006210183,-124.829,-104.388,245.631
927346,2006219528,-125.098,-100.11,246.263
927347,2006228747,-125.696,-95.0601,247.281
927348,2006237943,-125.472,-89.858,247.893
927349,2006247234,-125.323,-84.2967,248.503
927350,2006256427,-124.943,-79.017,248.859
927351,2006265684,-123.992,-73.8416,249.012
927352,2006274869,-123.799,-68.1775,249.817
927353,2006284145,-122.304,-63.0265,249.641
927354,2006293340,-120.66,-57.9771,249.771
927355,2006302588,-119.488,-51.8599,250.017
927356,2006311825,-117.872,-45.8314,249.798
927357,2006321031,-116.312,-39.9602,249.993
927358,2006330243,-114.239,-34.7043,250.407
927359,2006339532,-112.403,-28.7161,250.852
927360,2006348685,-110.559,-23.1113,251.331
927361,2006357929,-108.14,-17.3089,251.432
927362,2006367217,-105.316,-12.3216,251.748
927363,2006376421,-102.558,-7.33386,252.288
927364,2006385649,-99.6165,-2.17484,252.711
927365,2006394829,-96.8902,3.0978,253.431
927366,2006404128,-93.6258,8.02903,253.634
927367,2006413281,-90.2564,12.398,253.911
927368,2006422554,-86.9525,17.494,254.192
927369,2006431848,-83.3215,22.4941,254.328
927370,2006441053,-79.6242,26.514,254.422
927371,2006450266,-75.8648,31.1413,254.489
927372,2006459452,-71.9025,35.6814,254.636
927373,2006468725,-67.6372,39.3095,254.669
927374,2006477955,-63.2649,43.2566,254.666
927375,2006487201,-58.8937,47.485,254.649
927376,2006496347,-54.3895,51.2448,254.717
927377,2006505664,-49.7266,55.0364,254.814
927378,2006514861,-45.0694,58.2035,254.427
927379,2006524058,-40.1802,60.6677,254.341
927380,2006533353,-35.0482,63.6053,254.435
927381,2006542560,-29.9879,66.4191,254.446
927382,2006551731,-24.9333,69.2456,254.31
927383,2006561017,-19.6654,71.372,254.112
927384,2006570239,-14.2461,73.8432,253.985
927385,2006579429,-8.88387,75.5911,253.879
927386,2006588739,-3.49456,76.6888,253.836
927387,2006597871,1.96315,78.1413,253.726
927388,2006607182,7.24854,79.416,253.649
927389,2006616382,12.7144,80.4527,253.614
927390,2006625625,17.9408,81.007,253.487
927391,2006634848,23.0773,81.3564,253.475
927392,2006644010,28.1137,81.4781,253.588
927393,2006653328,33.2681,81.1996,253.735
927394,2006662571,38.0861,80.7253,254.005
927395,2006671767,42.7369,80.1606,254.164
927396,2006680951,47.2035,79.3252,254.323
927397,2006690211,51.9045,77.6099,254.61
927398,2006699429,56.484,76.2904,254.746
927399,2006708700,60.9429,74.5756,254.992
927400,2006736387,76.4503,67.5346,255.247
927401,2006745569,79.421,65.7754,255.362
927402,2006754809,82.9479,63.4476,255.677
927403,2006764077,86.6744,59.9855,255.694
927404,2006773313,90.4657,56.7663,255.613
927405,2006782521,94.2313,53.236,255.536
927406,2006791752,97.858,49.7436,255.409
927407,2006801000,101.545,46.2667,255.205
927408,2006810238,105.369,42.7836,255.472
