time,x_corr,y_corr,z_corr,Q1L,Q2L,dL,Q3L,QgL,FgL,Q1R,Q2R,dR,Q3R,QgR,FgR,xL,yL,zL,xR,yR,zR,toolPathL,toolPathR,toolSpeedL,toolSpeedR,toolAccL,toolAccR,toolJerkL,toolJerkR,toolPathCrvL,toolPathCrvR,dQ3L,dQgL,dFgL,dQ3R,dQgR,dFgR,dQ3Latan,dQ3Ratan,dxL,dyL,dzL,dxR,dyR,dzR,inputx,inputy,inputz,skillLevel
-3.070000,-1.154412,0.959782,4.553768,1.400045,-15.341122,-5.885706,-45.357508,12.534209,-0.532677,15.627241,-26.619929,-4.538069,-37.268550,11.089578,-1.363416,-2.417612,3.925170,6.269982,1.872614,0.475914,2.100342,83.485863,85.911709,10.633676,6.161441,120.580820,30.613220,-265.238296,188.992852,0.134175,0.542819,146.232909,0.558347,2.899268,5.856486,48.835067,-13.632810,169.552104,9.192625,0.033921,-4.840549,-7.192622,0.880615,-0.793033,3.603306,-0.717490,1.114681,3.528249,3.000000
-3.037000,-1.149970,0.796728,4.303167,2.320474,-15.919163,-5.883977,-39.709351,12.514928,-0.410736,15.486420,-26.531177,-4.778054,-36.987799,12.268491,-1.756503,-2.413170,3.762116,6.019380,1.904280,0.443659,2.248039,83.936589,86.146950,14.500402,7.283288,94.722278,30.440443,-1638.353563,-142.306553,0.116181,0.179257,182.228114,-2.755255,4.298983,7.664082,23.923960,-10.015506,190.372647,12.023661,0.221508,-4.970094,-7.901839,1.023622,-1.145609,5.272970,-0.717490,1.114681,3.528249,3.000000
-3.004000,-1.140287,0.633897,4.034353,3.275305,-16.531991,-5.870223,-33.230756,12.359164,-0.250398,15.298758,-26.434927,-5.054725,-36.740823,12.624917,-2.022088,-2.403487,3.599285,5.750567,1.939625,0.400990,2.445775,84.344272,86.396407,17.287278,8.037433,17.041009,20.112473,-2495.536371,-403.070577,0.120826,0.092269,182.335321,-6.788557,5.130683,6.570037,3.258452,-6.060058,190.426509,10.310702,0.344992,-4.827384,-8.295967,1.100500,-1.417168,6.595616,-0.717490,1.114681,3.528249,3.000000
-2.971000,-1.127821,0.480159,3.757738,4.224832,-17.147748,-5.830227,-27.492581,12.066663,-0.074177,15.073103,-26.335929,-5.325112,-36.582813,12.443715,-2.156344,-2.391021,3.445547,5.473952,1.976294,0.350975,2.680024,85.056398,86.661934,16.536367,8.527662,-80.762846,3.884240,-2050.712693,-486.738952,0.147457,0.064628,142.885944,-9.931222,5.263318,4.734220,-7.708558,-2.213822,167.302812,7.432943,0.385732,-4.426746,-8.388214,1.102276,-1.585964,7.460056,-0.717490,1.114681,3.528249,3.000000
-2.938000,-1.115507,0.343492,3.482617,5.133925,-17.734831,-5.749665,-23.758557,11.695942,0.094375,14.819728,-26.239037,-5.573565,-36.468818,12.103359,-2.170116,-2.378707,3.308880,5.198831,2.011736,0.297263,2.934407,85.600388,86.946579,11.652280,8.454517,-134.393900,-13.076017,-454.071211,-380.622227,0.199624,0.059153,82.528450,-10.915199,4.755756,3.500194,-8.751663,1.118598,114.576148,5.496656,0.333957,-3.806969,-8.229954,1.026278,-1.638812,7.808397,-0.717490,1.114681,3.528249,3.000000
-2.905000,-1.106439,0.230235,3.216064,5.975665,-18.264884,-5.624809,-22.222142,11.335937,0.236803,14.549209,-26.148785,-5.800073,-36.358451,11.889581,-2.086077,-2.369639,3.195623,4.932277,2.043421,0.243782,3.191622,85.760782,87.247506,6.411838,7.601659,-108.933234,-22.912884,1154.194528,-198.535774,0.281331,0.069641,29.629206,-9.598706,3.814077,2.398097,-3.901471,3.654575,45.698059,3.766460,0.190293,-3.026769,-7.899710,0.876408,-1.572548,7.643259,-0.717490,1.114681,3.528249,3.000000
-2.872000,-1.103512,0.144539,2.962268,6.733663,-18.715412,-5.468969,-22.049601,11.056906,0.343346,14.271331,-26.069010,-6.004546,-36.282090,11.894739,-1.933612,-2.366712,3.109926,4.678481,2.069051,0.194388,3.435457,85.926299,87.449556,4.299618,6.641404,-39.031927,-23.907919,1718.548419,-118.745100,0.388202,0.103115,2.939472,-7.126081,2.702090,0.611163,1.504039,5.281540,4.616461,0.960004,-0.033877,-2.157966,-7.487884,0.662780,-1.394437,7.026069,-0.717490,1.114681,3.528249,3.000000
-2.839000,-1.109073,0.088061,2.722420,7.402777,-19.071727,-5.306999,-22.127394,10.869628,0.413052,13.994175,-26.002567,-6.182633,-36.292922,12.039160,-1.742800,-2.372273,3.053449,4.438634,2.086758,0.152533,3.652606,86.087275,87.640308,4.839892,6.087012,14.998318,-25.680899,1263.511216,-183.179495,0.492308,0.185707,1.651759,-5.306771,1.646343,-1.339247,3.829571,6.059693,2.594425,-2.103603,-0.317310,-1.277222,-7.080197,0.400760,-1.121437,6.066815,-0.717490,1.114681,3.528249,3.000000
-2.806000,-1.124630,0.059952,2.495134,7.988169,-19.328009,-5.159460,-21.822003,10.718887,0.451027,13.723513,-25.951138,-6.330297,-36.377510,12.176924,-1.539092,-2.387830,3.025340,4.211348,2.095246,0.120968,3.834018,86.245538,87.860635,5.973674,5.343577,33.077588,-35.200899,587.624911,-207.149908,0.539549,0.394725,11.392547,-5.552934,0.775297,-1.881063,2.555977,6.178850,17.846067,-2.954543,-0.630953,-0.457385,-6.742880,0.109513,-0.778430,4.907013,-0.717490,1.114681,3.528249,3.000000
-2.773000,-1.150637,0.057118,2.277290,8.502952,-19.487386,-5.028042,-21.165884,10.516906,0.464535,13.462578,-25.915175,-6.446279,-36.443361,12.208223,-1.340102,-2.413837,3.022506,3.993503,2.093899,0.101521,3.975606,86.515261,88.024263,6.730361,3.880319,37.666769,-44.140608,177.182110,7.127005,0.489098,0.967849,18.212020,-8.019265,0.112485,-0.219033,-0.366650,5.883934,28.407493,-0.344055,-0.940948,0.240501,-6.512286,-0.189800,-0.395613,3.698763,-0.717490,1.114681,3.528249,3.000000
-2.740000,-1.186392,0.074727,2.065132,8.964832,-19.561047,-4.894805,-20.495993,10.197365,0.459883,13.212218,-25.893952,-6.529462,-36.402127,12.132578,-1.155178,-2.449592,3.040115,3.781346,2.082803,0.094972,4.078229,86.711014,88.106263,7.648586,2.217251,45.017528,-38.822631,-175.937817,400.491142,0.359010,2.597023,17.522170,-11.484341,-0.383829,2.598608,-2.413514,5.394721,27.345578,4.081295,-1.212229,0.773524,-6.390602,-0.475978,-0.005375,2.583277,-0.717490,1.114681,3.528249,3.000000
-2.707000,-1.230061,0.106881,1.855396,9.392329,-19.566522,-4.737085,-20.027596,9.757326,0.441286,12.971410,-25.885729,-6.577387,-36.251724,12.025863,-0.987494,-2.493261,3.072269,3.571609,2.062726,0.101036,4.147003,86.982944,88.170257,9.460851,1.167558,39.484526,-17.138152,-711.219386,681.749339,0.204803,6.099477,12.519617,-14.054200,-0.762983,4.673975,-2.242672,4.847846,19.600403,7.338444,-1.412299,1.120833,-6.348135,-0.729696,0.360981,1.672270,-0.717490,1.114681,3.528249,3.000000
-2.674000,-1.278824,0.147381,1.646253,9.801185,-19.525377,-4.546322,-19.746685,9.261873,0.411669,12.738000,-25.888001,-6.590382,-36.065572,11.973393,-0.837470,-2.542024,3.112769,3.362467,2.035016,0.118450,4.190073,87.278970,88.181876,10.980535,1.075611,3.689908,9.472844,-1125.988995,607.885691,0.067943,7.386146,7.306434,-14.253009,-1.039463,5.148750,-0.295033,4.280808,11.463875,8.083069,-1.514765,1.284741,-6.331380,-0.935173,0.676278,1.034967,-0.717490,1.114681,3.528249,3.000000
-2.641000,-1.329127,0.190473,1.437916,10.201505,-19.460594,-4.335531,-19.576945,8.809615,0.374382,12.509566,-25.897799,-6.577135,-35.906902,12.011108,-0.705941,-2.592327,3.155861,3.154129,2.001473,0.145151,4.217075,87.770424,88.239505,10.157932,1.829461,-44.400938,25.836323,-950.119379,207.549901,0.041275,3.546712,2.872767,-11.832026,-1.186389,4.859203,1.870627,3.660971,4.511738,7.628977,-1.502205,1.288944,-6.275028,-1.081441,0.919941,0.692437,-0.717490,1.114681,3.528249,3.000000
-2.608000,-1.377013,0.231496,1.232796,10.596031,-19.393980,-4.130565,-19.525812,8.481135,0.334380,12.284233,-25.912014,-6.554502,-35.767274,12.110618,-0.595659,-2.640213,3.196884,2.949010,1.964164,0.178533,4.237540,88.006892,88.300238,7.444502,2.907817,-67.735608,23.411870,-252.661264,-241.888995,0.127816,0.545804,-1.561880,-7.825488,-1.163686,5.144230,2.815720,2.943791,-2.453268,8.075980,-1.368073,1.174166,-6.115497,-1.163089,1.079636,0.619670,-0.717490,1.114681,3.528249,3.000000
-2.575000,-1.418501,0.267342,1.035234,10.979767,-19.343898,-3.954326,-19.644617,8.301584,0.297951,12.061315,-25.927705,-6.540349,-35.592464,12.208701,-0.510576,-2.681701,3.232730,2.751448,1.925241,0.215726,4.259493,88.172136,88.429917,5.129376,3.525624,-56.028265,6.733685,383.798371,-443.369552,0.211757,1.680113,-5.692969,-3.869418,-0.960307,6.269644,2.129312,2.131794,-8.936319,9.840088,-1.117414,0.991886,-5.803396,-1.180428,1.151927,0.754533,-0.717490,1.114681,3.528249,3.000000
-2.542000,-1.449967,0.296697,0.850846,11.340925,-19.323561,-3.816955,-19.908331,8.237773,0.270993,11.841685,-25.942361,-6.545356,-35.357132,12.253499,-0.453393,-2.713167,3.262085,2.567060,1.886756,0.253895,4.288433,88.347129,88.553642,4.031709,3.281488,-32.250313,-9.602622,548.217593,-324.338392,0.326174,2.341669,-7.923904,-1.249268,-0.623049,7.202861,0.496311,1.305487,-12.430207,11.301729,-0.766349,0.796998,-5.312797,-1.139077,1.141930,1.011645,-0.717490,1.114681,3.528249,3.000000
-2.509000,-1.468482,0.320027,0.685646,11.662986,-19.340077,-3.716414,-20.198340,8.227516,0.256761,11.627809,-25.954096,-6.569884,-35.101274,12.234611,-0.422761,-2.731682,3.285415,2.401860,1.850494,0.290502,4.326838,88.459916,88.647481,3.465788,2.624470,-18.220369,-14.566715,376.740344,-70.215619,0.542671,2.341082,-7.547797,-0.268583,-0.252952,6.826217,-0.946960,0.610160,-11.841675,10.711957,-0.340414,0.640372,-4.645894,-1.049059,1.062052,1.298557,-0.717490,1.114681,3.528249,3.000000
-2.476000,-1.472086,0.339328,0.545096,11.927517,-19.394285,-3.643868,-20.412320,8.219833,0.254389,11.423469,-25.961754,-6.606603,-34.893227,12.181117,-0.411702,-2.735286,3.304716,2.261310,1.817854,0.323517,4.374200,88.565382,88.711397,2.932069,2.228682,-13.803979,-10.429729,226.338486,90.290168,1.036187,2.027438,-6.002831,-0.277088,0.031316,5.130966,-1.415701,0.203083,-9.421987,8.055181,0.128049,0.562293,-3.832607,-0.923500,0.930028,1.531427,-0.717490,1.114681,3.528249,3.000000
-2.443000,-1.459962,0.357690,0.433253,12.117257,-19.481357,-3.587412,-20.560405,8.200653,0.259131,11.233218,-25.964935,-6.645365,-34.766863,12.135209,-0.408331,-2.723162,3.323078,2.149467,1.789769,0.351556,4.427544,88.671202,88.782506,2.403911,2.118681,-8.333647,-6.121197,216.087895,100.524683,2.236772,1.666930,-5.441103,-0.257155,0.145341,3.149758,-0.894594,0.184595,-8.541473,4.946582,0.603123,0.587552,-2.925634,-0.777119,0.766534,1.647688,-0.717490,1.114681,3.528249,3.000000
-2.410000,-1.432497,0.378724,0.352139,12.219034,-19.592043,-3.534059,-20.731739,8.190757,0.264397,11.061695,-25.963924,-6.677222,-34.700624,12.123126,-0.398902,-2.695697,3.344112,2.068352,1.766675,0.373937,4.482291,88.730516,88.869037,2.174465,1.950090,1.602886,-5.101836,201.965842,55.903298,4.757191,1.362201,-6.380297,0.461316,0.079757,1.886033,0.017343,0.544995,-10.013457,2.962350,1.048807,0.722789,-1.992176,-0.624663,0.592681,1.613920,-0.717490,1.114681,3.528249,3.000000
-2.377000,-1.391222,0.405954,0.301428,12.226079,-19.714333,-3.473399,-20.975926,8.221501,0.264758,10.912889,-25.959560,-6.696935,-34.651374,12.142411,-0.372082,-2.654422,3.371342,2.017642,1.748544,0.390652,4.533289,88.797516,88.912842,2.482071,1.713349,9.120471,-4.598790,74.712681,33.821213,6.820814,1.084548,-7.251695,1.811209,-0.091429,1.484290,0.618459,1.152911,-11.378183,2.331407,1.432396,0.956321,-1.104011,-0.479467,0.427699,1.428075,-0.717490,1.114681,3.528249,3.000000
-2.344000,-1.338658,0.442234,0.278468,12.139439,-19.835334,-3.402553,-21.238273,8.306754,0.258544,10.789514,-25.953048,-6.704116,-34.597709,12.170163,-0.322789,-2.601859,3.407622,1.994681,1.734941,0.402273,4.575824,88.889767,88.969827,2.966639,1.579307,7.766572,-2.908944,-71.351851,20.563860,4.914997,0.668370,-6.284328,3.117830,-0.240584,1.396956,0.571547,1.792700,-9.863095,2.194241,1.727391,1.260398,-0.327666,-0.352292,0.287074,1.116262,-0.717490,1.114681,3.528249,3.000000
-2.311000,-1.278071,0.489283,0.278597,11.968333,-19.943071,-3.327455,-21.415880,8.429241,0.248845,10.692572,-25.945752,-6.702444,-34.548328,12.182515,-0.253967,-2.541271,3.454671,1.994811,1.725133,0.409804,4.606435,89.015710,89.026701,3.100088,1.537968,1.238062,-1.860997,-84.115526,-11.168897,2.437703,2.496082,-3.483787,3.598109,-0.241587,1.132490,0.035899,2.236770,-5.470903,1.778863,1.915680,1.595499,0.283813,-0.250539,0.181308,0.725150,-0.717490,1.114681,3.528249,3.000000
-2.278000,-1.213163,0.547384,0.295706,11.729441,-20.028023,-3.257643,-21.462513,8.548179,0.242411,10.621183,-25.938987,-6.696806,-34.517950,12.170352,-0.175591,-2.476363,3.512772,2.011920,1.718203,0.414505,4.623438,89.090348,89.067057,2.902225,1.502154,-0.886668,-3.128268,21.282084,-30.031150,1.187744,35.088580,-0.551383,2.875852,-0.025650,0.689171,-0.549923,2.323624,-0.866105,1.082537,1.988800,1.916048,0.696449,-0.177901,0.115412,0.311741,-0.717490,1.114681,3.528249,3.000000
-2.245000,-1.147755,0.615289,0.322922,11.445274,-20.084210,-3.198655,-21.425297,8.621201,0.246915,10.572684,-25.933841,-6.690009,-34.505937,12.141863,-0.101251,-2.410955,3.580677,2.039135,1.713174,0.417709,4.627079,89.207551,89.124507,2.824941,1.381111,3.997626,-5.061463,70.391021,12.490243,0.723515,325.007387,0.953255,1.200044,0.387016,0.343015,-0.819061,2.010514,1.497341,0.538806,1.948209,2.176757,0.897813,-0.134459,0.089102,-0.067515,-0.717490,1.114681,3.528249,3.000000
-2.212000,-1.085456,0.690336,0.353321,11.141859,-20.109723,-3.149098,-21.383444,8.626003,0.267748,10.542989,-25.931035,-6.681680,-34.499575,12.113100,-0.043670,-2.348657,3.655724,2.069535,1.709119,0.420661,4.619339,89.275390,89.165279,3.154087,1.145297,7.824918,-3.877016,-42.918249,93.537244,0.715187,17.030208,1.054724,-0.725256,0.893359,0.221486,-0.702518,1.381341,1.656717,0.347908,1.804613,2.338754,0.896465,-0.117172,0.097605,-0.366334,-0.717490,1.114681,3.528249,3.000000
-2.179000,-1.029391,0.768746,0.380587,10.846064,-20.106686,-3.104507,-21.367222,8.569311,0.305706,10.527117,-25.930849,-6.670127,-34.490721,12.095398,-0.010805,-2.292591,3.734134,2.096800,1.705259,0.424385,4.603472,89.387157,89.203616,3.552331,1.006964,2.690195,1.442783,-217.013495,117.584935,0.993076,1.945905,0.960762,-2.151509,1.348061,0.192343,-0.407024,0.609753,1.509132,0.302131,1.576474,2.374708,0.718872,-0.120658,0.132911,-0.555439,-0.717490,1.114681,3.528249,3.000000
-2.146000,-0.981965,0.846078,0.399518,10.582902,-20.080703,-3.062993,-21.344701,8.479714,0.356509,10.519813,-25.933108,-6.655031,-34.482750,12.088768,-0.003861,-2.245165,3.811466,2.115732,1.701016,0.429607,4.583364,89.543424,89.221894,3.453401,1.194328,-8.735580,6.186914,-266.121833,28.286346,1.579978,3.559944,1.531161,-2.675840,1.620222,0.095059,-0.210806,-0.104767,2.405022,0.149318,1.287913,2.272331,0.404596,-0.138162,0.185245,-0.625765,-0.717490,1.114681,3.528249,3.000000
-2.113000,-0.944728,0.917756,0.406373,10.373134,-20.039895,-3.026504,-21.277987,8.390267,0.412273,10.516151,-25.937228,-6.638204,-34.482043,12.084555,-0.017664,-2.207928,3.883144,2.122587,1.696048,0.436718,4.562858,89.613706,89.276762,2.871818,1.535635,-16.986399,4.626444,-122.345911,-102.439319,2.757047,6.566942,2.418973,-2.404076,1.641547,-0.052842,-0.251904,-0.601411,3.799240,-0.083003,0.966239,2.035828,0.000619,-0.162561,0.244559,-0.587857,-0.717490,1.114681,3.528249,3.000000
-2.080000,-0.918305,0.979612,0.399012,10.231436,-19.993697,-2.996978,-21.176007,8.321170,0.464237,10.512031,-25.942316,-6.621994,-34.487713,12.073722,-0.042937,-2.181505,3.945000,2.115226,1.690243,0.445786,4.545155,89.717599,89.332432,2.242988,1.621277,-16.512362,-2.274870,131.961227,-143.227807,5.039029,11.788667,2.681246,-1.836718,1.426249,-0.117695,-0.454710,-0.800059,4.211046,-0.184876,0.639396,1.685194,-0.444355,-0.187294,0.301821,-0.467971,-0.717490,1.114681,3.528249,3.000000
-2.047000,-0.902420,1.028371,0.376867,10.165298,-19.951589,-2.972100,-21.086533,8.271030,0.505548,10.504505,-25.947301,-6.607499,-34.492365,12.053985,-0.069396,-2.165620,3.993759,2.093080,1.683685,0.456616,4.532393,89.777269,89.386276,1.840742,1.332018,-8.034276,-7.275339,365.131337,-59.154520,8.109341,19.561115,1.952323,-1.578537,1.056152,-0.048697,-0.619529,-0.709965,3.066452,-0.076493,0.333557,1.253482,-0.884955,-0.207086,0.349971,-0.301895,-0.717490,1.114681,3.528249,3.000000
-2.014000,-0.895988,1.062020,0.340759,10.174755,-19.921935,-2.945129,-21.045349,8.219538,0.532965,10.491910,-25.951087,-6.594591,-34.491046,12.031019,-0.088528,-2.159188,4.027408,2.056973,1.676606,0.468816,4.525448,89.827471,89.425238,1.749165,0.983905,6.212217,-5.901121,447.908602,52.734447,8.567664,23.627633,0.816775,-2.038587,0.640126,0.054761,-0.584927,-0.408819,1.282969,0.086019,0.071077,0.782457,-1.283071,-0.218425,0.384441,-0.127793,-0.717490,1.114681,3.528249,3.000000
-1.981000,-0.897270,1.080004,0.292611,10.252912,-19.911076,-2.908713,-21.044176,8.138627,0.546918,10.473795,-25.952698,-6.583270,-34.486415,12.013833,-0.095245,-2.160470,4.045392,2.008825,1.669321,0.481890,4.523978,89.901087,89.440624,2.094320,0.915227,21.835163,-1.506449,270.896691,93.669438,5.754568,17.979955,0.108065,-3.257138,0.267841,0.070584,-0.339354,-0.006126,0.169748,0.110873,-0.131021,0.317237,-1.610394,-0.219729,0.403236,0.020607,-0.717490,1.114681,3.528249,3.000000
-1.948000,-0.904068,1.083248,0.235099,10.387170,-19.922769,-2.859250,-21.048607,8.006091,0.550118,10.450696,-25.951407,-6.574237,-34.484527,12.008361,-0.088208,-2.167268,4.048636,1.951313,1.662165,0.495314,4.526665,89.974373,89.479642,3.054465,1.029411,28.039218,0.799889,-142.454482,66.060598,3.225463,9.462545,0.063197,-4.910567,-0.020768,-0.002697,-0.014105,0.392846,0.099270,-0.004236,-0.261965,-0.099387,-1.849487,-0.211226,0.406607,0.119344,-0.717490,1.114681,3.528249,3.000000
-1.915000,-0.913938,1.073987,0.171293,10.560956,-19.958027,-2.798942,-21.038077,7.815824,0.545569,10.423810,-25.946828,-6.567834,-34.487306,12.013857,-0.069135,-2.177138,4.039375,1.887507,1.655439,0.508606,4.531612,90.059061,89.517584,4.189785,1.018016,14.921740,1.151131,-537.326345,16.706449,1.806345,2.626920,0.256853,-6.460656,-0.237477,-0.059832,0.218969,0.710987,0.403464,-0.093984,-0.317516,-0.432197,-1.993471,-0.194603,0.396442,0.157337,-0.717490,1.114681,3.528249,3.000000
-1.882000,-0.924399,1.055439,0.104329,10.755744,-20.015341,-2.735137,-21.021331,7.581257,0.535061,10.394637,-25.938963,-6.562820,-34.490729,12.024078,-0.041610,-2.187599,4.020827,1.820543,1.649370,0.521365,4.536780,90.270921,89.558007,4.357177,0.957006,-11.205547,1.576581,-592.110219,-48.039838,1.082017,5.281129,0.233056,-7.367384,-0.420770,-0.028034,0.261972,0.907650,0.366082,-0.044036,-0.299663,-0.657718,-2.044522,-0.172474,0.375493,0.136953,-0.717490,1.114681,3.528249,3.000000
-1.849000,-0.933134,1.031370,0.037148,10.953105,-20.091218,-2.677811,-21.016194,7.331611,0.518878,10.364652,-25.928196,-6.556866,-34.490211,12.031753,-0.009903,-2.196334,3.996758,1.753362,1.644090,0.533285,4.540423,90.389946,89.562718,3.278263,1.079599,-29.761712,-0.038044,-250.514172,-122.427359,0.843935,14.333237,0.015398,-7.280610,-0.598802,0.043008,0.140590,0.974744,0.024188,0.067557,-0.215830,-0.766815,-2.011499,-0.147794,0.346595,0.072226,-0.717490,1.114681,3.528249,3.000000
-1.816000,-0.938146,1.005594,-0.027681,11.136559,-20.180934,-2.635897,-21.023522,7.102976,0.496809,10.335064,-25.915254,-6.548659,-34.486389,12.032938,0.021924,-2.201346,3.970982,1.688533,1.639635,0.544148,4.541416,90.454721,89.620875,2.028661,1.131953,-27.862980,-5.953490,193.414625,-136.891517,1.106182,24.075244,-0.036259,-6.151753,-0.761161,0.044928,-0.032455,0.927082,-0.056956,0.070573,-0.077714,-0.765409,-1.907069,-0.123274,0.312002,-0.014763,-0.717490,1.114681,3.528249,3.000000
-1.783000,-0.937878,0.981494,-0.088035,11.293032,-20.279373,-2.613336,-21.025920,6.927502,0.469774,10.306680,-25.901115,-6.539412,-34.484546,12.028553,0.050552,-2.201078,3.946882,1.628178,1.635961,0.553793,4.539447,90.511246,89.662412,1.422783,0.761192,-12.303441,-11.598721,387.691950,-33.070352,1.807350,26.668732,0.259788,-4.242120,-0.855696,-0.047301,-0.141545,0.792540,0.408073,-0.074301,0.100088,-0.673280,-1.744771,-0.100922,0.272958,-0.098521,-0.717490,1.114681,3.528249,3.000000
-1.750000,-0.931286,0.961597,-0.142223,11.413766,-20.381834,-2.606813,-21.008875,6.824086,0.441068,10.279882,-25.886896,-6.532062,-34.488149,12.022652,0.073686,-2.194486,3.926985,1.573991,1.632974,0.562083,4.535045,90.557622,89.667122,1.377945,0.208254,1.493440,-9.957082,245.231505,116.151577,2.971479,20.321633,0.664003,-2.036179,-0.813561,-0.116613,-0.137649,0.604613,1.043003,-0.183175,0.301526,-0.521168,-1.536429,-0.081734,0.229541,-0.154942,-0.717490,1.114681,3.528249,3.000000
-1.717000,-0.917861,0.947283,-0.188889,11.494639,-20.484674,-2.607219,-20.977469,6.793223,0.416308,10.254700,-25.873735,-6.528797,-34.493376,12.019191,0.090140,-2.181061,3.912671,1.527325,1.630565,0.568864,4.529464,90.603512,89.667122,1.618915,-0.033407,4.096972,-1.870251,-29.338724,160.674716,4.668224,10.757695,0.784909,-0.090258,-0.590542,0.000655,-0.052138,0.397255,1.232916,0.001028,0.510460,-0.346557,-1.290286,-0.065598,0.180792,-0.165431,-0.717490,1.114681,3.528249,3.000000
-1.684000,-0.897613,0.938642,-0.226878,11.535884,-20.585723,-2.604634,-20.950714,6.817459,0.401878,10.230946,-25.862667,-6.529229,-34.490543,12.019627,0.099802,-2.160813,3.904030,1.489335,1.628647,0.573936,4.524442,90.649582,89.667122,1.772400,0.151677,-3.146028,4.014586,-165.758097,65.416648,6.750817,16.827228,0.511234,1.139536,-0.203145,0.354356,0.042167,0.200818,0.803040,0.556619,0.711856,-0.188735,-1.010133,-0.051395,0.125095,-0.119743,-0.717490,1.114681,3.528249,3.000000
-1.651000,-0.871017,0.934494,-0.255088,11.541316,-20.684410,-2.593593,-20.941817,6.867363,0.402432,10.208361,-25.854517,-6.530838,-34.471568,12.022657,0.103462,-2.134217,3.899882,1.461126,1.627183,0.577041,4.521896,90.742188,89.667122,1.451856,0.428393,-10.486155,2.393313,-69.366875,-30.744371,8.731109,625.497561,0.135800,1.440436,0.260938,0.808966,0.086443,0.038502,0.213314,1.270703,0.892716,-0.083757,-0.695526,-0.037273,0.060714,-0.017199,-0.717490,1.114681,3.528249,3.000000
-1.618000,-0.838934,0.932581,-0.272339,11.517190,-20.781613,-2.574805,-20.945377,6.911312,0.418590,10.186755,-25.849826,-6.531173,-34.436845,12.025771,0.102534,-2.102134,3.897969,1.443875,1.626206,0.577867,4.523608,90.755902,89.707469,0.883615,0.394449,-8.630336,-1.618220,120.907408,8.223881,9.962689,125.669064,0.075975,0.910035,0.666619,1.127381,0.068618,-0.076271,0.119342,1.770838,1.042718,-0.059954,-0.343030,-0.021044,-0.013609,0.133788,-0.717490,1.114681,3.528249,3.000000
-1.585000,-0.802514,0.929877,-0.277310,11.470889,-20.879264,-2.552627,-20.942334,6.926013,0.446019,10.166089,-25.848810,-6.529990,-34.395759,12.027145,0.098697,-2.065714,3.895265,1.438903,1.625823,0.576077,4.530946,90.783331,89.707469,0.714911,0.154195,1.059759,0.602044,212.313297,136.730941,9.597230,10.181735,0.489537,-0.083856,0.881331,1.135022,0.017760,-0.140608,0.768959,1.782839,1.154562,-0.134537,0.051780,-0.000633,-0.098100,0.317615,-0.717490,1.114681,3.528249,3.000000
-1.552000,-0.763100,0.923004,-0.268544,11.409626,-20.979794,-2.531639,-20.916171,6.903954,0.476482,10.146504,-25.851347,-6.529931,-34.360904,12.026567,0.093553,-2.026300,3.888392,1.447670,1.626199,0.571345,4.544677,90.800964,89.707469,1.099039,0.251132,8.996609,9.317526,191.326427,190.740051,7.353002,3.009451,1.129191,-1.048319,0.829477,0.831100,-0.026533,-0.160605,1.773681,1.305469,1.224032,-0.311684,0.491920,0.025490,-0.191557,0.514382,-0.717490,1.114681,3.528249,3.000000
-1.519000,-0.722119,0.908664,-0.244530,11.339348,-21.085508,-2.516460,-20.866498,6.854600,0.500567,10.128288,-25.857014,-6.535714,-34.340965,12.025036,0.088379,-1.985320,3.874052,1.471683,1.627539,0.563415,4.564873,90.854079,89.710603,1.575130,0.842105,11.706537,16.228753,212.936909,99.840061,4.623462,1.693080,1.533978,-1.567937,0.526411,0.377109,-0.042638,-0.148080,2.409446,0.592359,1.249853,-0.582306,0.976686,0.057963,-0.291165,0.703215,-0.717490,1.114681,3.528249,3.000000
-1.486000,-0.680999,0.884068,-0.203869,11.263976,-21.197994,-2.515227,-20.810448,6.798421,0.511031,10.111801,-25.865138,-6.552604,-34.336949,12.023680,0.084006,-1.944200,3.849456,1.512345,1.630052,0.552147,4.590942,90.927167,89.769734,1.861051,1.492790,17.309637,15.750653,334.944800,-42.964865,2.648506,1.315298,1.391309,-1.479476,0.075667,-0.006515,-0.034174,-0.116862,2.185372,-0.010234,1.233367,-0.925468,1.499832,0.096322,-0.392567,0.865422,-0.717490,1.114681,3.528249,3.000000
-1.453000,-0.641083,0.847285,-0.145467,11.185076,-21.317661,-2.542400,-20.771026,6.756143,0.505345,10.097382,-25.874883,-6.584681,-34.342827,12.022986,0.080815,-1.904283,3.812673,1.570747,1.633911,0.537568,4.621739,90.980343,89.820480,2.387398,1.873252,32.096518,10.867251,367.977077,-124.362668,1.506345,1.187022,0.788510,-0.929410,-0.370252,-0.161564,-0.016896,-0.079810,1.238573,-0.253784,1.178119,-1.311224,2.048601,0.138958,-0.490192,0.986995,-0.717490,1.114681,3.528249,3.000000
-1.420000,-0.603567,0.797475,-0.068764,11.101974,-21.443483,-2.615631,-20.760102,6.738438,0.486411,10.085259,-25.885340,-6.632985,-34.349240,12.022816,0.078815,-1.866767,3.762863,1.647450,1.639218,0.519904,4.655758,91.074339,89.886181,3.748231,2.075178,46.698396,6.649397,98.150300,-141.581000,0.889397,1.147917,0.138941,-0.271912,-0.668673,-0.075918,-0.001307,-0.046998,0.218249,-0.119252,1.089395,-1.704459,2.603766,0.183238,-0.577786,1.060112,-0.717490,1.114681,3.528249,3.000000
