time,x_corr,y_corr,z_corr,Q1L,Q2L,dL,Q3L,QgL,FgL,Q1R,Q2R,dR,Q3R,QgR,FgR,xL,yL,zL,xR,yR,zR,toolPathL,toolPathR,toolSpeedL,toolSpeedR,toolAccL,toolAccR,toolJerkL,toolJerkR,toolPathCrvL,toolPathCrvR,dQ3L,dQgL,dFgL,dQ3R,dQgR,dFgR,dQ3Latan,dQ3Ratan,dxL,dyL,dzL,dxR,dyR,dzR,inputx,inputy,inputz,skillLevel
-0.434000,0.209235,-0.119963,0.681217,13.260898,-14.629167,-4.423673,9.280643,7.596007,0.169850,9.922434,-26.366322,-7.757957,-14.406682,7.515173,0.299367,-5.603506,1.620065,3.086406,1.965280,-1.609732,5.693040,80.953588,80.200598,3.660193,1.652177,-28.053966,-11.952879,-44.174371,142.223795,0.260648,6.391847,-3.713395,1.373730,-0.435611,1.754361,0.369667,0.140449,-5.831273,2.755563,-0.643350,2.155190,-1.752391,0.041014,0.559214,0.145134,5.273110,-2.762911,3.618325,3.000000
-0.400000,0.189371,-0.052666,0.624804,13.258545,-14.522449,-4.312830,9.256674,7.640404,0.159021,9.856721,-26.306850,-7.751710,-14.418917,7.514173,0.305162,-5.623371,1.687363,3.029993,1.965742,-1.591311,5.698963,81.063588,80.200598,2.762870,1.256914,-27.589884,0.882308,209.589681,200.186206,0.648741,9.560758,2.084696,0.072469,0.108419,-1.249807,-0.171638,0.165303,3.274329,-1.963127,-0.556308,1.914558,-1.683350,-0.014268,0.561591,0.231889,5.273110,-2.762911,3.618325,3.000000
-0.367000,0.172434,0.006152,0.569692,13.268291,-14.431827,-4.229287,9.451186,7.610465,0.174533,9.782795,-26.254524,-7.760456,-14.495761,7.501233,0.310465,-5.640308,1.746181,2.974881,1.964167,-1.572571,5.708630,81.129376,80.234598,1.875283,1.846090,-17.875635,8.381121,457.711255,-5.258665,1.165541,8.012001,6.207757,-2.883233,1.131560,-2.378845,-0.122275,0.103089,9.743118,-3.736230,-0.467595,1.640225,-1.670105,-0.077961,0.575129,0.363697,5.273110,-2.762911,3.618325,3.000000
-0.334000,0.158386,0.055374,0.514262,13.294012,-14.360622,-4.174296,9.720533,7.457474,0.230681,9.697446,-26.207841,-7.777393,-14.573513,7.502570,0.312295,-5.654356,1.795403,2.919451,1.960561,-1.553315,5.723093,81.191177,80.330253,1.354505,2.360353,2.298845,0.062526,493.504136,-180.592163,1.777794,5.144272,6.940813,-6.477292,2.344325,-2.014914,0.647420,-0.029137,10.891419,-3.164745,-0.383849,1.333207,-1.697563,-0.133789,0.589666,0.513024,5.273110,-2.762911,3.618325,3.000000
-0.300000,0.146925,0.093990,0.457474,13.338466,-14.311404,-4.138072,9.927362,7.183047,0.327739,9.600473,-26.164783,-7.793599,-14.619099,7.541371,0.308927,-5.665816,1.834019,2.862663,1.955411,-1.533673,5.742437,81.241016,80.432211,1.792445,1.904283,20.452889,-11.409384,206.393399,-62.480387,2.388176,3.077583,5.966637,-9.150375,3.256198,-1.020545,1.852334,-0.175606,9.365262,-1.603033,-0.313889,0.998998,-1.746525,-0.169231,0.595916,0.650313,5.273110,-2.762911,3.618325,3.000000
-0.267000,0.137441,0.121245,0.398961,13.403213,-14.285456,-4.109214,10.076248,6.845335,0.447664,9.494614,-26.123262,-7.803673,-14.630879,7.624417,0.301027,-5.675301,1.861274,2.804150,1.949542,-1.514049,5.765792,81.251981,80.462211,3.018404,1.178403,19.659183,-8.548755,-185.557325,222.813619,2.842455,1.940442,6.310597,-9.678517,3.412532,-0.122155,2.939767,-0.260556,9.904253,-0.191880,-0.267300,0.647603,-1.796025,-0.176339,0.586878,0.748588,5.273110,-2.762911,3.618325,3.000000
-0.234000,0.129009,0.136785,0.339052,13.488648,-14.282389,-4.081117,10.290051,6.531502,0.559853,9.385099,-26.081475,-7.807655,-14.622263,7.737289,0.291886,-5.683732,1.876814,2.744241,1.943960,-1.495030,5.791489,81.446656,80.462211,3.578196,1.121069,2.512819,7.182515,-320.484020,306.152733,3.025631,1.553840,9.011420,-7.966940,2.700338,0.382891,3.386935,-0.219175,14.130660,0.601441,-0.252822,0.292957,-1.825924,-0.152083,0.558825,0.787436,5.273110,-2.762911,3.618325,3.000000
-0.200000,0.120453,0.140766,0.278698,13.594095,-14.299940,-4.050889,10.657934,6.308798,0.637281,9.278879,-26.038116,-7.808717,-14.606205,7.850990,0.286514,-5.692288,1.880795,2.683887,1.939690,-1.477262,5.817331,81.577398,80.563963,2.905950,1.738420,-8.852255,18.276002,-139.188780,26.534517,2.964493,2.062504,12.136689,-5.269280,1.574912,0.535313,2.991891,-0.028469,19.004696,0.840863,-0.276787,-0.048205,-1.819311,-0.098212,0.511740,0.755810,5.273110,-2.762911,3.618325,3.000000
-0.167000,0.110441,0.133926,0.219337,13.717932,-14.333978,-4.014756,11.127214,6.180783,0.677783,9.183622,-25.992475,-7.809333,-14.589887,7.936877,0.289808,-5.702300,1.873955,2.624526,1.937626,-1.461335,5.840931,81.580466,80.566931,2.380976,2.534775,-3.827940,11.167563,59.951495,-377.909681,2.800237,4.063740,13.123585,-3.635731,1.063057,0.473730,1.997564,0.276241,20.539234,0.744130,-0.341794,-0.357916,-1.764232,-0.020710,0.449158,0.653342,5.273110,-2.762911,3.618325,3.000000
-0.134000,0.097628,0.117594,0.162707,13.857656,-14.378701,-3.967285,11.559041,6.075171,0.721038,9.106578,-25.944432,-7.809275,-14.577025,7.982012,0.304507,-5.715113,1.857623,2.567896,1.938405,-1.447665,5.860069,81.707924,80.702882,2.787729,2.721239,3.631179,-10.235158,70.751481,-524.583988,2.682410,10.056747,11.673413,-4.832837,2.479165,0.285975,0.966157,0.608799,18.283526,0.449207,-0.445810,-0.618824,-1.654354,0.071084,0.377450,0.490102,5.273110,-2.762911,3.618325,3.000000
-0.100000,0.080820,0.093638,0.110668,14.009885,-14.427009,-3.907126,11.878692,5.873824,0.851519,9.053459,-25.894396,-7.806767,-14.571004,7.996036,0.329819,-5.731921,1.833666,2.515856,1.942314,-1.436426,5.873017,81.777737,80.804854,3.171428,1.825768,1.303457,-28.344290,45.393503,-262.520572,2.715468,28.982907,9.809605,-9.311162,6.919884,0.017675,0.451535,0.863314,15.377375,0.027764,-0.581820,-0.816129,-1.488365,0.165597,0.304673,0.284971,5.273110,-2.762911,3.618325,3.000000
-0.067000,0.059134,0.064349,0.065053,14.170249,-14.471009,-3.844169,12.139935,5.471889,1.182100,9.027480,-25.843207,-7.801322,-14.574717,8.004515,0.361425,-5.753607,1.804378,2.470242,1.949236,-1.427514,5.878786,81.947006,80.810785,2.899486,0.564994,-1.558191,-28.880985,172.008337,216.033060,2.972381,58.232061,8.996431,-15.814378,14.723527,-0.251549,0.639322,0.957099,14.107236,-0.395132,-0.738056,-0.939395,-1.268176,0.250282,0.239159,0.062958,5.273110,-2.762911,3.618325,3.000000
-0.034000,0.032146,0.032274,0.027605,14.333194,-14.502605,-3.799405,12.420090,4.835420,1.820909,9.028675,-25.792064,-7.795246,-14.587409,8.031085,0.392975,-5.780596,1.772303,2.432794,1.958641,-1.420562,5.877276,81.970941,80.813751,2.646758,-0.136201,8.206594,-12.326526,291.249383,568.981959,3.533739,35.820121,7.720554,-21.889910,25.129701,-0.391338,1.167628,0.866604,12.112031,-0.614710,-0.898811,-0.984062,-0.996298,0.312905,0.188062,-0.148095,5.273110,-2.762911,3.618325,3.000000
0.000000,0.000000,0.000000,0.000000,14.491765,-14.514146,-3.793692,12.662038,4.026018,2.831908,9.053605,-25.742461,-7.791988,-14.602434,8.077895,0.418518,-5.812741,1.740029,2.405189,1.969614,-1.415000,5.869310,82.086425,80.816717,3.159523,-0.168574,23.721712,10.646365,74.482016,556.038961,4.521841,13.893963,2.613656,-25.056361,36.318648,-0.314035,1.265860,0.638696,4.104922,-0.493284,-1.045708,-0.952461,-0.672973,0.342776,0.156077,-0.320970,5.273110,-2.762911,3.618325,3.000000
-2.467000,1.694470,-1.176284,3.451729,2.563345,-28.157394,-6.045836,1.441919,2.993354,0.685164,5.222937,-22.955671,-6.935538,-22.311044,0.010778,19.551132,-0.910214,0.525643,5.606479,1.651301,-0.003186,6.012641,92.327645,87.770762,2.462075,1.865173,17.376886,-8.457371,-190.642461,21.025937,4.223942,1.089192,17.072743,23.498924,-2.446550,-5.496031,-0.346029,20.201791,26.652885,-8.627589,0.976380,0.254432,0.128971,1.868623,1.240539,0.095631,1.694470,-1.176284,3.451729,3.000000
-2.433000,1.721949,-1.170417,3.457572,2.454719,-28.220227,-6.030744,2.099891,4.052538,0.550495,5.243207,-22.672047,-6.914366,-22.478441,0.015179,20.118788,-0.882735,0.531510,5.612322,1.711698,0.039797,6.013700,92.424070,87.800762,2.588801,1.454441,8.392852,-3.626613,-104.935119,96.137357,18.578206,1.326239,22.427954,41.050884,-5.204363,-3.789019,0.273579,13.036968,34.858837,-5.949956,0.656172,0.083326,0.239775,1.795611,1.375917,-0.038789,1.694470,-1.176284,3.451729,3.000000
-2.400000,1.736943,-1.171031,3.467872,2.367963,-28.256532,-6.005860,2.964603,5.687818,0.327233,5.257419,-22.389215,-6.887500,-22.583537,0.030024,20.412012,-0.867740,0.530896,5.622622,1.769776,0.087934,6.009812,92.473070,87.819675,2.669672,1.763704,10.473846,1.722186,66.340017,162.247430,74.400458,1.413937,25.846113,54.568503,-7.023935,-1.535444,0.066373,3.992476,40.034801,-2.411749,0.224316,-0.133886,0.402783,1.729660,1.553408,-0.203787,1.694470,-1.176284,3.451729,3.000000
-2.367000,1.736115,-1.179352,3.484406,2.311985,-28.258317,-5.977122,3.858027,7.653072,0.075915,5.266745,-22.102872,-6.863853,-22.604285,0.022914,20.384199,-0.868569,0.522575,5.639156,1.825848,0.142618,6.000028,92.585125,87.923527,3.234927,1.991303,17.812431,4.758373,90.133021,245.278050,19.507786,1.325389,24.837368,58.641142,-6.813328,0.109717,-0.944803,-5.750379,38.512830,0.172344,-0.295081,-0.377216,0.618383,1.674366,1.771835,-0.395078,1.694470,-1.176284,3.451729,3.000000
-2.333000,1.717096,-1.195838,3.508807,2.292574,-28.219088,-5.958966,4.608952,9.562005,-0.127538,5.272572,-21.808616,-6.848472,-22.578014,-0.029732,20.036853,-0.887588,0.506089,5.663557,1.880283,0.205124,5.983573,92.698038,88.015339,4.039694,1.840993,19.359855,13.647264,-27.106634,296.786286,3.694788,1.118550,20.673858,51.449883,-4.652555,-0.720645,-2.291456,-14.694338,32.183084,-1.131974,-0.867963,-0.620793,0.876684,1.629424,2.025272,-0.606296,1.694470,-1.176284,3.451729,3.000000
-2.300000,1.678770,-1.220031,3.542203,2.311761,-28.134464,-5.970672,5.179111,11.044946,-0.230339,5.276263,-21.502845,-6.835220,-22.623064,-0.128375,19.421889,-0.925914,0.481896,5.696953,1.933374,0.276458,5.959915,92.847449,88.015339,4.660790,2.413104,13.600086,27.490982,-109.677780,173.726504,1.188031,0.882743,16.078222,35.649361,-1.531931,-4.963355,-3.269910,-21.501352,25.117697,-7.792326,-1.453633,-0.835881,1.156742,1.590923,2.303613,-0.829303,1.694470,-1.176284,3.451729,3.000000
-2.267000,1.621425,-1.250515,3.584860,2.367720,-28.002632,-6.028934,5.626331,11.896723,-0.224135,5.278932,-21.183530,-6.807796,-22.873190,-0.248060,18.628500,-0.983258,0.451411,5.739610,1.985236,0.357234,5.928812,93.005035,88.117682,4.891160,3.897980,8.366507,30.868760,-78.395238,-96.327197,0.610351,0.679030,12.287238,17.052518,1.249482,-11.082197,-3.316128,-25.379430,19.238942,-17.362479,-2.008884,-0.994324,1.427832,1.552224,2.593648,-1.054869,1.694470,-1.176284,3.451729,3.000000
-2.233000,1.546766,-1.284998,3.635905,2.455197,-27.824580,-6.139706,5.984579,12.142568,-0.142913,5.281275,-20.850750,-6.749139,-23.357926,-0.350266,17.760112,-1.057918,0.416929,5.790654,2.035733,0.447596,5.890333,93.192185,88.319707,4.985255,4.933921,8.548329,18.701150,-34.106156,-260.293329,0.461879,0.528189,8.524958,1.852210,2.712749,-15.558698,-2.319267,-26.259594,13.370270,-24.314494,-2.492470,-1.071998,1.652845,1.505264,2.880457,-1.273666,1.694470,-1.176284,3.451729,3.000000
-2.200000,1.457770,-1.320492,3.693184,2.566372,-27.604067,-6.292576,6.211302,11.994866,-0.042478,5.283497,-20.506925,-6.651658,-23.946440,-0.402406,16.909767,-1.146913,0.381435,5.847934,2.084456,0.547182,5.844845,93.310185,88.469117,5.385566,4.969030,9.197313,6.408947,-86.783547,-187.927123,0.452453,0.427027,3.750277,-6.120084,2.579131,-15.674732,-0.685205,-24.725607,5.889155,-24.493959,-2.869423,-1.051824,1.793413,1.442085,3.148942,-1.477438,1.694470,-1.176284,3.451729,3.000000
-2.167000,1.358423,-1.353593,3.753325,2.692021,-27.347339,-6.460876,6.244913,11.732069,0.026348,5.285337,-20.156697,-6.520983,-24.439404,-0.393962,16.141918,-1.246260,0.348334,5.908075,2.130752,0.655150,5.792959,93.525382,88.618034,5.817112,4.877186,3.874090,5.947426,-211.966914,-79.071778,0.527443,0.364307,-1.864795,-6.708980,1.277564,-12.225251,0.886606,-21.749909,-2.928997,-19.142501,-3.114704,-0.925955,1.815990,1.356327,3.385262,-1.660116,1.694470,-1.176284,3.451729,3.000000
-2.133000,1.253339,-1.380804,3.811994,2.822768,-27.062590,-6.609630,6.078368,11.568356,0.037915,5.286201,-19.806507,-6.372409,-24.747265,-0.340374,15.485397,-1.351345,0.321122,5.966743,2.173799,0.770233,5.735440,93.729411,88.792238,5.690133,5.290354,-6.014509,8.382428,-309.853784,-167.703420,0.702644,0.328625,-7.335130,-2.812036,-0.360734,-9.203662,1.779747,-18.352349,-11.508798,-14.431037,-3.215766,-0.696893,1.697835,1.244449,3.578004,-1.818632,1.694470,-1.176284,3.451729,3.000000
-2.100000,1.147320,-1.398886,3.864337,2.950273,-26.759238,-6.709588,5.753975,11.579119,-0.002452,5.285372,-19.463907,-6.224253,-24.981929,-0.273098,14.937801,-1.457364,0.303041,6.019087,2.212716,0.890842,5.673103,93.902096,88.942238,5.224238,5.772770,-16.202300,-0.668159,-306.985435,-364.810336,1.040182,0.310963,-12.087085,1.609282,-1.532590,-10.181155,1.774027,-15.311628,-18.927503,-15.957296,-3.173739,-0.377380,1.431782,1.106474,3.718956,-1.953199,1.694470,-1.176284,3.451729,3.000000
-2.067000,1.044908,-1.405174,3.905557,3.068163,-26.447086,-6.750177,5.303694,11.709197,-0.067149,5.282260,-19.136736,-6.091761,-25.351399,-0.222082,14.477434,-1.559776,0.296752,6.060306,2.246684,1.015174,5.606702,94.036433,89.188925,4.726821,5.516207,-25.407194,-19.108860,-161.407643,-366.471234,1.653864,0.304963,-16.060813,3.662984,-1.806106,-14.647345,1.125381,-13.021020,-25.090795,-22.903549,-3.003097,0.010875,1.028820,0.946144,3.803417,-2.066939,1.694470,-1.176284,3.451729,3.000000
-2.033000,0.949963,-1.397846,3.931520,3.172625,-26.135456,-6.742589,4.734680,11.843524,-0.123088,5.276643,-18.832265,-5.982327,-25.943004,-0.200686,14.076987,-1.654720,0.304081,6.086269,2.275063,1.141329,5.536852,94.225941,89.330083,3.797481,4.422439,-29.233769,-30.474416,112.668360,-52.047143,2.641327,0.306490,-18.600338,2.686568,-1.239019,-18.115756,0.383100,-11.509710,-29.004517,-28.259410,-2.729870,0.439488,0.517849,0.770444,3.830075,-2.164839,1.694470,-1.176284,3.451729,3.000000
-2.000000,0.865331,-1.376090,3.939313,3.262590,-25.832393,-6.710182,4.092804,11.890872,-0.147727,5.268841,-18.556443,-5.892380,-26.609746,-0.201009,13.713745,-1.739352,0.325837,6.094062,2.297490,1.267415,5.463986,94.332869,89.461267,2.593966,3.255595,-20.338308,-23.564232,369.996175,367.761761,3.701672,0.313019,-18.046186,0.014969,-0.258094,-16.286711,0.061239,-10.581568,-28.152370,-25.439793,-2.388619,0.876391,-0.057491,0.588581,3.800515,-2.252199,1.694470,-1.176284,3.451729,3.000000
-1.967000,0.792618,-1.340175,3.927649,3.339547,-25.544035,-6.672916,3.515471,11.834009,-0.137274,5.259785,-18.313343,-5.808130,-27.086298,-0.201376,13.373795,-1.812065,0.361752,6.082399,2.313926,1.391636,5.388379,94.358869,89.553267,2.161356,2.792686,-2.075396,-3.256050,412.704023,584.807214,3.850431,0.322984,-13.310580,-2.248450,0.605024,-9.366042,0.351663,-9.984447,-20.829718,-14.684704,-2.018535,1.289174,-0.644526,0.410559,3.718520,-2.332840,1.694470,-1.176284,3.451729,3.000000
-1.933000,0.732114,-1.291406,3.897050,3.407041,-25.274205,-6.637044,3.171361,11.726734,-0.104802,5.250945,-18.104878,-5.711978,-27.232406,-0.181081,13.050905,-1.872570,0.410521,6.051800,2.324658,1.512346,5.310217,94.454916,89.629267,2.667754,3.159123,10.956643,17.141173,217.643884,466.283606,2.874855,0.335054,-6.029973,-2.606113,0.977589,-2.201130,1.031061,-9.529117,-9.464523,-3.457169,-1.659150,1.648364,-1.188882,0.245606,3.589292,-2.407467,1.694470,-1.176284,3.451729,3.000000
-1.900000,0.682847,-1.231975,3.849773,3.469969,-25.024272,-6.596197,3.112131,11.650662,-0.070912,5.244127,-17.930824,-5.592310,-27.166522,-0.133954,12.742954,-1.921837,0.469952,6.004523,2.330246,1.628087,5.229730,94.559908,89.765267,3.185345,3.979951,11.282558,27.552739,-14.990001,99.497923,1.741172,0.347518,-0.497051,-0.923061,0.789731,0.081847,1.602540,-9.119545,-0.780761,0.128565,-1.346130,1.930276,-1.642216,0.100672,3.418745,-2.472541,1.694470,-1.176284,3.451729,3.000000
-1.867000,0.642778,-1.164734,3.789493,3.533802,-24.793287,-6.540548,3.186419,11.663590,-0.052552,5.241146,-17.789125,-5.450348,-27.156196,-0.073319,12.449096,-1.961905,0.537193,5.944243,2.331432,1.737599,5.147335,94.681966,89.913267,3.319025,4.920136,5.791728,23.795926,-93.832079,-310.090018,0.930851,0.358139,-0.540165,1.714017,0.253534,-3.226118,1.587660,-8.710397,-0.848484,-5.066450,-1.107664,2.119132,-1.969050,-0.020724,3.213004,-2.520013,1.694470,-1.176284,3.451729,3.000000
-1.833000,0.609098,-1.092906,3.720782,3.603835,-24.578368,-6.465835,3.133378,11.769280,-0.055475,5.243441,-17.676427,-5.298763,-27.371304,-0.025716,12.169366,-1.995586,0.609020,5.875531,2.329003,1.839826,5.063785,94.763966,90.054267,3.391046,5.618746,3.317901,6.910820,-33.262133,-540.498994,0.389312,0.364877,-5.983033,3.781392,-0.285265,-7.908649,0.809641,-8.244890,-9.390959,-12.406340,-0.961820,2.208240,-2.151520,-0.119119,2.978138,-2.538099,1.694470,-1.176284,3.451729,3.000000
-1.800000,0.578585,-1.019781,3.648480,3.684561,-24.375279,-6.376591,2.796083,11.921125,-0.073239,5.251686,-17.588746,-5.152841,-27.738028,-0.016674,11.906252,-2.026098,0.682145,5.803229,2.323666,1.933908,4.980263,94.896292,90.302414,3.509085,5.507083,5.087668,-14.331798,15.040002,-468.769005,0.075635,0.367864,-12.373866,4.203517,-0.533409,-8.892612,-0.483724,-7.628788,-19.373706,-13.944988,-0.915142,2.200158,-2.191257,-0.199088,2.720160,-2.513084,1.694470,-1.176284,3.451729,3.000000
-1.767000,0.548001,-0.948419,3.577057,3.779222,-24.179114,-6.283601,2.256705,12.051822,-0.092153,5.265486,-17.522174,-5.021090,-28.025936,-0.056095,11.666133,-2.056682,0.753508,5.731807,2.315914,2.019185,4.898409,95.024624,90.438414,3.686586,4.547129,6.733785,-26.594935,-44.145731,-185.370395,0.436722,0.374717,-14.745146,2.853231,-0.381698,-4.870016,-1.724725,-6.765965,-23.055079,-7.645936,-0.962602,2.105877,-2.108104,-0.268548,2.445223,-2.431971,1.694470,-1.176284,3.451729,3.000000
-1.733000,0.514450,-0.881394,3.510066,3.889563,-23.985019,-6.198650,1.753745,12.109175,-0.098916,5.283227,-17.473498,-4.902722,-28.071355,-0.131078,11.458392,-2.090233,0.820533,5.664816,2.305937,2.095202,4.820246,95.106624,90.580414,3.986640,3.492767,3.506078,-24.734308,-160.090088,60.794785,0.859240,0.415677,-12.027260,0.478901,0.070560,0.878008,-2.306853,-5.636591,-18.834396,1.379149,-1.088853,1.943182,-1.935986,-0.337489,2.159923,-2.285572,1.694470,-1.176284,3.451729,3.000000
-1.700000,0.475689,-0.820606,3.449769,4.015760,-23.788841,-6.129589,1.453620,12.078813,-0.086955,5.302127,-17.440659,-4.793521,-27.918248,-0.210338,11.291407,-2.128994,0.881320,5.604519,2.293578,2.161733,4.748007,95.286739,90.666414,4.066924,2.916583,-4.722793,-17.629849,-209.235409,113.626931,1.290288,0.570196,-7.792114,-1.797997,0.593040,3.930787,-1.897935,-4.366434,-12.224007,6.172432,-1.270564,1.734413,-1.716707,-0.416306,1.871582,-2.071517,1.694470,-1.176284,3.451729,3.000000
-1.667000,0.430343,-0.767175,3.396997,4.156507,-23.587644,-6.077861,1.300342,11.984836,-0.058666,5.318518,-17.422967,-4.694179,-27.753647,-0.258320,11.166765,-2.174340,0.934751,5.551746,2.278354,2.218807,4.683862,95.407399,90.761414,3.666488,2.614345,-12.252658,-15.864320,-131.800462,62.811753,1.600454,0.973502,-6.534555,-3.081791,0.952094,2.863364,-0.621343,-3.233861,-10.255121,4.496975,-1.479527,1.503926,-1.492826,-0.513973,1.588408,-1.796624,1.694470,-1.176284,3.451729,3.000000
-1.633000,0.378005,-0.721413,3.351240,4.309216,-23.380036,-6.039707,1.092192,11.872102,-0.023110,5.328352,-17.421062,-4.612732,-27.719144,-0.251984,11.074588,-2.226678,0.980513,5.505990,2.259526,2.266736,4.629591,95.508211,90.849414,3.126059,2.060378,-13.809082,-17.581050,13.583256,77.703788,1.622075,1.810516,-9.223135,-3.081488,1.021101,0.147692,0.991832,-2.592059,-14.461460,0.231994,-1.686124,1.275537,-1.300909,-0.636348,1.319420,-1.478100,1.694470,-1.176284,3.451729,3.000000
-1.600000,0.319231,-0.682885,3.310948,4.470281,-23.166279,-6.010203,0.701554,11.782224,0.009076,5.327852,-17.436624,-4.558226,-27.788260,-0.191700,10.992869,-2.285453,1.019042,5.465697,2.236231,2.306141,4.586237,95.603750,90.913414,2.751718,1.266502,-10.027826,-13.625491,125.484006,164.765662,1.327609,3.218365,-12.595615,-2.124075,0.823694,-0.688547,2.257322,-2.731551,-19.718588,-1.081555,-1.862727,1.070239,-1.166295,-0.784871,1.074111,-1.143203,1.694470,-1.176284,3.451729,3.000000
-1.567000,0.255415,-0.650531,3.273958,4.635391,-22.948185,-5.986716,0.207052,11.736142,0.030741,5.314253,-17.471893,-4.531380,-27.818076,-0.100717,10.892055,-2.349268,1.051396,5.428707,2.207638,2.337955,4.553800,95.714251,90.936598,2.536912,0.915925,-4.646657,-3.795591,158.931687,214.005922,0.872163,4.669040,-12.744679,-0.866861,0.498496,1.423721,2.668203,-3.746550,-19.950356,2.236279,-1.986655,0.904410,-1.100252,-0.955886,0.861828,-0.827196,1.694470,-1.176284,3.451729,3.000000
-1.533000,0.188592,-0.622846,3.237980,4.799866,-22.728837,-5.968488,-0.194367,11.730372,0.040800,5.286487,-17.529065,-4.521301,-27.707590,-0.013599,10.743502,-2.416091,1.079080,5.392729,2.173124,2.363412,4.531024,95.744251,90.936598,2.464482,1.217313,0.137119,3.279543,137.967763,220.942126,0.477139,4.591550,-9.090240,0.088417,0.212729,4.306910,2.131863,-5.475680,-14.253824,6.762604,-2.042347,0.788656,-1.099868,-1.140704,0.690958,-0.569727,1.694470,-1.176284,3.451729,3.000000
-1.500000,0.121174,-0.598078,3.201036,4.959011,-22.512172,-5.952812,-0.390197,11.745819,0.043414,5.245724,-17.609684,-4.511395,-27.500562,0.040352,10.528208,-2.483509,1.103849,5.355786,2.132425,2.383992,4.515323,95.899597,91.035485,2.532337,1.451863,3.755858,7.036228,102.714042,268.532145,0.461678,2.759435,-4.644716,0.466116,0.073088,4.949131,0.994598,-7.556560,-7.292548,7.770018,-2.022570,0.727362,-1.150557,-1.326458,0.567996,-0.409988,1.694470,-1.176284,3.451729,3.000000
-1.467000,0.055669,-0.574430,3.161781,5.108480,-22.302509,-5.932268,-0.449774,11.761875,0.044590,5.195641,-17.714112,-4.488536,-27.339182,0.050236,10.241748,-2.549014,1.127497,5.316530,2.085755,2.401351,4.502890,95.903793,91.071485,2.717041,1.441656,6.113357,16.592390,62.821466,296.658195,0.756813,1.073307,-2.643023,0.358291,0.078193,2.500783,-0.153438,-9.577984,-4.151032,3.927696,-1.928564,0.718934,-1.230532,-1.497634,0.496656,-0.381296,1.694470,-1.176284,3.451729,3.000000
-1.433000,-0.005589,-0.550251,3.119647,5.244651,-22.104071,-5.896897,-0.526039,11.767272,0.048226,5.142359,-17.841163,-4.447192,-27.326325,0.026839,9.892837,-2.610272,1.151676,5.274396,2.033863,2.417213,4.488974,96.069327,91.111485,2.927467,2.093179,7.532394,30.462111,-11.254546,129.187420,1.089849,1.593712,-3.422056,0.065445,0.132250,-1.051148,-0.787649,-11.260580,-5.374011,-1.651100,-1.769202,0.756620,-1.316310,-1.638115,0.477153,-0.505850,1.694470,-1.176284,3.451729,3.000000
-1.400000,-0.060667,-0.524184,3.074811,5.364976,-21.920574,-5.840473,-0.689996,11.762685,0.053714,5.094012,-17.987984,-4.386933,-27.435921,-0.005191,9.496057,-2.665350,1.177743,5.229561,1.978011,2.433245,4.468322,96.121327,91.173485,3.121267,3.618802,6.953006,32.063970,-137.084468,-195.149782,1.405429,2.349149,-4.747451,-0.133195,0.107969,-2.917534,-0.710863,-12.574944,-7.453697,-4.582019,-1.559314,0.829775,-1.388120,-1.733441,0.505792,-0.790505,1.694470,-1.176284,3.451729,3.000000
-1.367000,-0.108196,-0.495269,3.027990,5.468303,-21.754930,-5.766089,-0.883495,11.755699,0.056271,5.059975,-18.150182,-4.309172,-27.550288,-0.021784,9.062316,-2.712879,1.206658,5.182740,1.919888,2.450928,4.435743,96.251367,91.360869,3.376112,4.763364,0.929858,15.505321,-237.070696,-360.659447,1.677045,2.467550,-4.695062,-0.135552,-0.076540,-2.015416,-0.131660,-13.729839,-7.371522,-3.165533,-1.317459,0.925382,-1.434218,-1.772977,0.574960,-1.224272,1.694470,-1.176284,3.451729,3.000000
-1.333000,-0.147451,-0.462996,2.980120,5.555108,-21.609084,-5.686863,-1.020533,11.753006,0.049720,5.049836,-18.322202,-4.217840,-27.572568,-0.012639,8.592165,-2.752134,1.238931,5.134870,1.861449,2.471432,4.386707,96.345367,91.524012,3.424661,4.633194,-9.850585,-0.548313,-167.468515,-192.853598,1.857375,2.067036,-3.556641,-0.023970,-0.406935,0.444167,0.481952,-15.024178,-5.585251,0.697693,-1.063431,1.029616,-1.453297,-1.751663,0.673565,-1.778095,1.694470,-1.176284,3.451729,3.000000
-1.300000,-0.178351,-0.427307,2.932002,5.627599,-21.484004,-5.620881,-1.096661,11.755420,0.030237,5.072230,-18.497904,-4.121227,-27.497921,0.014113,8.076061,-2.783035,1.274620,5.086751,1.804709,2.495512,4.317920,96.479025,91.671932,2.825138,4.111828,-14.860929,1.437397,87.447102,67.934172,1.882139,1.501112,-2.867064,0.049198,-0.773296,2.495464,0.695970,-16.627499,-4.502784,3.919346,-0.815851,1.129307,-1.454644,-1.671091,0.787902,-2.407118,1.694470,-1.176284,3.451729,3.000000
