6190, -0.713199, -0.298171, 7.79643
6313, -0.706508, -0.310214, 7.23452
6436, -0.628265, -0.226382, 7.23452
6544, -0.696012, -0.279196, 7.30029
6654, -0.769096, -0.359961, 7.57577
6763, -0.726273, -0.392323, 7.87286
6874, -0.617058, -0.36379, 7.30029
6979, -0.706151, -0.418941, 8.27868
7094, -0.68316, -0.396937, 8.63475
7217, -0.725442, -0.460198, 8.82453
7326, -0.656478, -0.370255, 8.63475
7438, -0.723099, -0.348521, 9.91398
7582, -0.763205, -0.410278, 8.63475
7704, -0.776459, -0.469913, 7.95081
7828, -0.915668, -0.5384, 9.23025
7952, -0.98607, -0.557703, 8.54289
8061, -1.0392, -0.638025, 9.12536
8183, -1.10534, -0.68979, 10.5662
8293, -1.02567, -0.762288, 8.54289
8407, -1.1238, -0.764916, 9.12536
8536, -1.01176, -0.753333, 8.82453
8664, -0.964794, -0.707529, 9.02283
8812, -0.996906, -0.645074, 9.12536
8944, -1.1042, -0.679648, 9.02283
9070, -1.1379, -0.764916, 9.12536
9212, -1.15397, -0.830632, 8.92258
9334, -1.16174, -0.841955, 8.82453
9462, -0.807106, -0.51141, 7.23452
9593, -1.19321, -0.854839, 9.33758
9719, -1.04752, -0.786914, 8.45297
9865, -1.32707, -1.01002, 9.79307
9980, -1.35733, -1.06298, 9.79307
10095, -1.32707, -1.03271, 9.79307
10238, -1.3335, -0.997849, 9.67509
10366, -1.35111, -1.08376, 9.91398
10480, -1.26535, -1.03517, 9.33758
10588, -1.3335, -1.08006, 9.67509
10702, -1.15585, -0.873261, 8.72861
10810, -1.2807, -0.912118, 9.55991
10922, -1.0515, -0.777085, 8.27868
11046, -1.20839, -0.856559, 9.12536
11153, -1.27293, -0.996265, 9.44744
11267, -1.23659, -0.962302, 9.12536
11386, -1.57959, -1.02907, 12.7465
11499, -1.40519, -1.00309, 10.429
11607, -1.25793, -0.759447, 9.23025
11719, -1.32501, -0.749644, 9.55991
11823, -1.90261, -0.407567, 15.7457
11937, -1.38175, -0.570623, 9.91398
12058, -1.49525, -0.569364, 10.165
12163, -1.33978, -0.483777, 9.55991
12278, -1.31964, -0.0713108, 10.8518
12388, -1.3422, -0.382097, 9.79307
12495, -1.3358, -0.317886, 9.91398
12607, -1.27977, -0.24891, 9.33758
12718, -1.31856, -0.235484, 9.67509
12839, -1.30361, -0.145794, 9.67509
12944, -1.2807, -0.00373992, 9.55991
13073, -1.10534, 0.60806, 10.5662
13180, -1.21515, 0.181783, 9.23025
13295, -1.21392, 0.347501, 9.67509
13395, -1.31194, 0.238259, 9.79307
13503, -1.17879, 0.472434, 9.33758
13614, -1.33389, 0.542759, 10.5662
13720, -1.2827, 0.554393, 10.0379
13839, -1.16436, 0.739331, 9.33758
13943, -1.28168, 0.692178, 9.79307
14052, -1.21455, 0.726134, 9.44744
14157, -1.18536, 0.886697, 9.44744
14264, -1.24397, 0.993304, 10.165
14360, -1.07125, 0.933936, 8.92258
14470, -1.18402, 1.07997, 9.67509
14580, -1.23606, 1.30826, 10.2953
14686, -1.15198, 1.58018, 10.8518
14779, -1.25169, 1.3531, 10.0379
14871, -1.14157, 1.3173, 9.44744
14967, -1.20228, 1.66401, 10.8518
15059, -1.06858, 1.44867, 9.44744
15158, -0.913104, 1.35193, 8.72861
15287, -1.08292, 1.59918, 10.429
15393, -0.940985, 1.48068, 9.55991
15505, -0.725442, 1.32588, 8.82453
15606, -0.825115, 1.56695, 10.429
15706, -0.767238, 1.45627, 9.79307
15834, -0.714775, 1.64182, 10.7071
15936, -0.660348, 1.34036, 9.55991
16027, -0.587283, 1.2587, 9.33758
16122, -0.503441, 1.27239, 9.12536
16220, -0.453562, 1.33298, 9.55991
16329, -0.409251, 1.33298, 9.55991
16438, -0.361199, 1.47528, 10.2953
16548, -0.139172, 1.28498, 8.82453
16659, -0.0329996, 1.28177, 9.67509
16762, 0.0186456, 1.2587, 9.33758
16860, 0.0867453, 1.20965, 8.92258
16993, 0.128339, 1.10565, 9.44744
17092, 0.201323, 1.03996, 9.44744
17193, 0.447823, 1.30914, 10.429
17318, 0.347289, 1.03266, 9.44744
17425, 0.405442, 0.893161, 7.43548
17536, 0.396349, 0.944749, 9.23025
17644, 0.41983, 0.903222, 8.82453
17774, 0.458343, 0.926703, 9.79307
17876, 0.480306, 0.854746, 9.33758
17974, 0.560615, 1.05133, 10.429
18089, 0.658791, 1.16102, 10.8518
18198, 0.680875, 1.075, 9.12536
18300, 0.734672, 0.913257, 8.92258
18413, 0.792922, 1.0185, 10.8518
18516, 0.967259, 1.09231, 11.6381
18616, 0.837357, 0.852937, 10.5662
18721, 0.904051, 0.833553, 10.0379
18837, 0.939507, 0.905667, 10.7071
18940, 1.05531, 0.872581, 10.7071
19061, 1.12118, 0.942116, 10.0379
19159, 1.1677, 0.911098, 10.0379
